codigo_uc;nome_uc;categoria_manejo;area_ha;grupo;ano;grupo_norm
0000.00.0001;ÁREA DE PROTEÇÃO AMBIENTAL ANHATOMIRIM;Área de Proteção Ambiental;4437.0;Desconhecido;2018;US
0000.00.0005;ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO JOÃO - MICO LEÃO;Área de Proteção Ambiental;150374.0;Desconhecido;2018;US
0000.00.0006;ÁREA DE PROTEÇÃO AMBIENTAL DA BALEIA FRANCA;Área de Proteção Ambiental;154867.0;Desconhecido;2018;US
0000.00.0007;ÁREA DE PROTEÇÃO AMBIENTAL BARRA DO RIO MAMANGUAPE;Área de Proteção Ambiental;14918.0;Desconhecido;2018;US
0000.00.0009;ÁREA DE PROTEÇÃO AMBIENTAL COSTA DOS CORAIS;Área de Proteção Ambiental;404288.0;Desconhecido;2018;US
0000.00.0010;ÁREA DE PROTEÇÃO AMBIENTAL DE PETRÓPOLIS;Área de Proteção Ambiental;68224.0;Desconhecido;2018;US
0000.00.0013;ÁREA DE PROTEÇÃO AMBIENTAL DE CAIRUÇU;Área de Proteção Ambiental;32611.0;Desconhecido;2018;US
0000.00.0014;ÁREA DE PROTEÇÃO AMBIENTAL DE CANANÉIA-IGUAPÉ-PERUÍBE;Área de Proteção Ambiental;202308.0;Desconhecido;2018;US
0000.00.0015;ÁREA DE PROTEÇÃO AMBIENTAL DE FERNANDO DE NORONHA;Área de Proteção Ambiental;154406.0;Desconhecido;2018;US
0000.00.0016;ÁREA DE PROTEÇÃO AMBIENTAL DE GUAPI-MIRIM;Área de Proteção Ambiental;13890.0;Desconhecido;2018;US
0000.00.0017;ÁREA DE PROTEÇÃO AMBIENTAL DE GUARAQUEÇABA;Área de Proteção Ambiental;282444.0;Desconhecido;2018;US
0000.00.0018;ÁREA DE PROTEÇÃO AMBIENTAL DE PIAÇABUÇU;Área de Proteção Ambiental;9107.0;Desconhecido;2018;US
0000.00.0019;ÁREA DE PROTEÇÃO AMBIENTAL DELTA DO PARNAIBA;Área de Proteção Ambiental;309586.0;Desconhecido;2018;US
0000.00.0029;ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA IBIAPABA;Área de Proteção Ambiental;1624177.0;Desconhecido;2018;US
0000.00.0034;MONUMENTO NATURAL DAS ILHAS CAGARRAS;Monumento Natural;106.0;Desconhecido;2018;PI
0000.00.0036;ÁREA DE RELEVANTE INTERESSE ECOLÓGICA ILHA AMEIXAL;Área de Relevante Interesse Ecológico;359.0;Desconhecido;2018;US
0000.00.0037;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA;Área de Relevante Interesse Ecológico;65.0;Desconhecido;2018;US
0000.00.0039;ÁREA DE RELEVANTE INTERESSE ECOLÓGICA MANGUEZAIS DA FOZ DO RIO MAMANGUAPE;Área de Relevante Interesse Ecológico;5769.0;Desconhecido;2018;US
0000.00.0052;ESTAÇÃO ECOLÓGICA DE CARIJÓS;Estação Ecológica;759.0;Desconhecido;2018;PI
0000.00.0054;ESTAÇÃO ECOLÓGICA DE GUARAQUEÇABA;Estação Ecológica;4370.0;Desconhecido;2018;PI
0000.00.0058;ESTAÇÃO ECOLÓGICA DE MARACÁ JIPIOCA;Estação Ecológica;58756.0;Desconhecido;2018;PI
0000.00.0059;ESTAÇÃO ECOLÓGICA DE MURICI;Estação Ecológica;6132.0;Desconhecido;2018;PI
0000.00.0063;ESTAÇÃO ECOLÓGICA DE TAMOIOS;Estação Ecológica;8660.0;Desconhecido;2018;PI
0000.00.0064;ESTAÇÃO ECOLÓGICA TUPINAMBÁS;Estação Ecológica;2464.0;Desconhecido;2018;PI
0000.00.0067;ESTAÇÃO ECOLÓGICA DO JARI;Estação Ecológica;231087.0;Desconhecido;2018;PI
0000.00.0070;ESTAÇÃO ECOLÓGICA DO TAIM;Estação Ecológica;32110.0;Desconhecido;2018;PI
0000.00.0071;ESTAÇÃO ECOLÓGICA DOS TUPINIQUINS;Estação Ecológica;1728.0;Desconhecido;2018;PI
0000.00.0089;FLORESTA NACIONAL DE CAXIUANÃ;Floresta;317947.0;Desconhecido;2018;US
0000.00.0091;FLORESTA NACIONAL DE GOYTACAZES;Floresta;1426.0;Desconhecido;2018;US
0000.00.0100;FLORESTA NACIONAL DE NÍSIA FLORESTA;Floresta;169.0;Desconhecido;2018;US
0000.00.0113;FLORESTA NACIONAL DE AMAPÁ;Floresta;460359.0;Desconhecido;2018;US
0000.00.0122;FLORESTA NACIONAL DE RIO PRETO;Floresta;2817.0;Desconhecido;2018;US
0000.00.0127;FLORESTA NACIONAL DE MÁRIO XAVIER;Floresta;496.0;Desconhecido;2018;US
0000.00.0132;FLORESTA NACIONAL DA RESTINGA DE CABEDELO;Floresta;115.0;Desconhecido;2018;US
0000.00.0140;PARQUE NACIONAL DA LAGOA DO PEIXE;Parque;36722.0;Desconhecido;2018;PI
0000.00.0141;PARQUE NACIONAL RESTINGA DE JURUBATIBA;Parque;14919.0;Desconhecido;2018;PI
0000.00.0142;PARQUE NACIONAL DA SERRA DA BOCAINA;Parque;106565.0;Desconhecido;2018;PI
0000.00.0147;PARQUE NACIONAL DA SERRA DE ITABAIANA;Parque;8025.0;Desconhecido;2018;PI
0000.00.0152;PARQUE NACIONAL DA SERRA DOS ORGÃOS;Parque;20021.0;Desconhecido;2018;PI
0000.00.0154;PARQUE NACIONAL DA TIJUCA;Parque;3958.0;Desconhecido;2018;PI
0000.00.0162;PARQUE NACIONAL DE JERICOACOARA;Parque;8863.0;Desconhecido;2018;PI
0000.00.0164;PARQUE NACIONAL DE SAINT-HILAIRE/LANGE;Parque;24352.0;Desconhecido;2018;PI
0000.00.0169;PARQUE NACIONAL DO CABO ORANGE;Parque;657320.0;Desconhecido;2018;PI
0000.00.0171;PARQUE NACIONAL DO DESCOBRIMENTO;Parque;22694.0;Desconhecido;2018;PI
0000.00.0176;PARQUE NACIONAL PAU BRASIL;Parque;18934.0;Desconhecido;2018;PI
0000.00.0178;PARQUE NACIONAL DO SUPERAGUI;Parque;33860.0;Desconhecido;2018;PI
0000.00.0180;PARQUE NACIONAL DOS LENÇOIS MARANHENSES;Parque;156606.0;Desconhecido;2018;PI
0000.00.0182;PARQUE NACIONAL DO MONTE PASCOAL;Parque;22240.0;Desconhecido;2018;PI
0000.00.0185;PARQUE NACIONAL MARINHO DOS ABROLHOS;Parque;87942.0;Desconhecido;2018;PI
0000.00.0186;PARQUE NACIONAL MAR. DE FERNANDO DE NORONHA;Parque;10929.0;Desconhecido;2018;PI
0000.00.0187;PARQUE NACIONAL MONTANHAS DO TUMUCUMAQUE;Parque;3834912.0;Desconhecido;2018;PI
0000.00.0195;RESERVA BIOLÓGICA DE COMBOIOS;Reserva Biológica;785.0;Desconhecido;2018;PI
0000.00.0196;RESERVA BIOLÓGICA GUARIBAS;Reserva Biológica;4052.0;Desconhecido;2018;PI
0000.00.0198;RESERVA BIOLÓGICA DE SALTINHO;Reserva Biológica;563.0;Desconhecido;2018;PI
0000.00.0199;RESERVA BIOLÓGICA DE SANTA ISABEL;Reserva Biológica;4110.0;Desconhecido;2018;PI
0000.00.0201;RESERVA BIOLÓGICA DE SOORETAMA;Reserva Biológica;27859.0;Desconhecido;2018;PI
0000.00.0202;RESERVA BIOLÓGICA DE UNA;Reserva Biológica;18725.0;Desconhecido;2018;PI
0000.00.0203;RESERVA BIOLÓGICA ATOL DAS ROCAS;Reserva Biológica;35186.0;Desconhecido;2018;PI
0000.00.0205;RESERVA BIOLÓGICA DO CÓRREGO GRANDE;Reserva Biológica;1504.0;Desconhecido;2018;PI
0000.00.0209;RESERVA BIOLÓGICA DO LAGO PIRATUBA;Reserva Biológica;392469.0;Desconhecido;2018;PI
0000.00.0212;RESERVA BIOLÓGICA DO TINGUÁ;Reserva Biológica;24813.0;Desconhecido;2018;PI
0000.00.0214;RESERVA BIOLÓGICA MARINHA DO ARVOREDO;Reserva Biológica;17104.0;Desconhecido;2018;PI
0000.00.0217;RESERVA BIOLÓGICA UNIÃO;Reserva Biológica;7757.0;Desconhecido;2018;PI
0000.00.0218;RESERVA DE DESENVOLVIMENTO SUSTENTáVEL ITATUPã-BAQUIá;Reserva de Desenvolvimento Sustentável;64441.0;Desconhecido;2018;US
0000.00.0223;RESERVA EXTRATIVISTA CHOCOARÉ-MATO GROSSO;Reserva Extrativista;2783.0;Desconhecido;2018;US
0000.00.0225;RESERVA EXTRATIVISTA MARINHA DO DELTA DO PARNAIBA;Reserva Extrativista;27022.0;Desconhecido;2018;US
0000.00.0227;RESERVA EXTRATIVISTA MARACANÃ;Reserva Extrativista;30179.0;Desconhecido;2018;US
0000.00.0228;RESERVA EXTRATIVISTA SÃO JOÃO DA PONTA;Reserva Extrativista;3409.0;Desconhecido;2018;US
0000.00.0231;RESERVA EXTRATIVISTA DO BATOQUE;Reserva Extrativista;601.0;Desconhecido;2018;US
0000.00.0234;RESERVA EXTRATIVISTA MANDIRA;Reserva Extrativista;1178.0;Desconhecido;2018;US
0000.00.0243;RESERVA EXTRATIVISTA MAE GRANDE DE CURUÇA;Reserva Extrativista;36828.0;Desconhecido;2018;US
0000.00.0245;RESERVA EXTRATIVISTA MARINHA DA BAIA DE IGUAPÉ;Reserva Extrativista;10082.0;Desconhecido;2018;US
0000.00.0246;RESERVA EXTRATIVISTA MARINHA DA LAGOA DO JEQUIÁ;Reserva Extrativista;10197.0;Desconhecido;2018;US
0000.00.0247;RESERVA EXTRATIVISTA MARINHA ARAI-PEROBA;Reserva Extrativista;62577.0;Desconhecido;2018;US
0000.00.0248;RESERVA EXTRATIVISTA MARINHA CAETÉTAPERAÇU;Reserva Extrativista;42490.0;Desconhecido;2018;US
0000.00.0249;RESERVA EXTRATIVISTA MARINHA DE GURUPI-PIRIÁ;Reserva Extrativista;72790.0;Desconhecido;2018;US
0000.00.0250;RESERVA EXTRATIVISTA MARINHA TRACUATEUA;Reserva Extrativista;27865.0;Desconhecido;2018;US
0000.00.0251;RESERVA EXTRATIVISTA MARINHA ARRAIAL DO CABO;Reserva Extrativista;51677.0;Desconhecido;2018;US
0000.00.0252;RESERVA EXTRATIVISTA CORUMBAU;Reserva Extrativista;89997.0;Desconhecido;2018;US
0000.00.0253;RESERVA EXTRATIVISTA DE CANAVIEIRAS;Reserva Extrativista;100688.0;Desconhecido;2018;US
0000.00.0254;RESERVA EXTRATIVISTA MARINHA DE SOURE;Reserva Extrativista;29579.0;Desconhecido;2018;US
0000.00.0255;RESERVA EXTRATIVISTA MARINHA PIRAJUBAÉ;Reserva Extrativista;1712.0;Desconhecido;2018;US
0000.00.0263;ESTAÇÃO ECOLÓGICA DA GUANABARA;Estação Ecológica;1936.0;Desconhecido;2018;PI
0000.00.0269;FLORESTA NACIONAL DO IBURA;Floresta;144.0;Desconhecido;2018;US
0000.00.0273;RESERVA EXTRATIVISTA ARIÓCA PRUANÃ;Reserva Extrativista;83816.0;Desconhecido;2018;US
0000.00.0279;RESERVA EXTRATIVISTA DE CURURUPU;Reserva Extrativista;185195.0;Desconhecido;2018;US
0000.00.0282;RESERVA EXTRATIVISTA TERRA GRANDE PRACUUBA;Reserva Extrativista;194868.0;Desconhecido;2018;US
0000.00.0288;RESERVA EXTRATIVISTA GURUPÁ-MELGAÇO;Reserva Extrativista;145422.0;Desconhecido;2018;US
0000.16.0291;RESERVA BIOLÓGICA DO PARAZINHO;Reserva Biológica;276.0;Desconhecido;2018;PI
0000.16.0292;RESERVA DE DESENVOLVIMENTO SUSTENTáVEL DO RIO IRATAPURU;Reserva de Desenvolvimento Sustentável;873552.0;Desconhecido;2018;US
0000.16.0293;ÁREA DE PROTEÇÃO AMBIENTAL DO RIO CURIAÚ;Área de Proteção Ambiental;21873.0;Desconhecido;2018;US
0000.29.0301;ÁREA DE PROTEÇÃO AMBIENTAL CAMINHOS ECOLÓGICOS DA BOA ESPERANÇA;Área de Proteção Ambiental;232010.0;Desconhecido;2018;US
0000.29.0302;ÁREA DE PROTEÇÃO AMBIENTAL PLATAFORMA CONTINENTAL DO LITORAL NORTE;Área de Proteção Ambiental;352767.0;Desconhecido;2018;US
0000.29.0303;ÁREA DE PROTEÇÃO AMBIENTAL GUAIBIM;Área de Proteção Ambiental;2079.0;Desconhecido;2018;US
0000.29.0304;ÁREA DE PROTEÇÃO AMBIENTAL TINHARÉ / BOIPEBA;Área de Proteção Ambiental;31071.0;Desconhecido;2018;US
0000.29.0306;ÁREA DE PROTEÇÃO AMBIENTAL PONTA DA BALEIA / ABROLHOS;Área de Proteção Ambiental;345560.0;Desconhecido;2018;US
0000.29.0308;ÁREA DE PROTEÇÃO AMBIENTAL COROA VERMELHA;Área de Proteção Ambiental;3715.0;Desconhecido;2018;US
0000.29.0309;ÁREA DE PROTEÇÃO AMBIENTAL COSTA DE ITACARÉ/ SERRA GRANDE;Área de Proteção Ambiental;62608.0;Desconhecido;2018;US
0000.29.0310;ÁREA DE PROTEÇÃO AMBIENTAL CARAÍVA/ TRANCOSO;Área de Proteção Ambiental;31926.0;Desconhecido;2018;US
0000.29.0312;ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA;Área de Proteção Ambiental;158402.0;Desconhecido;2018;US
0000.29.0313;ÁREA DE PROTEÇÃO AMBIENTAL RIO CAPIVARA;Área de Proteção Ambiental;3215.0;Desconhecido;2018;US
0000.29.0315;ÁREA DE PROTEÇÃO AMBIENTAL LAGOAS E DUNAS DO ABAETÉ;Área de Proteção Ambiental;1242.0;Desconhecido;2018;US
0000.29.0316;ÁREA DE PROTEÇÃO AMBIENTAL LAGOAS DE GUARAJUBA;Área de Proteção Ambiental;2027.0;Desconhecido;2018;US
0000.29.0318;ÁREA DE PROTEÇÃO AMBIENTAL LAGO DE PEDRA DO CAVALO;Área de Proteção Ambiental;47244.0;Desconhecido;2018;US
0000.29.0319;ÁREA DE PROTEÇÃO AMBIENTAL PRATIGI;Área de Proteção Ambiental;93445.0;Desconhecido;2018;US
0000.29.0320;ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE TODOS OS SANTOS;Área de Proteção Ambiental;138518.0;Desconhecido;2018;US
0000.29.0321;ÁREA DE PROTEÇÃO AMBIENTAL BACIA DO COBRE / SÃO BARTOLOMEU;Área de Proteção Ambiental;1171.0;Desconhecido;2018;US
0000.29.0323;ÁREA DE PROTEÇÃO AMBIENTAL LITORAL NORTE;Área de Proteção Ambiental;144689.0;Desconhecido;2018;US
0000.29.0325;PARQUE ESTADUAL DA SERRA DO CONDURU;Parque;9151.0;Desconhecido;2018;PI
0000.29.0326;ÁREA DE PROTEÇÃO AMBIENTAL MANGUE SECO;Área de Proteção Ambiental;3395.0;Desconhecido;2018;US
0000.29.0327;ÁREA DE PROTEÇÃO AMBIENTAL SANTO ANTÔNIO;Área de Proteção Ambiental;25923.0;Desconhecido;2018;US
0000.29.0328;ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE CAMAMU;Área de Proteção Ambiental;122690.0;Desconhecido;2018;US
0000.32.0331;PARQUE ESTADUAL DE ITAÚNAS;Parque;3536.0;Desconhecido;2018;PI
0000.32.0332;PARQUE ESTADUAL PAULO CÉSAR VINHA;Parque;1505.0;Desconhecido;2018;PI
0000.32.0333;ÁREA DE PROTEÇÃO AMBIENTAL DA LAGOA GUANANDY;Área de Proteção Ambiental;5195.0;Desconhecido;2018;US
0000.32.0334;ÁREA DE PROTEÇÃO AMBIENTAL DO PICO DO GOIAPABA-AÇU;Área de Proteção Ambiental;3524.0;Desconhecido;2018;US
0000.32.0335;ÁREA DE PROTEÇÃO AMBIENTAL DE PRAIA MOLE;Área de Proteção Ambiental;398.0;Desconhecido;2018;US
0000.32.0336;ÁREA DE PROTEÇÃO AMBIENTAL CONCEIÇÃO DA BARRA;Área de Proteção Ambiental;7907.0;Desconhecido;2018;US
0000.32.0338;ÁREA DE PROTEÇÃO AMBIENTAL DE SETIBA;Área de Proteção Ambiental;10972.0;Desconhecido;2018;US
0000.25.0484;PARQUE ESTADUAL MARINHO DE AREIA VERMELHA;Parque;260.0;Desconhecido;2018;PI
0000.25.0488;PARQUE ESTADUAL MATA DO XEM-XÉM;Parque;179.0;Desconhecido;2018;PI
0000.25.0490;ÁREA DE PROTEÇÃO AMBIENTAL DE TAMBABA;Área de Proteção Ambiental;3270.0;Desconhecido;2018;US
0000.41.0496;ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL GUARAQUEÇABA;Área de Proteção Ambiental;174140.0;Desconhecido;2018;US
0000.41.0497;ESTAÇÃO ECOLÓGICA DO GUARAGUAÇU;Estação Ecológica;1188.0;Desconhecido;2018;PI
0000.41.0500;ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA;Área de Proteção Ambiental;199368.0;Desconhecido;2018;US
0000.41.0512;PARQUE ESTADUAL DO RIO DA ONÇA;Parque;131.0;Desconhecido;2018;PI
0000.41.0514;PARQUE ESTADUAL DO BOGUAÇU;Parque;6657.0;Desconhecido;2018;PI
0000.41.0518;PARQUE ESTADUAL DO PAU-OCO;Parque;881.0;Desconhecido;2018;PI
0000.41.0521;FLORESTA ESTADUAL DO PALMITO;Floresta;535.0;Desconhecido;2018;US
0000.41.0524;PARQUE ESTADUAL ROBERTO RIBAS LANGE;Parque;2801.0;Desconhecido;2018;PI
0000.41.0528;ESTAÇÃO ECOLÓGICA DA ILHA DO MEL;Estação Ecológica;2323.0;Desconhecido;2018;PI
0000.41.0529;PARQUE ESTADUAL DA ILHA DO MEL;Parque;395.0;Desconhecido;2018;PI
0000.41.0532;PARQUE ESTADUAL PICO PARANÁ;Parque;4331.0;Desconhecido;2018;PI
0000.41.0540;PARQUE ESTADUAL DO PICO MARUMBI;Parque;2342.0;Desconhecido;2018;PI
0000.41.0541;PARQUE ESTADUAL DA GRACIOSA;Parque;1147.0;Desconhecido;2018;PI
0000.33.0723;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL DO AVENTUREIRO;Reserva de Desenvolvimento Sustentável;1900.0;Desconhecido;2018;US
0000.33.0724;ÁREA DE PROTEÇÃO AMBIENTAL DO PAU BRASIL;Área de Proteção Ambiental;10547.0;Desconhecido;2018;US
0000.33.0726;ÁREA DE PROTEÇÃO AMBIENTAL DE MANGARATIBA;Área de Proteção Ambiental;24497.0;Desconhecido;2018;US
0000.33.0727;ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DE SAPIATIBA;Área de Proteção Ambiental;5960.0;Desconhecido;2018;US
0000.33.0728;RESERVA BIOLÓGICA ESTADUAL DA PRAIA DO SUL;Reserva Biológica;3267.0;Desconhecido;2018;PI
0000.33.0729;ÁREA DE PROTEÇÃO AMBIENTAL DE MARICÁ;Área de Proteção Ambiental;969.0;Desconhecido;2018;US
0000.33.0731;ÁREA DE PROTEÇÃO AMBIENTAL DE TAMOIOS;Área de Proteção Ambiental;20650.0;Desconhecido;2018;US
0000.33.0735;ÁREA DE PROTEÇÃO AMBIENTAL DE GERICINÓ/MENDANHA;Área de Proteção Ambiental;7974.0;Desconhecido;2018;US
0000.33.0737;ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO MACACU;Área de Proteção Ambiental;19499.0;Desconhecido;2018;US
0000.42.0786;PARQUE ESTADUAL DA SERRA DO TABULEIRO;Parque;83908.0;Desconhecido;2018;PI
0000.42.0791;PARQUE ESTADUAL ACARAI;Parque;6666.0;Desconhecido;2018;PI
0000.28.0793;ÁREA DE PROTEÇÃO AMBIENTAL DO LITORAL SUL;Área de Proteção Ambiental;43917.0;Desconhecido;2018;US
0000.28.0794;ÁREA DE PROTEÇÃO AMBIENTAL DO MORRO DO URUBU;Área de Proteção Ambiental;213.0;Desconhecido;2018;US
0000.35.0798;PARQUE ESTADUAL DA SERRA DO MAR;Parque;322296.0;Desconhecido;2018;PI
0000.35.0817;ESTAÇÃO ECOLÓGICA CHAÚAS;Estação Ecológica;2498.0;Desconhecido;2018;PI
0000.35.0833;PARQUE ESTADUAL XIXOVÁ-JAPUÍ;Parque;881.0;Desconhecido;2018;PI
0000.35.0834;PARQUE ESTADUAL MARINHO DA LAJE DE SANTOS;Parque;5139.0;Desconhecido;2018;PI
0000.35.0841;PARQUE ESTADUAL DA ILHA DO CARDOSO;Parque;13155.0;Desconhecido;2018;PI
0000.35.0855;PARQUE ESTADUAL DE ILHABELA;Parque;29318.0;Desconhecido;2018;PI
0000.35.0856;PARQUE ESTADUAL DA ILHA ANCHIETA;Parque;822.0;Desconhecido;2018;PI
0000.35.0862;ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS;Estação Ecológica;84379.0;Desconhecido;2018;PI
0000.16.0885;FLORESTA ESTADUAL DO AMAPÁ;Floresta;2370314.0;Desconhecido;2018;US
0000.16.0886;ÁREA DE PROTEÇÃO AMBIENTAL DA FAZENDINHA;Área de Proteção Ambiental;149.0;Desconhecido;2018;US
0000.27.0887;ÁREA DE PROTEÇÃO AMBIENTAL DE SANTA RITA;Área de Proteção Ambiental;10346.0;Desconhecido;2018;US
0000.27.0920;ÁREA DE PROTEÇÃO AMBIENTAL DO CATOLÉ E FERNÃO VELHO;Área de Proteção Ambiental;3712.0;Desconhecido;2018;US
0000.27.0921;ÁREA DE PROTEÇÃO AMBIENTAL DA MARITUBA DO PEIXE;Área de Proteção Ambiental;18534.0;Desconhecido;2018;US
0000.27.0922;ÁREA DE PROTEÇÃO AMBIENTAL DO PRATAGY;Área de Proteção Ambiental;13743.0;Desconhecido;2018;US
0000.27.0923;ÁREA DE PROTEÇÃO AMBIENTAL DE MURICÍ;Área de Proteção Ambiental;116100.0;Desconhecido;2018;US
0000.23.0947;PARQUE ESTADUAL MARINHO DA PEDRA DA RISCA DO MEIO;Parque;3716.0;Desconhecido;2018;PI
0000.23.0949;ÁREA DE PROTEÇÃO AMBIENTAL DO LAGAMAR DO CAUIPE;Área de Proteção Ambiental;1691.0;Desconhecido;2018;US
0000.23.0950;ÁREA DE PROTEÇÃO AMBIENTAL DO PECEM;Área de Proteção Ambiental;122.0;Desconhecido;2018;US
0000.23.0951;ÁREA DE PROTEÇÃO AMBIENTAL DO ESTUÁRIO DO RIO CEARÁ;Área de Proteção Ambiental;2745.0;Desconhecido;2018;US
0000.23.0952;ESTAÇÃO ECOLÓGICA DO PÉCEM;Estação Ecológica;964.0;Desconhecido;2018;PI
0000.23.0953;ÁREA DE PROTEÇÃO AMBIENTAL DA LAGOA DO URUAÚ;Área de Proteção Ambiental;2734.0;Desconhecido;2018;US
0000.23.0955;ÁREA DE PROTEÇÃO AMBIENTAL DO ESTUÁRIO DO RIO CURU;Área de Proteção Ambiental;882.0;Desconhecido;2018;US
0000.23.0956;ÁREA DE PROTEÇÃO AMBIENTAL DO ESTUÁRIO DO RIO MUNDAÚ;Área de Proteção Ambiental;1559.0;Desconhecido;2018;US
0000.23.0957;ÁREA DE PROTEÇÃO AMBIENTAL DAS DUNAS DE PARACURU;Área de Proteção Ambiental;3909.0;Desconhecido;2018;US
0000.23.0958;ÁREA DE PROTEÇÃO AMBIENTAL DAS DUNAS DA LAGOINHA;Área de Proteção Ambiental;498.0;Desconhecido;2018;US
0000.23.0959;ÁREA DE PROTEÇÃO AMBIENTAL DO RIO PACOTI;Área de Proteção Ambiental;2911.0;Desconhecido;2018;US
0000.23.0961;MONUMENTO NATURAL DAS FALÉSIAS DE BEBERIBE;Monumento Natural;31.0;Desconhecido;2018;PI
0000.23.0962;ÁREA DE PROTEÇÃO AMBIENTAL DA LAGOA DA JIJOCA;Área de Proteção Ambiental;3945.0;Desconhecido;2018;US
0000.23.0963;PARQUE ESTADUAL DO COCÓ;Parque;1572.0;Desconhecido;2018;PI
0000.26.0964;ESTAÇÃO ECOLÓGICA DE CAETÉS;Estação Ecológica;151.0;Desconhecido;2018;PI
0000.26.0966;PARQUE ESTADUAL DE DOIS IRMÃOS;Parque;387.0;Desconhecido;2018;PI
0000.26.0967;ÁREA DE PROTEÇÃO AMBIENTAL DE GUADALUPE;Área de Proteção Ambiental;43921.0;Desconhecido;2018;US
0000.26.0975;ÁREA DE PROTEÇÃO AMBIENTAL DE SIRINHAÉM;Área de Proteção Ambiental;6589.0;Desconhecido;2018;US
0000.29.1014;MUNUMENTO NATURAL DOS CANIONS DO SUBAÉ;Monumento Natural;404.0;Desconhecido;2018;PI
0000.15.1023;ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPÉLAGO DO MARAJÓ;Área de Proteção Ambiental;4524779.0;Desconhecido;2018;US
0000.15.1024;ÁREA DE PROTEÇÃO AMBIENTAL DE ALGODOAL-MAIANDEUA;Área de Proteção Ambiental;3110.0;Desconhecido;2018;US
0000.15.1025;ÁREA DE PROTEÇÃO AMBIENTAL DA REGIÃO METROLPOLITANA DE BELÉM;Área de Proteção Ambiental;5647.0;Desconhecido;2018;US
0000.15.1027;ÁREA DE PROTEÇÃO AMBIENTAL DA ILHA DO COMBU;Área de Proteção Ambiental;1503.0;Desconhecido;2018;US
0000.00.1045;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO DO JACU;Reserva Particular do Patrimônio Natural;2.0;Desconhecido;2018;US
0000.00.1053;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MORRO DO CURUSSU MIRIM;Reserva Particular do Patrimônio Natural;23.0;Desconhecido;2018;US
0000.00.1065;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA RIZZIERI;Reserva Particular do Patrimônio Natural;13.0;Desconhecido;2018;US
0000.00.1070;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL TOQUE TOQUE PEQUENO;Reserva Particular do Patrimônio Natural;3.0;Desconhecido;2018;US
0000.00.1075;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CARBOCLORO S/A;Reserva Particular do Patrimônio Natural;1.0;Desconhecido;2018;US
0000.00.1082;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NORMANDO TEDESCO;Reserva Particular do Patrimônio Natural;4.0;Desconhecido;2018;US
0000.00.1083;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA PALMITAL;Reserva Particular do Patrimônio Natural;591.0;Desconhecido;2018;US
0000.00.1084;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA NATURAL MENINO DEUS;Reserva Particular do Patrimônio Natural;16.0;Desconhecido;2018;US
0000.00.1094;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MORRO DA PALHA;Reserva Particular do Patrimônio Natural;7.0;Desconhecido;2018;US
0000.00.1095;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MORRO DAS ARANHAS;Reserva Particular do Patrimônio Natural;44.0;Desconhecido;2018;US
0000.00.1097;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CAETEZAL;Reserva Particular do Patrimônio Natural;4614.0;Desconhecido;2018;US
0000.00.1100;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA DO PATRIMÔNIO NATURAL DO GUAXINIM;Reserva Particular do Patrimônio Natural;26.0;Desconhecido;2018;US
0000.00.1101;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PASSARIM;Reserva Particular do Patrimônio Natural;228.0;Desconhecido;2018;US
0000.00.1103;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA DO CAPÃO GRANDE;Reserva Particular do Patrimônio Natural;9.0;Desconhecido;2018;US
0000.00.1106;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RECANTO DO ROBALO;Reserva Particular do Patrimônio Natural;10.0;Desconhecido;2018;US
0000.00.1113;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA PARTICULAR PROFESSOR DELMAR HARRY DOS REIS;Reserva Particular do Patrimônio Natural;10.0;Desconhecido;2018;US
