ID_UC;Código UC;Informações Gerais;Nome da UC;Esfera Administrativa;Categoria de Manejo;Categoria IUCN;UF;Ano do ato legal mais recente;Ato Legal de Criação;Outros atos legais;Municípios Abrangidos;Plano de Manejo;Conselho Gestor;Órgão Gestor;Fonte da Área: (1 = SHP, 0 = Ato legal);Área soma biomas;Área soma Biomas Continental;Área Ato Legal de Criação;Bioma Área (ha);Amazônia;Caatinga;Cerrado;Mata Atlântica;Pampa;Pantanal;Área Marinha;Bioma declarado;% Além da linha de costa;Grupo;PI;US;Recortes (ha);Lei da Mata Atlântica;Mar Territorial;Município Costeiro;Município Costeiro + Área Marinha;Amazônia Legal;Programa/Projeto;Sítios do Patrimônio Mundial;Sítios Ramsar;Mosaico;Reserva da Biosfera;Sobreposição com TI ou TQ;Biomas Abrangidos;Região;Presente na versão anterior;Diferença Área;Razão Diferença Área;Qualidade dos dados georreferenciados;Data da última certificação dos dados pelo Órgão Gestor
3536;0230.42.3536;;PARQUE NATURAL MUNICIPAL SERRA DE SÃO MIGUEL;Municipal;Parque;Category II;SC;2017;Lei ordinária 3752/2017 de 20/07/2017;Sem informação.;BIGUAÇU (SC);Não;Sim;FUNDAÇÃO MUNICIPAL DE MEIO AMBIENTE DE BIGUAÇU - SC;1;1225,680417;1.226;1.226;;0;0;0;1.226;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;sexta-feira, 24 de novembro de 2023
3543;0000.21.3543;;PARQUE ESTADUAL MARINHO BANCO DO TAROL;Estadual;Parque;Category II;MA;2014;Lei ordinária 10171/2014 de 12/12/2014;Sem informação.;CURURUPU (MA);Não;Não;SECRETARIA DE ESTADO DE MEIO AMBIENTE E RECURSOS NATURAIS DO MARANHÃO - MA;1;34187,97416;0;34.229;;0;0;0;0;0;0;34.188;Área Marinha;1;Proteção Integral;1;0;;;0;1;1;;;;;;;;;;1;0;;Polígono corresponde ao memorial descritivo;segunda-feira, 31 de julho de 2017
3544;0000.21.3544;;PARQUE ESTADUAL MARINHO BANCO DO ÁLVARO;Estadual;Parque;Category II;MA;2014;Lei ordinária 10172/2014 de 12/12/2014;Sem informação.;CURURUPU (MA);Não;Não;SECRETARIA DE ESTADO DE MEIO AMBIENTE E RECURSOS NATURAIS DO MARANHÃO - MA;1;45133,05338;0;45.275;;0;0;0;0;0;0;45.133;Área Marinha;1;Proteção Integral;1;0;;;0;1;1;;;;;;;;;;1;0;;Polígono corresponde ao memorial descritivo;segunda-feira, 31 de julho de 2017
3553;0240.33.3553;;PARQUE NATURAL MUNICIPAL DA RESTINGA DO BARRETO;Municipal;Parque;Category II;RJ;2016;Decreto 139 de 30/11/2016;Sem informação.;MACAÉ (RJ);Não;Sim;SECRETARIA MUNICIPAL DE AMBIENTE E SUSTENTABILIDADE DE MACAÉ - RJ;1;33,26423608;33;32;;0;0;0;33;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma estimativa dos limites da UC;terça-feira, 7 de agosto de 2018
3577;5070.35.3577;;ÁREA DE PROTEÇÃO AMBIENTAL BALEIA SAHY;Municipal;Área de Proteção Ambiental;Category V;SP;2016;Lei ordinária 2257/2013 de 23/08/2013;Ampliação: Lei ordinária 2414/2016 de 05/12/2016;SÃO SEBASTIÃO (SP);Sim;Sim;PREFEITURA MUNICIPAL DE SÃO SEBASTIÃO - SP;1;392,541815;393;100;;0;0;0;393;0;0;0;Mata Atlântica;3,59E-06;Uso Sustentável;0;1;;;1;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;quarta-feira, 14 de abril de 2021
3579;0000.27.3579;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SAINT MICHEL 1;Estadual;Reserva Particular do Patrimônio Natural;Category IV;AL;2017;Portaria 17/2017 de 30/05/2017;Sem informação.;BARRA DE SÃO MIGUEL (AL);Não;Não;INSTITUTO DO MEIO AMBIENTE DE ALAGOAS - AL;1;77,54271459;78;78;;0;0;0;78;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;quarta-feira, 20 de dezembro de 2017
3580;0000.27.3580;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SAINT MICHEL 2;Estadual;Reserva Particular do Patrimônio Natural;Category IV;AL;2017;Portaria 16/2017 de 30/05/2017;Sem informação.;BARRA DE SÃO MIGUEL (AL);Não;Não;INSTITUTO DO MEIO AMBIENTE DE ALAGOAS - AL;1;4,687808083;5;5;;0;0;0;5;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;quinta-feira, 16 de novembro de 2017
3581;2100.29.3581;;PARQUE NATURAL MUNICIPAL DA RESTINGA DE PRAIA DO FORTE;Municipal;Parque;Category II;BA;2008;Lei ordinária 367 de 12/09/2008;Sem informação.;MATA DE SÃO JOÃO (BA);Sim;Sim;PREFEITURA MUNICIPAL DE MATA DE SÃO JOÃO - BA;1;267,8594043;268;253;;0;0;0;268;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;quarta-feira, 25 de setembro de 2019
3582;0000.27.3582;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SAINT MICHEL 3;Estadual;Reserva Particular do Patrimônio Natural;Category IV;AL;2017;Portaria 18/2017 de 30/05/2017;Sem informação.;BARRA DE SÃO MIGUEL (AL);Não;Não;INSTITUTO DO MEIO AMBIENTE DE ALAGOAS - AL;1;1,998563923;2;2;;0;0;0;2;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;sexta-feira, 17 de novembro de 2017
3621;0093.33.3621;;PARQUE NATURAL MUNICIPAL DA RESTINGA DE CARAPEBUS;Municipal;Parque;Category II;RJ;2018;Decreto 2.229/2017 de 29/12/2017;Sem informação.;CARAPEBUS (RJ);Não;Sim;SECRETARIA MUNICIPAL DE MEIO AMBIENTE DE CARAPEBUS - RJ;1;1070,415797;1.070;1.073;;0;0;0;1.070;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;2,27E-13;;Polígono corresponde ao memorial descritivo;segunda-feira, 11 de dezembro de 2023
3626;1350.42.3626;;PARQUE NATURAL MUNICIPAL DA LAGOA DO PEREQUÊ;Municipal;Parque;Category II;SC;2015;Decreto 1380 de 23/10/2015;Sem informação.;PORTO BELO (SC);Não;Sim;FUNDAÇÃO MUNICIPAL DO MEIO AMBIENTE DE PORTO BELO - SC;1;8,689614794;9;6;;0;0;0;9;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;1;1;;;;;;;;;;1;0;;Polígono é uma estimativa dos limites da UC;quarta-feira, 20 de outubro de 2021
3628;0093.33.3628;;REFÚGIO DE VIDA SILVESTRE - FAZENDA SÃO LÁZARO;Municipal;Refúgio de Vida Silvestre;Category III;RJ;2018;Decreto 2.230/2017 de 29/12/2017;Sem informação.;CARAPEBUS (RJ);Não;Sim;SECRETARIA MUNICIPAL DE MEIO AMBIENTE DE CARAPEBUS - RJ;1;196,5481881;197;197;;0;0;0;197;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;segunda-feira, 11 de dezembro de 2023
3629;0093.33.3629;;ÁREA DE PROTEÇÃO AMBIENTAL DA CARAPEBA BOA;Municipal;Área de Proteção Ambiental;Category V;RJ;2018;Decreto 2.227/2017 de 29/12/2017;Sem informação.;CARAPEBUS (RJ);Não;Sim;SECRETARIA MUNICIPAL DE MEIO AMBIENTE DE CARAPEBUS - RJ;1;1561,654008;1.562;1.563;;0;0;0;1.562;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;segunda-feira, 11 de dezembro de 2023
3630;0093.33.3630;;MONUMENTO NATURAL MUNICIPAL SÃO SIMÃO;Municipal;Monumento Natural;Category III;RJ;2018;Decreto 2.228/2017 de 29/12/2017;Sem informação.;CARAPEBUS (RJ);Não;Sim;SECRETARIA MUNICIPAL DE MEIO AMBIENTE DE CARAPEBUS - RJ;1;211,5031089;212;212;;0;0;0;212;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;quinta-feira, 7 de dezembro de 2023
3633;0000.00.3633;;ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPÉLAGO DE TRINDADE E MARTIM VAZ;Federal;Área de Proteção Ambiental;Category V;BA;2018;Decreto 9312 de 19/03/2018;Sem informação.;PORTO SEGURO (BA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;40385372,08;0;40.237.709;;0;0;0;0;0;0;40.385.372;Área Marinha;1;Uso Sustentável;0;1;;;1;1;1;;GEF Mar-Áreas Marinhas e Costeiras Protegidas;;;;RB - Mt Atlântica;;;;1;2,24E-08;;Polígono corresponde ao memorial descritivo;segunda-feira, 29 de janeiro de 2024
3642;0000.00.3642;;MONUMENTO NATURAL DAS ILHAS DE TRINDADE, MARTIM VAZ E DO MONTE COLUMBIA;Federal;Monumento Natural;Category III;BA;2018;Decreto 9312 de 19/03/2018;Sem informação.;PORTO SEGURO (BA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;6768055,16;358;6.915.536;;0;0;0;358;0;0;6.767.698;Área Marinha;0,99994716;Proteção Integral;1;0;;;1;1;1;;GEF Mar-Áreas Marinhas e Costeiras Protegidas;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;segunda-feira, 29 de janeiro de 2024
3643;0000.00.3643;;ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPÉLAGO DE SÃO PEDRO E SÃO PAULO;Federal;Área de Proteção Ambiental;Category V;PB;2018;Decreto 9313 de 19/03/2018;Sem informação.;CABEDELO (PB);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;38413271,87;1;40.705.236;;0;0;0;1;0;0;38.413.271;Área Marinha;0,999999975;Uso Sustentável;0;1;;;1;1;1;;GEF Mar-Áreas Marinhas e Costeiras Protegidas;;;;RB - Mt Atlântica;;;;1;7,45E-09;;Polígono corresponde ao memorial descritivo;quarta-feira, 24 de janeiro de 2024
3644;0000.00.3644;;MONUMENTO NATURAL DO ARQUIPÉLAGO DE SÃO PEDRO E SÃO PAULO;Federal;Monumento Natural;Category III;PB;2018;Decreto 9313 de 19/03/2018;Sem informação.;CABEDELO (PB);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;4719265,386;0;4.726.318;;0;0;0;0;0;0;4.719.265;Área Marinha;0,999999946;Proteção Integral;1;0;;;1;1;1;;GEF Mar-Áreas Marinhas e Costeiras Protegidas;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;quarta-feira, 24 de janeiro de 2024
3651;0000.00.3651;;RESERVA EXTRATIVISTA ITAPETININGA;Federal;Reserva Extrativista;Category VI;MA;2018;Decreto 9333 de 05/04/2018;Sem informação.;BEQUIMÃO (MA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;16294,10585;16.294;16.294;;16294,10585;0;0;0;0;0;0;Amazônia;0;Uso Sustentável;0;1;;;1;1;1;;;;;;;;;;1;0;;Polígono corresponde ao memorial descritivo;terça-feira, 15 de maio de 2018
3653;0000.00.3653;;RESERVA EXTRATIVISTA DA BAÍA DO TUBARÃO;Federal;Reserva Extrativista;Category VI;MA;2018;Decreto 9340 de 05/04/2018;Sem informação.;HUMBERTO DE CAMPOS (MA) - ICATU (MA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;223933,0767;130.796;223.917;;110809,469;0;19.986;0;0;0;93.137;Amazônia;0,415915326;Uso Sustentável;0;1;;;1;1;1;;;;;;;;;;1;0;;Polígono corresponde ao memorial descritivo;terça-feira, 15 de maio de 2018
3654;0000.00.3654;;RESERVA EXTRATIVISTA ARAPIRANGA-TROMAÍ;Federal;Reserva Extrativista;Category VI;MA;2018;Decreto 9339 de 05/04/2018;Sem informação.;CARUTAPERA (MA) - LUÍS DOMINGUES (MA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;186938,7238;37.717;186.908;;37717,48781;0;0;0;0;0;149.221;Área Marinha;0,79823609;Uso Sustentável;0;1;;;1;1;1;;;;;;;;;;1;0;;Polígono corresponde ao memorial descritivo;terça-feira, 15 de maio de 2018
