ID_UC;Código UC;Informações Gerais;Nome da UC;Esfera Administrativa;Categoria de Manejo;Categoria IUCN;UF;Ano do ato legal mais recente;Ato Legal de Criação;Outros atos legais;Municípios Abrangidos;Plano de Manejo;Conselho Gestor;Órgão Gestor;Fonte da Área: (1 = SHP, 0 = Ato legal);Área soma biomas;Área soma Biomas Continental;Área Ato Legal de Criação;Bioma Área (ha);Amazônia;Caatinga;Cerrado;Mata Atlântica;Pampa;Pantanal;Área Marinha;Bioma declarado;% Além da linha de costa;Grupo;PI;US;Recortes (ha);Lei da Mata Atlântica;Mar Territorial;Município Costeiro;Município Costeiro + Área Marinha;Amazônia Legal;Programa/Projeto;Sítios do Patrimônio Mundial;Sítios Ramsar;Mosaico;Reserva da Biosfera;Sobreposição com TI ou TQ;Biomas Abrangidos;Região;Presente na versão anterior;Diferença Área;Razão Diferença Área;Qualidade dos dados georreferenciados;Data da última certificação dos dados pelo Órgão Gestor
1148;0000.00.1148;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATO GROSSO;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;2001;Portaria 72 de 23/05/2001;Sem informação.;SAQUAREMA (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;26;26;26;;0;0;0;26;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1149;0000.00.1149;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL QUERÊNCIA;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;1999;Portaria 05-N de 01/02/1999;Sem informação.;MAGÉ (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;6;6;6;;0;0;0;6;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;Mata Atlântica Central Fluminense;RB - Mt Atlântica;;;;1;0;;Polígono é uma representação esquemática da localização da UC;sexta-feira, 26 de agosto de 2011
1153;0000.00.1153;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO ANGABA;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;1992;Portaria 41/92 de 07/04/1992;Sem informação.;ITAGUAÍ (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;28,8094775;29;29;;0;0;0;29;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1155;0000.00.1155;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA CÓRREGO DA LUZ;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;1993;Portaria 16-N de 19/02/1993;Sem informação.;CASIMIRO DE ABREU (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;20;20;20;;0;0;0;20;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma representação esquemática da localização da UC;sexta-feira, 26 de agosto de 2011
1156;0000.00.1156;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA CACHOEIRINHA;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;1999;Portaria 22 de 23/02/1999;Sem informação.;MANGARATIBA (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;650;650;650;;0;0;0;650;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma representação esquemática da localização da UC;sexta-feira, 26 de agosto de 2011
1160;0000.00.1160;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL EL NAGUAL;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;1999;Portaria 88-N de 15/10/1999;Sem informação.;MAGÉ (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;17,08170028;17,08170028;17,2;;0;0;0;17,08170028;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;Mata Atlântica Central Fluminense;RB - Mt Atlântica;;;;1;-7,25E-08;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1161;0000.00.1161;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CÉU DO MAR;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;1994;Portaria 102 de 29/09/1994;Sem informação.: Sem informação.;RIO DE JANEIRO (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;3,334756737;3;3;;0;0;0;3;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;sexta-feira, 26 de agosto de 2011
1168;0000.00.1168;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA PORANGABA;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;2002;Portaria 123 de 20/09/2002;Sem informação.;ITAGUAÍ (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;8,941975598;9;9;;0;0;0;9;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1173;0000.00.1173;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO PORANGA;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;1992;Portaria 41/92 de 07/04/1992;Sem informação.;ITAGUAÍ (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;33,77499459;33,77499459;34;;0;0;0;33,77499459;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1175;0000.00.1175;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO GRANJA SÃO JORGE;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;1999;Portaria 91-N de 15/10/1999;Sem informação.;RIO DE JANEIRO (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;3;3;3;;0;0;0;3;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1179;0000.00.1179;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CEC/TINGUÁ;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;2003;Portaria 176 de 31/12/2002;Sem informação.: Sem informação.;NOVA IGUAÇU (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;16,38784707;16;17;;0;0;0;16;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1182;0000.00.1182;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PRIMAVERA I;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2008;Portaria 75/2008 de 10/09/2008;Sem informação.;PRADO (BA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;500,1846168;500;500;;0;0;0;500;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;-5,68E-14;;Polígono corresponde ao memorial descritivo;sexta-feira, 26 de agosto de 2011
1184;0000.00.1184;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SALTO MORATO;Federal;Reserva Particular do Patrimônio Natural;Category IV;PR;1994;Portaria 132/94-N de 07/12/1994;Sem informação.;GUARAQUEÇABA (PR);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;818,3658659;818;819;;0;0;0;818;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;Reservas do Sudeste da Mata Atlântica;;Litoral de São Paulo;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;sexta-feira, 26 de agosto de 2011
1189;0000.00.1189;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO DO BANANAL;Federal;Reserva Particular do Patrimônio Natural;Category IV;PR;2002;Portaria 49/2002 de 18/04/2002;Sem informação.;MORRETES (PR);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;29;29;29;;0;0;0;29;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma representação esquemática da localização da UC;sexta-feira, 26 de agosto de 2011
1201;0000.00.1201;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NOSSA SENHORA DO OITEIRO DE MARACAÍPE;Federal;Reserva Particular do Patrimônio Natural;Category IV;PE;2000;Portaria 58 de 26/09/2000;Sem informação.;IPOJUCA (PE);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;74,60666349;75;76;;0;0;0;75;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1206;0000.00.1206;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ENGENHO GARGAÚ;Federal;Reserva Particular do Patrimônio Natural;Category IV;PB;1994;Portaria 064/94-N de 14/06/1994;Sem informação.: Sem informação.;SANTA RITA (PB);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;1036,027872;1.036;1.059;;0;0;0;1.036;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1213;0000.00.1213;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SUMAÚMA;Federal;Reserva Particular do Patrimônio Natural;Category IV;PA;2000;Portaria 12 de 25/02/2000;Sem informação.;BARCARENA (PA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;6;6;6;;6;0;0;0;0;0;0;Amazônia;0;Uso Sustentável;0;1;;;0;1;1;;;;;;;;;;1;0;;Polígono é uma representação esquemática da localização da UC;sexta-feira, 26 de agosto de 2011
1239;0000.00.1239;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SANTA HELENA;Federal;Reserva Particular do Patrimônio Natural;Category IV;RN;2006;Portaria 17 de 08/03/2006;Sem informação.;SÃO BENTO DO NORTE (RN);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;21,63720254;22;22;;0;22;0;0;0;0;0;Caatinga;0;Uso Sustentável;0;1;;;0;1;1;;;;;;;;;;1;0;;Polígono corresponde ao memorial descritivo;sexta-feira, 26 de agosto de 2011
1316;0000.00.1316;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL AMOREIRA;Federal;Reserva Particular do Patrimônio Natural;Category IV;MA;2001;Portaria 159 de 24/10/2001;Sem informação.;ROSÁRIO (MA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;346,7544296;347;349;;346,7544296;0;0;0;0;0;0;Amazônia;0;Uso Sustentável;0;1;;;0;1;1;;;;;;;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1319;0000.00.1319;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ILHA DO CAJU;Federal;Reserva Particular do Patrimônio Natural;Category IV;MA;1999;Portaria 96-N de 08/11/1999;Sem informação.;ARAIOSES (MA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;101,1401078;101;102;;0;0;101;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;;0;1;1;;;;;;;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1320;0000.00.1320;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA BOA ESPERANÇA;Federal;Reserva Particular do Patrimônio Natural;Category IV;MA;1997;Portaria 120-N de 21/10/1997;Sem informação.;SÃO LUÍS (MA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;75;75;75;;75;0;0;0;0;0;0;Amazônia;0;Uso Sustentável;0;1;;;0;1;1;;;;;;;;;;1;0;;Polígono é uma representação esquemática da localização da UC;sexta-feira, 26 de agosto de 2011
1322;0000.00.1322;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTÂNCIA PEDREIRAS;Federal;Reserva Particular do Patrimônio Natural;Category IV;MA;2001;Portaria 56 de 23/04/2001;Sem informação.;SÃO LUÍS (MA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;37,76846684;38;38;;37,76846684;0;0;0;0;0;0;Amazônia;0;Uso Sustentável;0;1;;;0;1;1;;;;;;;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1323;0000.00.1323;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO JAQUAREMA;Federal;Reserva Particular do Patrimônio Natural;Category IV;MA;1990;Portaria 2.468/1990 de 26/12/1990;Sem informação.;SÃO JOSÉ DE RIBAMAR (MA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;8;8;8;;8;0;0;0;0;0;0;Amazônia;0;Uso Sustentável;0;1;;;0;1;1;;;;;;;;;;1;0;;Polígono é uma representação esquemática da localização da UC;sexta-feira, 26 de agosto de 2011
1324;0000.00.1324;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL JAGUAREMA;Federal;Reserva Particular do Patrimônio Natural;Category IV;MA;1998;Portaria 100-N de 13/07/1998;Sem informação.;SÃO LUÍS (MA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;3;3;2,63;;3;0;0;0;0;0;0;Amazônia;0;Uso Sustentável;0;1;;;0;1;1;;;;;;;;;;1;0;;Polígono é uma representação esquemática da localização da UC;sexta-feira, 26 de agosto de 2011
1371;0000.00.1371;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SAYONARA;Federal;Reserva Particular do Patrimônio Natural;Category IV;ES;2001;Portaria 107 de 03/09/2001;Sem informação.;CONCEIÇÃO DA BARRA (ES);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;27,73045297;28;28;;0;0;0;28;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1379;0000.00.1379;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO AMEIXAS - POÇO VELHO;Federal;Reserva Particular do Patrimônio Natural;Category IV;CE;1994;Portaria 7-N de 28/01/1994;Sem informação.;ITAPIPOCA (CE);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;459,6006983;460;464;;0;460;0;0;0;0;0;Caatinga;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1384;0000.00.1384;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MERCÊS SABIAQUABA E NAZÁRIO;Federal;Reserva Particular do Patrimônio Natural;Category IV;CE;1993;Portaria 113 de 25/10/1993;Sem informação.;AMONTADA (CE);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;52,05141105;52;50;;0;52;0;0;0;0;0;Caatinga;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;sexta-feira, 26 de agosto de 2011
1394;0000.00.1394;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA LONTRA/SAUDADE;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;1996;Portaria 95/996-N de 25/10/1996;Sem informação.;ITANAGRA (BA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;1377;1.377;1.377;;0;0;0;1.377;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma representação esquemática da localização da UC;sexta-feira, 26 de agosto de 2011
1401;0000.00.1401;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA AVAÍ;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;1990;Portaria 701 de 10/05/1990;Sem informação.: Sem informação.;CARAVELAS (BA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;463,9068662;311;469;;0;0;0;311;0;0;153;Mata Atlântica;0,330230418;Uso Sustentável;0;1;;;1;1;1;;;;;;RB - Mt Atlântica;;;;1;-5,68E-14;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1403;0000.00.1403;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RIO CAPITÃO;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2004;Portaria 24/04-N de 08/03/2004;Sem informação.;ITACARÉ (BA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;384,9032135;385;385;;0;0;0;385;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;sexta-feira, 26 de agosto de 2011
1404;0000.00.1404;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CAJUEIRO;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2002;Portaria 136 de 11/10/2002;Sem informação.;ESPLANADA (BA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;373,7374221;374;379;;0;0;0;374;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;Sertão Veredas-Peruaçu;RB - Mt Atlântica;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1405;0000.00.1405;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DUNAS DE SANTO ANTÔNIO;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2001;Portaria 65/2001 de 21/05/2001;Sem informação.: Sem informação.;MATA DE SÃO JOÃO (BA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;362,7156402;363;371;;0;0;0;363;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;-5,68E-14;;Polígono corresponde ao memorial descritivo;sexta-feira, 26 de agosto de 2011
1406;0000.00.1406;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA DA PENINHA;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2002;Portaria 18/2002 de 31/01/2002;Sem informação.;CACHOEIRA (BA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;345,8750051;345,8750051;350;;0;0;0;345,8750051;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1407;0000.00.1407;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÃO JOQUIM DA CABONHA APA I E APA II;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2000;Portaria 61 de 17/10/2000;Sem informação.;CACHOEIRA (BA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;257;257;257;;0;0;0;257;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma representação esquemática da localização da UC;sexta-feira, 26 de agosto de 2011
1409;0000.00.1409;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA PANEMA;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2000;Portaria 14/2000 de 01/03/2000;Sem informação.;SÃO SEBASTIÃO DO PASSÉ (BA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;213,2567437;213;216;;0;0;0;213;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1412;0000.00.1412;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SALTO APEPIQUE;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;1997;Portaria 103/97-N de 11/09/1997;Sem informação.;ILHÉUS (BA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;116,7480385;117;118;;0;0;0;117;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1413;0000.00.1413;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ARAÇARI;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;1998;Portaria 138 de 02/10/1998;Sem informação.;ITACARÉ (BA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;108,7318422;102;110;;0;0;0;102;0;0;7;Mata Atlântica;0,060778948;Uso Sustentável;0;1;;;1;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1416;0000.00.1416;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA ÁGUA BRANCA;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;1999;Portaria 12/99-N de 11/02/1999;Sem informação.: Sem informação.;VALENÇA (BA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;97;97;97;;0;0;0;97;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma representação esquemática da localização da UC;sexta-feira, 26 de agosto de 2011
1418;0000.00.1418;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA COQUEIROS;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;1990;Portaria 2264/90 de 09/11/1990;Sem informação.;SIMÕES FILHO (BA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;87;87;87;;0;0;0;87;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma representação esquemática da localização da UC;sexta-feira, 26 de agosto de 2011
1419;0000.00.1419;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ECOPARQUE DE UNA;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;1999;Portaria 53-N de 01/06/1999;Sem informação.: Sem informação.;UNA (BA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;82,3846699;82,3846699;83,28;;0;0;0;82,3846699;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1420;0000.00.1420;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DAS DUNAS;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2004;Portaria 17 de 04/03/2004;Sem informação.: Sem informação.;CAMAÇARI (BA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;79,4157806;79;78;;0;0;0;79;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;sexta-feira, 26 de agosto de 2011
1425;0000.00.1425;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA ARARAUNA;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2003;Portaria 6 de 11/02/2003;Sem informação.;UNA (BA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;38,55456013;39;39;;0;0;0;39;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1426;0000.00.1426;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL LAGOA DO PEIXE;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2001;Portaria 35/2001 de 02/03/2001;Sem informação.;CARAVELAS (BA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;31;31;31;;0;0;0;31;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma representação esquemática da localização da UC;sexta-feira, 26 de agosto de 2011
1427;0000.00.1427;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL JUERANA;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2002;Portaria 70/20002 de 02/05/2002;Sem informação.;MARAÚ (BA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;26,69821108;27;27;;0;0;0;27;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1428;0000.00.1428;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA PARAÍSO;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2000;Portaria 26/2000 de 13/04/2000;Sem informação.;URUÇUCA (BA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;25,7043472;26;26;;0;0;0;26;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
