ID_UC,Código UC,Informações Gerais,Nome da UC,Esfera Administrativa,Categoria de Manejo,Categoria IUCN,UF,Ano de Criação,Ano do ato legal mais recente,Ato Legal de Criação,Outros atos legais,Municípios Abrangidos,Plano de Manejo,Conselho Gestor,Órgão Gestor,"Fonte da Área: (1 = SHP, 0 = Ato legal)",Área soma biomas,Área soma Biomas Continental,Área Ato Legal de Criação,Bioma Área (ha),Amazônia,Caatinga,Cerrado,Mata Atlântica,Pampa,Pantanal,Área Marinha,Bioma declarado,Grupo,PI,US,Recortes (ha),Mar Territorial,Município Costeiro,Município Costeiro + Área Marinha,Programa/Projeto,Sítios do Patrimônio Mundial,Sítios Ramsar,Mosaico,Reserva da Biosfera,Qualidade dos dados georreferenciados,Data da última certificação dos dados pelo Órgão Gestor
1239,0000.00.1239,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SANTA HELENA,Federal,Reserva Particular do Patrimônio Natural,Category IV,RN,2006,2006,Portaria 17 de 08/03/2006,Sem informação.,SÃO BENTO DO NORTE (RN),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,1,21.63720254,21.63720254,21.63,,0,21.63720254,0,0,0,0,0,Caatinga,Uso Sustentável,0,1,,0,1,1,,,,,,Polígono corresponde ao memorial descritivo,"quarta-feira, 5 de maio de 2021"
1316,0000.00.1316,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL AMOREIRA,Federal,Reserva Particular do Patrimônio Natural,Category IV,MA,2001,2001,Portaria 159 de 24/10/2001,Sem informação.,ROSÁRIO (MA),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,1,346.7544296,346.7544296,349,,346.7544296,0,0,0,0,0,0,Amazônia,Uso Sustentável,0,1,,0,1,1,,,,,,Polígono corresponde ao memorial descritivo,"quinta-feira, 19 de janeiro de 2023"
1319,0000.00.1319,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ILHA DO CAJU,Federal,Reserva Particular do Patrimônio Natural,Category IV,MA,1999,1999,Portaria 96-N de 08/11/1999,Sem informação.,ARAIOSES (MA),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,1,101.1401078,101.1401078,102,,0,0,101.1401078,0,0,0,0,Cerrado,Uso Sustentável,0,1,,0,1,1,,,,,,Polígono é uma representação esquemática da localização da UC,"segunda-feira, 18 de fevereiro de 2019"
1320,0000.00.1320,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA BOA ESPERANÇA,Federal,Reserva Particular do Patrimônio Natural,Category IV,MA,1997,1997,Portaria 120-N de 21/10/1997,Sem informação.,SÃO LUÍS (MA),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,0,75,75,75,,75,0,0,0,0,0,0,Amazônia,Uso Sustentável,0,1,,0,1,1,,,,,,Polígono é uma representação esquemática da localização da UC,"sexta-feira, 18 de março de 2016"
1322,0000.00.1322,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTÂNCIA PEDREIRAS,Federal,Reserva Particular do Patrimônio Natural,Category IV,MA,2001,2001,Portaria 56 de 23/04/2001,Sem informação.,SÃO LUÍS (MA),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,1,37.76846684,37.76846684,38.01,,37.76846684,0,0,0,0,0,0,Amazônia,Uso Sustentável,0,1,,0,1,1,,,,,,Polígono é uma representação esquemática da localização da UC,"sexta-feira, 18 de março de 2016"
1323,0000.00.1323,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO JAQUAREMA,Federal,Reserva Particular do Patrimônio Natural,Category IV,MA,1990,1990,Portaria 2.468/1990 de 26/12/1990,Sem informação.,SÃO JOSÉ DE RIBAMAR (MA),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,0,8,8,7.68,,8,0,0,0,0,0,0,Amazônia,Uso Sustentável,0,1,,0,1,1,,,,,,Polígono é uma representação esquemática da localização da UC,"quinta-feira, 8 de outubro de 2020"
1324,0000.00.1324,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL JAGUAREMA,Federal,Reserva Particular do Patrimônio Natural,Category IV,MA,1998,1998,Portaria 100-N de 13/07/1998,Sem informação.,SÃO LUÍS (MA),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,0,3,3,2.63,,3,0,0,0,0,0,0,Amazônia,Uso Sustentável,0,1,,0,1,1,,,,,,Polígono é uma representação esquemática da localização da UC,"segunda-feira, 3 de outubro de 2011"
1371,0000.00.1371,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SAYONARA,Federal,Reserva Particular do Patrimônio Natural,Category IV,ES,2001,2001,Portaria 107 de 03/09/2001,Sem informação.,CONCEIÇÃO DA BARRA (ES),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,1,27.73045297,27.73045297,28,,0,0,0,27.73045297,0,0,0,Mata Atlântica,Uso Sustentável,0,1,,0,1,1,,,,,RB - Mt Atlântica,Polígono é uma estimativa dos limites da UC,"segunda-feira, 22 de outubro de 2012"
1379,0000.00.1379,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO AMEIXAS - POÇO VELHO,Federal,Reserva Particular do Patrimônio Natural,Category IV,CE,1994,1994,Portaria 7-N de 28/01/1994,Sem informação.,ITAPIPOCA (CE),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,1,459.6006983,459.6006983,464.33,,0,459.6006983,0,0,0,0,0,Caatinga,Uso Sustentável,0,1,,0,1,1,,,,,RB - Mt Atlântica,Polígono é uma estimativa dos limites da UC,"terça-feira, 3 de novembro de 2009"
1384,0000.00.1384,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MERCÊS SABIAQUABA E NAZÁRIO,Federal,Reserva Particular do Patrimônio Natural,Category IV,CE,1993,1993,Portaria 113 de 25/10/1993,Sem informação.,AMONTADA (CE),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,1,52.05141105,52.05141105,50,,0,52.05141105,0,0,0,0,0,Caatinga,Uso Sustentável,0,1,,0,1,1,,,,,RB - Mt Atlântica,Polígono é uma estimativa dos limites da UC,"sexta-feira, 13 de setembro de 2019"
1394,0000.00.1394,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA LONTRA/SAUDADE,Federal,Reserva Particular do Patrimônio Natural,Category IV,BA,1996,1996,Portaria 95/996-N de 25/10/1996,Sem informação.,ITANAGRA (BA),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,0,1377,1377,1377.33,,0,0,0,1377,0,0,0,Mata Atlântica,Uso Sustentável,0,1,,0,1,1,,,,,RB - Mt Atlântica,Polígono é uma estimativa dos limites da UC,"terça-feira, 15 de março de 2011"
1401,0000.00.1401,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA AVAÍ,Federal,Reserva Particular do Patrimônio Natural,Category IV,BA,1990,1990,Portaria 701 de 10/05/1990,Sem informação.: Sem informação.,CARAVELAS (BA),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,1,463.9068662,310.7107077,469.1,,0,0,0,310.7107077,0,0,153.1961585,Mata Atlântica,Uso Sustentável,0,1,,1,1,1,,,,,RB - Mt Atlântica,Polígono é uma estimativa dos limites da UC,"terça-feira, 15 de março de 2011"
1403,0000.00.1403,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RIO CAPITÃO,Federal,Reserva Particular do Patrimônio Natural,Category IV,BA,2004,2004,Portaria 24/04-N de 08/03/2004,Sem informação.,ITACARÉ (BA),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,1,384.9032135,384.9032135,385.49,,0,0,0,384.9032135,0,0,0,Mata Atlântica,Uso Sustentável,0,1,,0,1,1,,,,,RB - Mt Atlântica,Polígono é uma estimativa dos limites da UC,"quinta-feira, 2 de junho de 2016"
1404,0000.00.1404,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CAJUEIRO,Federal,Reserva Particular do Patrimônio Natural,Category IV,BA,2002,2002,Portaria 136 de 11/10/2002,Sem informação.,ESPLANADA (BA),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,1,373.7374221,373.7374221,379,,0,0,0,373.7374221,0,0,0,Mata Atlântica,Uso Sustentável,0,1,,0,1,1,,,,,RB - Mt Atlântica,Polígono é uma estimativa dos limites da UC,"quinta-feira, 27 de outubro de 2011"
1405,0000.00.1405,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DUNAS DE SANTO ANTÔNIO,Federal,Reserva Particular do Patrimônio Natural,Category IV,BA,2001,2001,Portaria 65/2001 de 21/05/2001,Sem informação.: Sem informação.,MATA DE SÃO JOÃO (BA),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,1,362.7156402,362.7156402,370.72,,0,0,0,362.7156402,0,0,0,Mata Atlântica,Uso Sustentável,0,1,,0,1,1,,,,,RB - Mt Atlântica,Polígono é uma estimativa dos limites da UC,"sexta-feira, 28 de setembro de 2018"
1406,0000.00.1406,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA DA PENINHA,Federal,Reserva Particular do Patrimônio Natural,Category IV,BA,2002,2002,Portaria 18/2002 de 31/01/2002,Sem informação.,CACHOEIRA (BA),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,1,345.8750051,345.8750051,350,,0,0,0,345.8750051,0,0,0,Mata Atlântica,Uso Sustentável,0,1,,0,1,1,,,,,RB - Mt Atlântica,Polígono é uma estimativa dos limites da UC,"terça-feira, 17 de outubro de 2017"
1407,0000.00.1407,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÃO JOQUIM DA CABONHA APA I E APA II,Federal,Reserva Particular do Patrimônio Natural,Category IV,BA,2000,2000,Portaria 61 de 17/10/2000,Sem informação.,CACHOEIRA (BA),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,0,257,257,257,,0,0,0,257,0,0,0,Mata Atlântica,Uso Sustentável,0,1,,0,1,1,,,,,RB - Mt Atlântica,Polígono é uma estimativa dos limites da UC,"sexta-feira, 31 de agosto de 2012"
1409,0000.00.1409,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA PANEMA,Federal,Reserva Particular do Patrimônio Natural,Category IV,BA,2000,2000,Portaria 14/2000 de 01/03/2000,Sem informação.,SÃO SEBASTIÃO DO PASSÉ (BA),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,1,213.2567437,213.2567437,216,,0,0,0,213.2567437,0,0,0,Mata Atlântica,Uso Sustentável,0,1,,0,1,1,,,,,RB - Mt Atlântica,Polígono é uma estimativa dos limites da UC,"sexta-feira, 31 de agosto de 2012"
1412,0000.00.1412,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SALTO APEPIQUE,Federal,Reserva Particular do Patrimônio Natural,Category IV,BA,1997,1997,Portaria 103/97-N de 11/09/1997,Sem informação.,ILHÉUS (BA),Sim,Sim,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,1,116.7480385,116.7480385,118,,0,0,0,116.7480385,0,0,0,Mata Atlântica,Uso Sustentável,0,1,,0,1,1,,,,,RB - Mt Atlântica,Polígono é uma estimativa dos limites da UC,"segunda-feira, 3 de setembro de 2012"
1413,0000.00.1413,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ARAÇARI,Federal,Reserva Particular do Patrimônio Natural,Category IV,BA,1998,1998,Portaria 138 de 02/10/1998,Sem informação.,ITACARÉ (BA),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,1,108.7318422,102.1232352,110,,0,0,0,102.1232352,0,0,6.608606988,Mata Atlântica,Uso Sustentável,0,1,,1,1,1,,,,,RB - Mt Atlântica,Polígono é uma estimativa dos limites da UC,"quarta-feira, 23 de novembro de 2011"
1416,0000.00.1416,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA ÁGUA BRANCA,Federal,Reserva Particular do Patrimônio Natural,Category IV,BA,1999,1999,Portaria 12/99-N de 11/02/1999,Sem informação.: Sem informação.,VALENÇA (BA),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,0,97,97,97,,0,0,0,97,0,0,0,Mata Atlântica,Uso Sustentável,0,1,,0,1,1,,,,,RB - Mt Atlântica,Polígono é uma estimativa dos limites da UC,"segunda-feira, 3 de setembro de 2012"
1418,0000.00.1418,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA COQUEIROS,Federal,Reserva Particular do Patrimônio Natural,Category IV,BA,1990,1990,Portaria 2264/90 de 09/11/1990,Sem informação.,SIMÕES FILHO (BA),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,0,87,87,86.96,,0,0,0,87,0,0,0,Mata Atlântica,Uso Sustentável,0,1,,0,1,1,,,,,RB - Mt Atlântica,Polígono é uma estimativa dos limites da UC,"quarta-feira, 23 de novembro de 2011"
1419,0000.00.1419,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ECOPARQUE DE UNA,Federal,Reserva Particular do Patrimônio Natural,Category IV,BA,1999,1999,Portaria 53-N de 01/06/1999,Sem informação.: Sem informação.,UNA (BA),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,1,82.3846699,82.3846699,83.28,,0,0,0,82.3846699,0,0,0,Mata Atlântica,Uso Sustentável,0,1,,0,1,1,,,,,RB - Mt Atlântica,Polígono é uma estimativa dos limites da UC,"quarta-feira, 23 de novembro de 2011"
1420,0000.00.1420,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DAS DUNAS,Federal,Reserva Particular do Patrimônio Natural,Category IV,BA,2004,2004,Portaria 17 de 04/03/2004,Sem informação.: Sem informação.,CAMAÇARI (BA),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,1,79.4157806,79.4157806,78,,0,0,0,79.4157806,0,0,0,Mata Atlântica,Uso Sustentável,0,1,,0,1,1,,,,,RB - Mt Atlântica,Polígono é uma estimativa dos limites da UC,"quarta-feira, 23 de novembro de 2011"
1425,0000.00.1425,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA ARARAUNA,Federal,Reserva Particular do Patrimônio Natural,Category IV,BA,2003,2003,Portaria 6 de 11/02/2003,Sem informação.,UNA (BA),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,1,38.55456013,38.55456013,39,,0,0,0,38.55456013,0,0,0,Mata Atlântica,Uso Sustentável,0,1,,0,1,1,,,,,RB - Mt Atlântica,Polígono é uma estimativa dos limites da UC,"quarta-feira, 14 de março de 2012"
1426,0000.00.1426,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL LAGOA DO PEIXE,Federal,Reserva Particular do Patrimônio Natural,Category IV,BA,2001,2001,Portaria 35/2001 de 02/03/2001,Sem informação.,CARAVELAS (BA),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,0,31,31,31,,0,0,0,31,0,0,0,Mata Atlântica,Uso Sustentável,0,1,,0,1,1,,,,,RB - Mt Atlântica,Polígono é uma estimativa dos limites da UC,"segunda-feira, 27 de abril de 2020"
1427,0000.00.1427,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL JUERANA,Federal,Reserva Particular do Patrimônio Natural,Category IV,BA,2002,2002,Portaria 70/20002 de 02/05/2002,Sem informação.,MARAÚ (BA),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,1,26.69821108,26.69821108,27,,0,0,0,26.69821108,0,0,0,Mata Atlântica,Uso Sustentável,0,1,,0,1,1,,,,,RB - Mt Atlântica,Polígono é uma estimativa dos limites da UC,"sexta-feira, 20 de julho de 2012"
1428,0000.00.1428,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA PARAÍSO,Federal,Reserva Particular do Patrimônio Natural,Category IV,BA,2000,2000,Portaria 26/2000 de 13/04/2000,Sem informação.,URUÇUCA (BA),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,1,25.7043472,25.7043472,26,,0,0,0,25.7043472,0,0,0,Mata Atlântica,Uso Sustentável,0,1,,0,1,1,,,,,RB - Mt Atlântica,Polígono é uma estimativa dos limites da UC,"quinta-feira, 12 de julho de 2012"
1429,0000.00.1429,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SÃO JOÃO,Federal,Reserva Particular do Patrimônio Natural,Category IV,BA,1997,1997,Portaria 022/97- N de 27/03/1997,Sem informação.,ILHÉUS (BA),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,0,25,25,25,,0,0,0,25,0,0,0,Mata Atlântica,Uso Sustentável,0,1,,0,1,1,,,,,RB - Mt Atlântica,Polígono é uma estimativa dos limites da UC,"quarta-feira, 29 de abril de 2020"
1430,0000.00.1430,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PEDRA DO SABIÁ,Federal,Reserva Particular do Patrimônio Natural,Category IV,BA,2001,2001,Portaria 155 de 24/10/2001,Sem informação.,ITACARÉ (BA),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,1,21.75064633,21.75064633,22,,0,0,0,21.75064633,0,0,0,Mata Atlântica,Uso Sustentável,0,1,,0,1,1,,,,,RB - Mt Atlântica,Polígono é uma estimativa dos limites da UC,"sexta-feira, 3 de agosto de 2012"
1431,0000.00.1431,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CARROULA,Federal,Reserva Particular do Patrimônio Natural,Category IV,BA,2003,2003,Portaria 175 de 31/12/2002,Sem informação.,PRADO (BA),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,1,14.6574932,14.6574932,14.73,,0,0,0,14.6574932,0,0,0,Mata Atlântica,Uso Sustentável,0,1,,0,1,1,,,,Mosaico Extremo Sul da Bahia,RB - Mt Atlântica,Polígono é uma estimativa dos limites da UC,"segunda-feira, 1 de outubro de 2012"
1432,0000.00.1432,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL AGDA,Federal,Reserva Particular do Patrimônio Natural,Category IV,BA,2001,2001,Portaria 169/2001 de 14/11/2001,Sem informação.,POJUCA (BA),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,0,13,13,13.39,,0,0,0,13,0,0,0,Mata Atlântica,Uso Sustentável,0,1,,0,1,1,,,,,RB - Mt Atlântica,Polígono é uma estimativa dos limites da UC,"terça-feira, 11 de setembro de 2012"
1433,0000.00.1433,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MÃE DA MATA,Federal,Reserva Particular do Patrimônio Natural,Category IV,BA,2004,2004,Portaria 32 de 09/03/2004,Sem informação.,ILHÉUS (BA),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,1,13.36743447,13.36743447,13,,0,0,0,13.36743447,0,0,0,Mata Atlântica,Uso Sustentável,0,1,,0,1,1,,,,,RB - Mt Atlântica,Polígono é uma estimativa dos limites da UC,"terça-feira, 25 de abril de 2023"
1434,0000.00.1434,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA ARTE VERDE,Federal,Reserva Particular do Patrimônio Natural,Category IV,BA,1998,1998,Portaria 114/98-N de 14/08/1998,Sem informação.,ILHÉUS (BA),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,1,9.884495097,9.884495097,10,,0,0,0,9.884495097,0,0,0,Mata Atlântica,Uso Sustentável,0,1,,0,1,1,,,,,RB - Mt Atlântica,Polígono é uma estimativa dos limites da UC,"quarta-feira, 16 de agosto de 2017"
1435,0000.00.1435,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DA MATA ATLÂNTICA DA MANONA,Federal,Reserva Particular do Patrimônio Natural,Category IV,BA,2001,2001,Portaria 108 de 03/09/2001,Sem informação.,PORTO SEGURO (BA),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,1,6.837284611,6.837284611,7,,0,0,0,6.837284611,0,0,0,Mata Atlântica,Uso Sustentável,0,1,,0,1,1,,,,,RB - Mt Atlântica,Polígono é uma estimativa dos limites da UC,"segunda-feira, 6 de maio de 2013"
1438,0000.00.1438,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SOSSEGO,Federal,Reserva Particular do Patrimônio Natural,Category IV,BA,1999,1999,Portaria 13/99-N de 11/02/1999,Sem informação.,URUÇUCA (BA),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,1,4.646499051,4.646499051,4.7,,0,0,0,4.646499051,0,0,0,Mata Atlântica,Uso Sustentável,0,1,,0,1,1,,,,,RB - Mt Atlântica,Polígono é uma estimativa dos limites da UC,"terça-feira, 28 de janeiro de 2014"
1441,0000.00.1441,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RETIRO PARAÍSO,Federal,Reserva Particular do Patrimônio Natural,Category IV,AP,1997,1997,Portaria 86-N de 06/08/1997,Sem informação.,MACAPÁ (AP),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,0,47,47,46.75,,47,0,0,0,0,0,0,Amazônia,Uso Sustentável,0,1,,0,1,1,,,,,,Polígono é uma estimativa dos limites da UC,"segunda-feira, 4 de maio de 2015"
1443,0000.00.1443,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL LOTE URBANO,Federal,Reserva Particular do Patrimônio Natural,Category IV,AP,1998,1998,Portaria 54-N de 29/04/1998,Sem informação.,SANTANA (AP),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,1,16.9706546,16.9706546,17.18,,16.9706546,0,0,0,0,0,0,Amazônia,Uso Sustentável,0,1,,0,1,1,,,,,,Polígono é uma estimativa dos limites da UC,"sexta-feira, 22 de junho de 2018"
1444,0000.00.1444,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ALDEIA EKINOX,Federal,Reserva Particular do Patrimônio Natural,Category IV,AP,2000,2000,Portaria 91 de 21/11/2000,Sem informação.,MACAPÁ (AP),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,0,11,11,10.87,,11,0,0,0,0,0,0,Amazônia,Uso Sustentável,0,1,,0,1,1,,,,,,Polígono é uma estimativa dos limites da UC,"sexta-feira, 18 de março de 2016"
1460,0000.00.1460,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA SANTA TEREZA,Federal,Reserva Particular do Patrimônio Natural,Category IV,AL,2001,2001,Portaria 120 de 04/09/2001,Sem informação.,ATALAIA (AL),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,1,98.6810083,98.6810083,100.52,,0,0,0,98.6810083,0,0,0,Mata Atlântica,Uso Sustentável,0,1,,0,1,1,,,,,RB - Mt Atlântica,Polígono é uma estimativa dos limites da UC,"quinta-feira, 31 de março de 2022"
1461,0000.00.1461,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL LULA LOBO I,Federal,Reserva Particular do Patrimônio Natural,Category IV,AL,2001,2001,Portaria 111 de 04/09/2001,Sem informação.,CORURIPE (AL),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,1,67.45069066,67.45069066,68.65,,0,0,0,67.45069066,0,0,0,Mata Atlântica,Uso Sustentável,0,1,,0,1,1,,,,,RB - Mt Atlântica,Polígono é uma estimativa dos limites da UC,"quinta-feira, 8 de outubro de 2020"
1462,0000.00.1462,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SÃO PEDRO,Federal,Reserva Particular do Patrimônio Natural,Category IV,AL,1995,1995,Portaria 12 de 08/02/1995,Sem informação.,PILAR (AL),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,1,49.08245854,49.08245854,50,,0,0,0,49.08245854,0,0,0,Mata Atlântica,Uso Sustentável,0,1,,0,1,1,,,,,RB - Mt Atlântica,Polígono é uma estimativa dos limites da UC,"sexta-feira, 18 de março de 2022"
1464,0000.00.1464,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA ROSA DO SOL,Federal,Reserva Particular do Patrimônio Natural,Category IV,AL,1994,1994,Portaria 119-N de 03/11/1994,Sem informação.,BARRA DE SÃO MIGUEL (AL),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,1,15.21292685,15.21292685,15.5,,0,0,0,15.21292685,0,0,0,Mata Atlântica,Uso Sustentável,0,1,,0,1,1,,,,,RB - Mt Atlântica,Polígono corresponde ao memorial descritivo,"quarta-feira, 8 de fevereiro de 2017"
1518,0000.00.1518,,RESERVA EXTRATIVISTA RIO CAJARI,Federal,Reserva Extrativista,Category VI,AP,1990,1990,Decreto 99.145 de 12/03/1990,Sem informação.,LARANJAL DO JARI (AP) - MAZAGÃO (AP) - VITÓRIA DO JARI (AP),Não,Sim,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,1,532397.1746,532397.1746,481650,,532397.1746,0,0,0,0,0,0,Amazônia,Uso Sustentável,0,1,,0,1,1,ARPA,,Sítios Ramsar,,,Polígono corresponde ao memorial descritivo,"terça-feira, 5 de janeiro de 2010"
1520,0000.00.1520,,RESERVA EXTRATIVISTA QUILOMBO DO FRECHAL,Federal,Reserva Extrativista,Category VI,MA,1992,1992,Decreto 536 de 20/05/1992,Sem informação.,MIRINZAL (MA),Não,Sim,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,1,9338.463762,9338.463762,9542,,9338.463762,0,0,0,0,0,0,Amazônia,Uso Sustentável,0,1,,0,1,1,,,Sítios Ramsar,,,Polígono corresponde ao memorial descritivo,"sábado, 12 de julho de 2008"
1563,0000.00.1563,,RESERVA EXTRATIVISTA ACAÚ-GOIANA,Federal,Reserva Extrativista,Category VI,"PB, PE",2007,2007,Decreto S/N de 26/09/2007,Sem informação.,CAAPORÃ (PB) - GOIANA (PE) - PITIMBU (PB),Não,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,1,6676.767506,4434.958844,6678,,0,0,0,4434.958844,0,0,2241.808662,Mata Atlântica,Uso Sustentável,0,1,,1,1,1,GEF Mar,,,,RB - Mt Atlântica,Polígono corresponde ao memorial descritivo,"terça-feira, 1 de fevereiro de 2011"
