ID_UC;Código UC;Informações Gerais;Nome da UC;Esfera Administrativa;Categoria de Manejo;Categoria IUCN;UF;Ano de Criação;Ano do ato legal mais recente;Ato Legal de Criação;Outros atos legais;Municípios Abrangidos;Plano de Manejo;Conselho Gestor;Órgão Gestor;Fonte da Área: (1 = SHP, 0 = Ato legal);Área soma biomas;Área soma Biomas Continental;Área Ato Legal de Criação;Bioma Área (ha);Amazônia;Caatinga;Cerrado;Mata Atlântica;Pampa;Pantanal;Área Marinha;Bioma declarado;Grupo;Recortes (ha);Mar Territorial;Município Costeiro;Município Costeiro + Área Marinha;Programa/Projeto;Sítios do Patrimônio Mundial;Sítios Ramsar;Mosaico;Reserva da Biosfera;Biomas Abrangidos
3248;0000.29.3248;;PARQUE ESTADUAL PONTA DA TULHA;Estadual;Parque;Category II;BA;2015;2015;Decreto 16487 de 22/12/2015;;Ilhéus (BA);Não;Não;Secretaria do Meio Ambiente da Bahia;1;1.705;1.705;1.704;;0;0;0;1.705;0;0;0;Mata Atlântica;PI;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
3270;0270.33.3270;;REFÚGIO DE VIDA SILVESTRE MUNICIPAL DAS SERRAS DE MARICÁ;Municipal;Refúgio de Vida Silvestre;Category III;RJ;2011;2011;Lei ordinária 2368 de 16/05/2011;;Maricá (RJ);Sim;Não;Subsecretaria de Meio Ambiente de Maricá - RJ;1;8.955;8.933;8.938;;0;0;0;8.933;0;0;22;Mata Atlântica;PI;;1;1;1;;;;;RB - Mata Atlântica;Mata Atlântica, Área Marinha
3278;0000.29.3278;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SANTA ANA II;Estadual;Reserva Particular do Patrimônio Natural;Category IV;BA;2016;2016;Portaria 12144 de 01/08/2016;;Itacaré (BA);Não;Não;Secretaria do Meio Ambiente da Bahia;1;10;10;10;;0;0;0;10;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
3281;1485.26.3281;;PARQUE NATURAL MUNICIPAL DO FORTE DE TAMANDARE;Municipal;Parque;Category II;PE;2003;2003;Decreto 13/2003 de 10/09/2003;;Tamandaré (PE);Sim;Sim;Secretaria do Meio Ambiente de Tamandaré - PE;1;347;14;349;;0;0;0;14;0;0;333;Marinho;PI;;1;1;1;;;;;RB - Mata Atlântica;Mata Atlântica, Área Marinha
3283;0000.26.3283;;PARQUE ESTADUAL MATA DO ZUMBI;Estadual;Parque;Category II;PE;1987;2011;Lei ordinária 9989/87 de 13/01/1987;"Recategorização - Lei ordinária 14.324/ 2011 de 03/06/2011;";Cabo de Santo Agostinho (PE);Não;Não;Agência Estadual do Meio Ambiente de Pernambuco;1;289;289;292;;0;0;0;289;0;0;0;Mata Atlântica;PI;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
3292;0000.29.3292;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL TRÊS MORENAS;Estadual;Reserva Particular do Patrimônio Natural;Category IV;BA;2016;2016;Portaria 11263 de 02/02/2016;;Porto Seguro (BA);Não;Não;Secretaria do Meio Ambiente da Bahia;1;35;35;35;;0;0;0;35;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
3295;0440.23.3295;;PARQUE NATURAL MUNICIPAL DAS DUNAS DA SABIAGUABA;Municipal;Parque;Category II;CE;2006;2006;Decreto 11986 de 20/02/2006;;Fortaleza (CE);Sim;Sim;Secretaria Municipal de Urbanismo e Meio Ambiente de Fortaleza - CE;1;468;435;468;;0;435;0;0;0;0;33;Mata Atlântica;PI;;1;1;1;;;;;RB - Mata Atlântica;Caatinga, Área Marinha
3303;0000.26.3303;;REFÚGIO DE VIDA SILVESTRE MATA DO CURADO;Estadual;Refúgio de Vida Silvestre;Category III;PE;1987;2011;Lei ordinária 9989/87 de 13/01/1987;"Recategorização - Lei ordinária 14.324/2011 de 03/06/2011;";Recife (PE);Não;Não;Agência Estadual do Meio Ambiente de Pernambuco;1;101;101;103;;0;0;0;101;0;0;0;Mata Atlântica;PI;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
3304;0000.26.3304;;REFÚGIO DE VIDA SILVESTRE MATA SÃO JOÃO DA VÁRZEA;Estadual;Refúgio de Vida Silvestre;Category III;PE;1987;2011;Lei ordinária 9989/87 de 13/01/1987;"Recategorização - Lei ordinária 14.324/2011 de 03/06/2011;";Recife (PE);Não;Não;Agência Estadual do Meio Ambiente de Pernambuco;1;66;66;65;;0;0;0;66;0;0;0;Mata Atlântica;PI;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
3308;0000.26.3308;;PARQUE ESTADUAL MATA DE DUAS LAGOAS;Estadual;Parque;Category II;PE;1987;2011;Lei ordinária 9989/87 de 13/01/1987;"Recategorização - Lei ordinária 14.324/2011 de 03/06/2011;";Cabo de Santo Agostinho (PE);Não;Sim;Agência Estadual do Meio Ambiente de Pernambuco;1;138;138;140;;0;0;0;138;0;0;0;Mata Atlântica;PI;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
3314;0000.26.3314;;ESTAÇÃO ECOLOGICA BITA E UTINGA;Estadual;Estação Ecológica;Category Ia;PE;2012;2012;Decreto 38.261/2012 de 05/06/2012;;Cabo de Santo Agostinho (PE), Ipojuca (PE);Sim;Não;Agência Estadual do Meio Ambiente de Pernambuco;1;2.466;2.466;2.467;;0;0;0;2.466;0;0;0;Mata Atlântica;PI;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
3316;0000.26.3316;;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO IPOJUCA-MEREPE;Estadual;Área de Relevante Interesse Ecológico;Category IV;PE;2014;2014;Decreto 41.405/14 de 29/12/2014;;Ipojuca (PE);Não;Não;Agência Estadual do Meio Ambiente de Pernambuco;1;1.466;1.466;1.489;;0;0;0;1.466;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
3328;0000.26.3328;;REFÚGIO DA VIDA SILVESTRE MATA DO ENGENHO SALGADINHO;Estadual;Refúgio de Vida Silvestre;Category III;PE;1987;2011;Lei ordinária 9989/87 de 13/01/1987;"Recategorização - Lei ordinária 14.324/11 de 03/06/2011;";Jaboatão dos Guararapes (PE);Não;Sim;Agência Estadual do Meio Ambiente de Pernambuco;1;259;259;257;;0;0;0;259;0;0;0;Mata Atlântica;PI;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
3330;0000.26.3330;;REFÚGIO DA VIDA SILVESTRE MATA DO ENGENHO UCHÔA;Estadual;Refúgio de Vida Silvestre;Category III;PE;1987;2013;Lei ordinária 9989/87 de 13/01/1987;"Ampliação - Decreto 39.938/2013 de 11/10/2013;Recategorização - Lei ordinária Lei N° 14.324/11 de 03/06/2011;";Recife (PE);Não;Não;Agência Estadual do Meio Ambiente de Pernambuco;1;177;177;20;;0;0;0;177;0;0;0;Mata Atlântica;PI;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
3335;0185.33.3335;;PARQUE NATURAL MUNICIPAL NASCENTE DO JAIBI;Municipal;Parque;Category II;RJ;2015;2015;Decreto 1102/2015 de 07/08/2015;;Guapimirim (RJ);Não;Não;Secretaria Municipal do Ambiente de Guapimirim - RJ;1;60;60;58;;0;0;0;60;0;0;0;Mata Atlântica;PI;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
3400;2300.43.3400;;PARQUE NATURAL MUNICIPAL SAINT HILAIRE;Municipal;Parque;Category II;RS;2015;2015;Decreto 051/2015 de 15/06/2015;;Viamão (RS);Não;Não;Secretaria Municipal de Meio Ambiente de Viamão - RS;1;943;943;908;;0;0;0;0;943;0;0;Mata Atlântica;PI;;0;1;1;;;;;RB - Mata Atlântica;Pampa
3402;0000.29.3402;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA VITÓRIA PRIMAVERA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;BA;2016;2016;Portaria 11745 de 11/05/2016;;Maraú (BA);Não;Não;Secretaria do Meio Ambiente da Bahia;1;9;9;9;;0;0;0;9;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
3403;0000.29.3403;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA BOA VISTA I;Estadual;Reserva Particular do Patrimônio Natural;Category IV;BA;2016;2016;Portaria 11746 de 11/05/2016;;Maraú (BA);Não;Não;Secretaria do Meio Ambiente da Bahia;1;7;7;7;;0;0;0;7;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
3404;0000.29.3404;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA SANTO ANDRÉ;Estadual;Reserva Particular do Patrimônio Natural;Category IV;BA;2016;2016;Portaria 11747 de 11/05/2016;;Maraú (BA);Não;Não;Secretaria do Meio Ambiente da Bahia;1;26;26;26;;0;0;0;26;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
3412;0000.29.3412;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESPINITA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;BA;2016;2016;Portaria 11783 de 17/05/2016;;Igrapiúna (BA);Não;Não;Secretaria do Meio Ambiente da Bahia;1;29;29;29;;0;0;0;29;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
3413;0000.29.3413;;RESERVA PARTICULAR PATRIMÔNIO NATURAL IRARA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;BA;2016;2016;Portaria 11784 de 17/05/2016;;Camamu (BA);Não;Não;Secretaria do Meio Ambiente da Bahia;1;96;96;96;;0;0;0;96;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
3425;0000.35.3425;;RPPN MARINA DO CONDE;Estadual;Reserva Particular do Patrimônio Natural;Category IV;SP;2013;2013;Resolução 13 de 15/02/2013;;Guarujá (SP);Não;Não;Fundação para Conservação e a Produção Florestal do Estado de São Paulo;0;8;8;8;;0;0;0;8;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Cinturão Verde da Cidade de São Paulo, RB - Mata Atlântica;Mata Atlântica
3426;0160.32.3426;;PARQUE NATURAL MUNICIPAL DE CONCEIÇÃO DA BARRA;Municipal;Parque;Category II;ES;2015;2015;Decreto 4698 de 14/07/2015;;Conceição da Barra (ES);Não;Não;Prefeitura Municipal de Conceição da Barra - ES;1;6;6;6;;0;0;0;6;0;0;0;Mata Atlântica;PI;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
3430;0540.42.3430;;PARQUE NATURAL MUNICIPAL LAGOA DO JACARÉ DAS DUNAS DO SANTINHO;Municipal;Parque;Category II;SC;2016;2016;Lei ordinária 9948 de 07/01/2016;;Florianópolis (SC);Não;Sim;Prefeitura Municipal de Florianópolis - SC;1;221;183;221;;0;0;0;183;0;0;38;Mata Atlântica;PI;;1;1;1;;;;;RB - Mata Atlântica;Mata Atlântica, Área Marinha
3431;0000.29.3431;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SANTA ANA I;Estadual;Reserva Particular do Patrimônio Natural;Category IV;BA;2016;2016;Portaria 12145 de 01/08/2016;;Itacaré (BA);Não;Não;Secretaria do Meio Ambiente da Bahia;1;45;45;45;;0;0;0;45;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
3432;0000.00.3432;;REFÚGIO DE VIDA SILVESTRE DO ARQUIPÉLAGO DE ALCATRAZES;Federal;Refúgio de Vida Silvestre;Category III;SP;2016;2016;Decreto S/N° de 02/08/2016;;São Sebastião (SP);Sim;Sim;Instituto Chico Mendes de Conservação da Biodiversidade;1;67.472;0;67.364;;0;0;0;0;0;0;67.472;Marinho;PI;;1;1;1;;;;;RB - Mata Atlântica;Área Marinha
3433;0000.29.3433;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL COTINGA-CREJOÁ;Estadual;Reserva Particular do Patrimônio Natural;Category IV;BA;2016;2016;Portaria 12265 de 23/08/2016;;Una (BA);Não;Não;Secretaria do Meio Ambiente da Bahia;1;9;9;9;;0;0;0;9;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
3445;0000.33.3445;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PILAR;Estadual;Reserva Particular do Patrimônio Natural;Category IV;RJ;2013;2016;Portaria 466 de 13/06/2013;"Reconhecimento de RPPN - Portaria 650 de 11/02/2016;";Maricá (RJ);Não;Não;Instituto Estadual do Ambiente do Rio de Janeiro;1;250;250;251;;0;0;0;250;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
3459;0030.28.3459;;PARQUE NATURAL MUNICIPAL DO POXIM;Municipal;Parque;Category II;SE;2016;2016;Decreto 5370 de 02/08/2016;;Aracaju (SE);Não;Não;Secretaria Municipal de Meio Ambiente de Aracaju - SE;1;173;173;174;;0;0;0;173;0;0;0;Mata Atlântica;PI;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
3464;0000.29.3464;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL STANISLAS PRYL/MICO-LEÃO-DA-CARA-DOURADA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;BA;2016;2016;Portaria 12931 de 21/11/2016;;Una (BA);Não;Não;Secretaria do Meio Ambiente da Bahia;1;419;419;418;;0;0;0;419;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
3479;0000.15.3479;;REFÚGIO DE VIDA SILVESTRE PADRE SÉRGIO TONETTO;Estadual;Refúgio de Vida Silvestre;Category III;PA;2016;2016;Decreto 1567 de 17/06/2016;;Maracanã (PA);Não;Não;Instituto de Desenvolvimento Florestal e da Biodiversidade do Pará;1;339;339;339;;339;0;0;0;0;0;0;Amazônia;PI;;0;1;1;;;;;;Amazônia
3481;0000.15.3481;;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL CAMPO DAS MANGABAS;Estadual;Reserva de Desenvolvimento Sustentável;Category VI;PA;2016;2016;Decreto 1567 de 17/06/2016;;Maracanã (PA);Não;Não;Instituto de Desenvolvimento Florestal e da Biodiversidade do Pará;1;7.054;7.054;7.062;;7.054;0;0;0;0;0;0;Amazônia;US;;0;1;1;;;;;;Amazônia
3484;0270.33.3484;;MONUMENTO NATURAL MUNICIPAL DA PEDRA DE ITAOCAIA;Municipal;Monumento Natural;Category III;RJ;2010;2010;Lei ordinária 2326 de 16/04/2010;;Maricá (RJ);Sim;Não;Subsecretaria de Meio Ambiente de Maricá - RJ;1;120;120;109;;0;0;0;120;0;0;0;Mata Atlântica;PI;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
3502;0270.33.3502;;MONUMENTO NATURAL MUNICIPAL DA PEDRA DE INOÃ;Municipal;Monumento Natural;Category III;RJ;2011;2011;Portaria 2369 de 16/05/2011;;Maricá (RJ);Sim;Não;Subsecretaria de Meio Ambiente de Maricá - RJ;1;227;227;182;;0;0;0;227;0;0;0;Mata Atlântica;PI;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
3503;0270.33.3503;;ÁREA DE PROTEÇÃO AMBIENTAL MUNICIPAL DAS SERRAS DE MARICÁ;Municipal;Área de Proteção Ambiental;Category V;RJ;2011;2011;Lei ordinária 2368 de 16/05/2011;;Maricá (RJ);Sim;Não;Subsecretaria de Meio Ambiente de Maricá - RJ;1;2.652;2.652;3.379;;0;0;0;2.652;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
3514;0000.43.3514;;REFÚGIO DE VIDA SILVESTRE BANHADO DO MAÇARICO;Estadual;Refúgio de Vida Silvestre;Category III;RS;2014;2018;Decreto 52144 de 10/12/2014;"Recategorização - Decreto 54003 de 05/04/2018;";Rio Grande (RS);Não;Não;Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS;1;6.255;6.255;6.253;;0;0;0;0;6.255;0;0;Pampa;PI;;0;1;1;;;;;RB - Mata Atlântica;Pampa
3517;0000.33.3517;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PEITO DE POMBA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;RJ;2016;2017;Portaria 649 de 11/02/2016;"Reconhecimento de RPPN - Portaria 702 de 20/02/2017;";Macaé (RJ);Não;Não;Instituto Estadual do Ambiente do Rio de Janeiro;1;31;31;32;;0;0;0;31;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
3524;0380.33.3524;;ÁREA DE PROTEÇÃO AMBIENTAL DA BAÍA DE PARATY;Municipal;Área de Proteção Ambiental;Category V;RJ;1984;1987;Lei ordinária 685 de 11/10/1984;"Ampliação - Lei ordinária 744 de 09/11/1987;";Parati (RJ);Não;Sim;Secretaria Municipal de Meio Ambiente de Paraty - RJ;1;6.461;230;1.293;;0;0;0;230;0;0;6.231;Mata Atlântica;US;;1;1;1;;;;;RB - Mata Atlântica;Mata Atlântica, Área Marinha
3535;0000.33.3535;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MARIO E ALBA CORRAL;Estadual;Reserva Particular do Patrimônio Natural;Category IV;RJ;2013;2016;Portaria 416 de 25/02/2013;"Reconhecimento de RPPN - Portaria 690 de 03/11/2016;";Macaé (RJ);Não;Não;Instituto Estadual do Ambiente do Rio de Janeiro;1;9;9;9;;0;0;0;9;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
3536;0230.42.3536;;PARQUE NATURAL MUNICIPAL SERRA DE SÃO MIGUEL;Municipal;Parque;Category II;SC;2017;2017;Lei ordinária 3752/2017 de 20/07/2017;;Biguaçu (SC);Não;Sim;Fundação Municipal de Meio Ambiente de Biguaçu - SC;1;1.226;1.226;1.226;;0;0;0;1.226;0;0;0;Mata Atlântica;PI;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
3543;0000.21.3543;;PARQUE ESTADUAL MARINHO BANCO DO TAROL;Estadual;Parque;Category II;MA;2014;2014;Lei ordinária 10171/2014 de 12/12/2014;;Cururupu (MA);Não;Não;Secretaria de Estado de Meio Ambiente e Recursos Naturais do Maranhão;1;34.187;0;34.229;;0;0;0;0;0;0;34.187;Marinho;PI;;0;1;1;;;;;;Área Marinha
3544;0000.21.3544;;PARQUE ESTADUAL MARINHO BANCO DO ÁLVARO;Estadual;Parque;Category II;MA;2014;2014;Lei ordinária 10172/2014 de 12/12/2014;;Cururupu (MA);Não;Não;Secretaria de Estado de Meio Ambiente e Recursos Naturais do Maranhão;1;45.132;0;45.275;;0;0;0;0;0;0;45.132;Marinho;PI;;0;1;1;;;;;;Área Marinha
3553;0240.33.3553;;PARQUE NATURAL MUNICIPAL DA RESTINGA DO BARRETO;Municipal;Parque;Category II;RJ;2016;2016;Decreto 139 de 30/11/2016;;Macaé (RJ);Não;Sim;Secretaria Municipal de Ambiente e Sustentabilidade de Macaé - RJ;1;33;33;32;;0;0;0;33;0;0;0;Mata Atlântica;PI;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
3577;5070.35.3577;;ÁREA DE PROTEÇÃO AMBIENTAL BALEIA SAHY;Municipal;Área de Proteção Ambiental;Category V;SP;2013;2016;Lei ordinária 2257/2013 de 23/08/2013;"Ampliação - Lei ordinária 2414/2016 de 05/12/2016;";São Sebastião (SP);Sim;Sim;Prefeitura Municipal de São Sebastião - SP;1;393;393;100;;0;0;0;393;0;0;0;Mata Atlântica;US;;1;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
3579;0000.27.3579;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SAINT MICHEL 1;Estadual;Reserva Particular do Patrimônio Natural;Category IV;AL;2017;2017;Portaria 17/2017 de 30/05/2017;;Barra de São Miguel (AL);Não;Não;Instituto do Meio Ambiente de Alagoas;1;78;78;78;;0;0;0;78;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
3580;0000.27.3580;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SAINT MICHEL 2;Estadual;Reserva Particular do Patrimônio Natural;Category IV;AL;2017;2017;Portaria 16/2017 de 30/05/2017;;Barra de São Miguel (AL);Não;Não;Instituto do Meio Ambiente de Alagoas;1;5;5;5;;0;0;0;5;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
3581;2100.29.3581;;PARQUE NATURAL MUNICIPAL DA RESTINGA DE PRAIA DO FORTE;Municipal;Parque;Category II;BA;2008;2008;Lei ordinária 367 de 12/09/2008;;Mata de São João (BA);Sim;Sim;Prefeitura Municipal de Mata de São João - BA;1;268;268;253;;0;0;0;268;0;0;0;Mata Atlântica;PI;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
3582;0000.27.3582;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SAINT MICHEL 3;Estadual;Reserva Particular do Patrimônio Natural;Category IV;AL;2017;2017;Portaria 18/2017 de 30/05/2017;;Barra de São Miguel (AL);Não;Não;Instituto do Meio Ambiente de Alagoas;1;2;2;2;;0;0;0;2;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
3621;0093.33.3621;;PARQUE NATURAL MUNICIPAL DA RESTINGA DE CARAPEBUS;Municipal;Parque;Category II;RJ;2017;2017;Decreto 2.229/2017 de 29/12/2017;;Carapebus (RJ);Não;Sim;Secretaria Municipal de Meio Ambiente de Carapebus - RJ;1;1.070;1.070;1.073;;0;0;0;1.070;0;0;0;Mata Atlântica;PI;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
3626;1350.42.3626;;PARQUE NATURAL MUNICIPAL DA LAGOA DO PEREQUÊ;Municipal;Parque;Category II;SC;2015;2015;Decreto 1380 de 23/10/2015;;Porto Belo (SC);Não;Sim;Fundação Municipal do Meio Ambiente de Porto Belo - SC;1;9;9;6;;0;0;0;9;0;0;0;Mata Atlântica;PI;;0;1;1;;;;;;Mata Atlântica
3628;0093.33.3628;;REFÚGIO DE VIDA SILVESTRE - FAZENDA SÃO LÁZARO;Municipal;Refúgio de Vida Silvestre;Category III;RJ;2017;2017;Decreto 2.230/2017 de 29/12/2017;;Carapebus (RJ);Não;Sim;Secretaria Municipal de Meio Ambiente de Carapebus - RJ;1;197;197;197;;0;0;0;197;0;0;0;Mata Atlântica;PI;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
3629;0093.33.3629;;ÁREA DE PROTEÇÃO AMBIENTAL DA CARAPEBA BOA;Municipal;Área de Proteção Ambiental;Category V;RJ;2017;2017;Decreto 2.227/2017 de 29/12/2017;;Carapebus (RJ);Não;Sim;Secretaria Municipal de Meio Ambiente de Carapebus - RJ;1;1.562;1.562;1.563;;0;0;0;1.562;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
3630;0093.33.3630;;MONUMENTO NATURAL MUNICIPAL SÃO SIMÃO;Municipal;Monumento Natural;Category III;RJ;2017;2017;Decreto 2.228/2017 de 29/12/2017;;Carapebus (RJ);Não;Sim;Secretaria Municipal de Meio Ambiente de Carapebus - RJ;1;211;211;212;;0;0;0;211;0;0;0;Mata Atlântica;PI;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
3633;0000.00.3633;;ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPÉLAGO DE TRINDADE E MARTIM VAZ;Federal;Área de Proteção Ambiental;Category V;BA;2018;2018;Decreto 9312 de 19/03/2018;;Porto Seguro (BA);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;1;40.380.132;0;40.237.709;;0;0;0;0;0;0;40.380.132;Marinho;US;;1;1;1;GEF Mar;;;;RB - Mata Atlântica;Área Marinha
3642;0000.00.3642;;MONUMENTO NATURAL DAS ILHAS DE TRINDADE, MARTIM VAZ E DO MONTE COLUMBIA;Federal;Monumento Natural;Category III;BA;2018;2018;Decreto 9312 de 19/03/2018;;Porto Seguro (BA);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;1;6.767.964;374;6.915.536;;0;0;0;374;0;0;6.767.590;Marinho;PI;;1;1;1;GEF Mar;;;;RB - Mata Atlântica;Mata Atlântica, Área Marinha
3643;0000.00.3643;;ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPÉLAGO DE SÃO PEDRO E SÃO PAULO;Federal;Área de Proteção Ambiental;Category V;PB;2018;2018;Decreto 9313 de 19/03/2018;;Cabedelo (PB);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;1;38.411.292;1;40.705.236;;0;0;0;1;0;0;38.411.291;Marinho;US;;1;1;1;GEF Mar;;;;RB - Mata Atlântica;Mata Atlântica, Área Marinha
3644;0000.00.3644;;MONUMENTO NATURAL DO ARQUIPÉLAGO DE SÃO PEDRO E SÃO PAULO;Federal;Monumento Natural;Category III;PB;2018;2018;Decreto 9313 de 19/03/2018;;Cabedelo (PB);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;1;4.719.178;1;4.726.318;;0;0;0;1;0;0;4.719.177;Marinho;PI;;1;1;1;GEF Mar;;;;RB - Mata Atlântica;Mata Atlântica, Área Marinha
3651;0000.00.3651;;RESERVA EXTRATIVISTA ITAPETININGA;Federal;Reserva Extrativista;Category VI;MA;2018;2018;Decreto 9333 de 05/04/2018;;Bequimão (MA);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;1;16.294;16.294;16.294;;16.294;0;0;0;0;0;0;Marinho;US;;1;1;1;;Paraty e Ilha Grande: Cultura e Biodiversidade (misto);;;;Amazônia
3653;0000.00.3653;;RESERVA EXTRATIVISTA DA BAÍA DO TUBARÃO;Federal;Reserva Extrativista;Category VI;MA;2018;2018;Decreto 9340 de 05/04/2018;;Humberto de Campos (MA), Icatu (MA);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;1;223.928;130.568;223.917;;110.811;0;19.757;0;0;0;93.360;Marinho;US;;1;1;1;;Paraty e Ilha Grande: Cultura e Biodiversidade (misto);;;;Amazônia, Cerrado, Área Marinha
3654;0000.00.3654;;RESERVA EXTRATIVISTA ARAPIRANGA-TROMAÍ;Federal;Reserva Extrativista;Category VI;MA;2018;2018;Decreto 9339 de 05/04/2018;;Carutapera (MA), Luís Domingues (MA);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;1;186.937;37.542;186.908;;37.542;0;0;0;0;0;149.395;Marinho;US;;1;1;1;;Paraty e Ilha Grande: Cultura e Biodiversidade (misto);;;;Amazônia, Área Marinha
3658;0000.00.3658;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VOLTA VELHA - PE. PIET VAN DER AART;Federal;Reserva Particular do Patrimônio Natural;Category IV;SC;2018;2018;Portaria 82 de 31/01/2018;;Itapoá (SC);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;1;285;285;285;;0;0;0;285;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
3660;0000.00.3660;;RPPN BRAVA BEACH INTERNACIONAL;Federal;Reserva Particular do Patrimônio Natural;Category IV;SC;2018;2018;Portaria 276 de 04/04/2018;;Itajaí (SC);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;1;6;6;6;;0;0;0;6;0;0;0;Mata Atlântica;US;;0;1;1;;;;;;Mata Atlântica
