Código UC;Nome da UC;Esfera Administrativa;Categoria de Manejo;Categoria IUCN;UF;Ano de criação;Ato Legal de Criação;Outros atos legais;Municípios Abrangidos;Plano de Manejo;Conselho Gestor;Área (ha);Área (ha) Amazônia;Área (ha) Caatinga;Área (ha) Cerrado;Área (ha) Mata Atlântica;Área (ha) Pampa;Área (ha) Pantanal;Área (ha) Área Marinha
0000.00.1045;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO DO JACU;Federal;Reserva Particular do Patrimônio Natural;Category IV;SP;2001;Portaria 52 de 23/04/2001;-;Caraguatatuba (SP);Não;Não;2;0;0;0;2;0;0;0
0000.00.1053;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MORRO DO CURUSSU MIRIM;Federal;Reserva Particular do Patrimônio Natural;Category IV;SP;1999;Portaria 87-N de 15/10/1999;-;Ubatuba (SP);Não;Não;23;0;0;0;23;0;0;0
0000.00.1065;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA RIZZIERI;Federal;Reserva Particular do Patrimônio Natural;Category IV;SP;2003;Portaria 5 de 06/02/2003;-;São Sebastião (SP);Não;Não;13;0;0;0;13;0;0;0
0000.00.1070;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL TOQUE TOQUE PEQUENO;Federal;Reserva Particular do Patrimônio Natural;Category IV;SP;2000;Portaria 9-N de 18/02/2000;-;São Sebastião (SP);Não;Não;3;0;0;0;3;0;0;0
0000.00.1075;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CARBOCLORO S/A;Federal;Reserva Particular do Patrimônio Natural;Category IV;SP;1992;Portaria 145-N de 30/12/1992;-;Cubatão (SP);Não;Não;1;0;0;0;1;0;0;0
0000.00.1082;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NORMANDO TEDESCO;Federal;Reserva Particular do Patrimônio Natural;Category IV;SC;1999;Portaria 57-N de 09/07/1999;-;Balneário Camboriú (SC);Não;Não;4;0;0;0;4;0;0;0
0000.00.1083;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA PALMITAL;Federal;Reserva Particular do Patrimônio Natural;Category IV;SC;1992;Portaria 70-N de 25/06/1992;-;Itapoá (SC);Não;Não;591;0;0;0;591;0;0;0
0000.00.1084;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA NATURAL MENINO DEUS;Federal;Reserva Particular do Patrimônio Natural;Category IV;SC;1999;Portaria 85-N de 06/10/1999;-;Florianópolis (SC);Não;Não;16;0;0;0;16;0;0;0
0000.00.1094;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MORRO DA PALHA;Federal;Reserva Particular do Patrimônio Natural;Category IV;SC;2002;Portaria 62 de 18/04/2002;-;São Francisco do Sul (SC);Não;Não;7;0;0;0;7;0;0;0
0000.00.1095;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MORRO DAS ARANHAS;Federal;Reserva Particular do Patrimônio Natural;Category IV;SC;1999;Portaria 43-N de 11/05/1999;-;Florianópolis (SC);Não;Não;44;0;0;0;44;0;0;0
0000.00.1097;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CAETEZAL;Federal;Reserva Particular do Patrimônio Natural;Category IV;SC;2001;Portaria 168 de 14/11/2001;-;Joinville (SC);Não;Não;4.614;0;0;0;4.614;0;0;0
0000.00.1100;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA DO PATRIMÔNIO NATURAL DO GUAXINIM;Federal;Reserva Particular do Patrimônio Natural;Category IV;SC;2001;Portaria 66 de 21/05/2001;-;São José (SC);Não;Não;26;0;0;0;26;0;0;0
0000.00.1101;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PASSARIM;Federal;Reserva Particular do Patrimônio Natural;Category IV;SC;2004;Portaria 21 de 05/03/2004;-;Paulo Lopes (SC);Não;Não;228;0;0;0;228;0;0;0
0000.00.1103;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA DO CAPÃO GRANDE;Federal;Reserva Particular do Patrimônio Natural;Category IV;RS;1998;Portaria 98-N de 13/07/1998;-;Barra do Ribeiro (RS);Não;Não;9;0;0;0;9;0;0;0
0000.00.1106;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RECANTO DO ROBALO;Federal;Reserva Particular do Patrimônio Natural;Category IV;RS;2002;Portaria 57 de 18/04/2002;-;Torres (RS);Não;Não;10;0;0;0;10;0;0;0
0000.00.1113;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA PARTICULAR PROFESSOR DELMAR HARRY DOS REIS;Federal;Reserva Particular do Patrimônio Natural;Category IV;RS;1999;Portaria 47-N de 20/05/1999;-;Viamão (RS);Não;Não;10;0;0;0;10;0;0;0
0000.00.1114;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SAPUCAIA;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2002;Portaria 52 de 18/04/2002;-;Maraú (BA);Não;Não;19;0;0;0;19;0;0;0
0000.00.1121;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PONTAL DA BARRA;Federal;Reserva Particular do Patrimônio Natural;Category IV;RS;1999;Portaria 80-N de 22/09/1999;-;Pelotas (RS);Não;Não;65;0;0;0;65;0;0;0
0000.00.1122;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CHACARA SANANDUVA;Federal;Reserva Particular do Patrimônio Natural;Category IV;RS;1999;Portaria 38-N de 16/04/1999;-;Viamão (RS);Não;Não;3;0;0;0;3;0;0;0
0000.00.1124;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTÂNCIA SANTA RITA;Federal;Reserva Particular do Patrimônio Natural;Category IV;RS;1998;Portaria 167-N de 21/12/1998;-;Santa Vitória do Palmar (RS);Não;Não;340;0;0;0;340;0;0;0
0000.00.1125;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FARROUPILHA;Federal;Reserva Particular do Patrimônio Natural;Category IV;RS;2005;Portaria 57 de 22/08/2005;-;Viamão (RS);Não;Não;10;0;0;0;0;10;0;0
0000.00.1137;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA ESTRELA;Federal;Reserva Particular do Patrimônio Natural;Category IV;RN;2000;Portaria 20 de 30/03/2000;-;Baía Formosa (RN);Não;Não;2.039;0;0;0;2.039;0;0;0
0000.00.1142;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL GLEBA O SAQUINHO DE ITAPIRAPUÁ;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;1998;Portaria 03-N de 20/01/1998;-;Angra dos Reis (RJ);Não;Não;4;0;0;0;4;0;0;0
0000.00.1143;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SANTA IZABEL;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;1996;Portaria 05-N de 23/01/1996;-;Mangaratiba (RJ);Não;Não;525;0;0;0;525;0;0;0
0000.00.1146;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA ECOLÓGICA METODISTA ANA GONZAGA - CEMAG;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;1999;Portaria 44-N de 13/05/1999;-;Rio de Janeiro (RJ);Não;Não;73;0;0;0;73;0;0;0
0000.00.1148;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATO GROSSO;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;2001;Portaria 72 de 23/05/2001;-;Saquarema (RJ);Não;Não;26;0;0;0;26;0;0;0
0000.00.1149;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL QUERÊNCIA;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;1999;Portaria 5-N de 01/02/1999;-;Magé (RJ);Não;Não;6;0;0;0;6;0;0;0
0000.00.1153;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO ANGABA;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;1992;Portaria 41 de 07/04/1992;-;Itaguaí (RJ);Não;Não;29;0;0;0;29;0;0;0
0000.00.1155;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA CÓRREGO DA LUZ;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;1993;Portaria 16-N de 19/02/1993;-;Casimiro de Abreu (RJ);Não;Não;20;0;0;0;20;0;0;0
0000.00.1156;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA CACHOEIRINHA;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;1999;Portaria 22-N de 23/02/1999;-;Mangaratiba (RJ);Não;Não;650;0;0;0;650;0;0;0
0000.00.1160;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL EL NAGUAL;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;1999;Portaria 88-N de 15/10/1999;-;Magé (RJ);Não;Não;17;0;0;0;17;0;0;0
0000.00.1161;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CÉU DO MAR;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;1994;Portaria 102 de 29/09/1994;-;Rio de Janeiro (RJ);Não;Não;3;0;0;0;3;0;0;0
0000.00.1168;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA PORANGABA;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;2002;Portaria 123 de 20/09/2002;-;Itaguaí (RJ);Não;Não;9;0;0;0;9;0;0;0
0000.00.1173;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO PORANGA;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;1992;Portaria 41 de 07/04/1992;-;Itaguaí (RJ);Não;Não;34;0;0;0;34;0;0;0
0000.00.1175;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO GRANJA SÃO JORGE;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;1999;Portaria 91-N de 15/10/1999;-;Rio de Janeiro (RJ);Não;Não;3;0;0;0;3;0;0;0
0000.00.1179;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CEC/TINGUÁ;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;2002;Portaria 176 de 31/12/2002;-;Nova Iguaçu (RJ);Não;Não;17;0;0;0;17;0;0;0
0000.00.1182;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PRIMAVERA I;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2008;Portaria 75 de 10/09/2008;-;Prado (BA);Não;Não;500;0;0;0;500;0;0;0
0000.00.1184;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA FIGUEIRA;Federal;Reserva Particular do Patrimônio Natural;Category IV;PR;1994;Portaria 132 de 07/12/1994;-;Guaraqueçaba (PR);Não;Não;818;0;0;0;818;0;0;0
0000.00.1189;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO DO BANANAL;Federal;Reserva Particular do Patrimônio Natural;Category IV;PR;2002;Portaria 49 de 18/04/2002;-;Morretes (PR);Não;Não;29;0;0;0;29;0;0;0
0000.00.1201;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NOSSA SENHORA DO OITEIRO DE MARACAÍPE;Federal;Reserva Particular do Patrimônio Natural;Category IV;PE;2000;Portaria 58 de 26/09/2000;-;Ipojuca (PE);Não;Não;76;0;0;0;76;0;0;0
0000.00.1206;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ENGENHO GARGAÚ;Federal;Reserva Particular do Patrimônio Natural;Category IV;PB;1994;Portaria 64-N de 14/06/1994;-;Santa Rita (PB);Não;Não;1.059;0;0;0;1.059;0;0;0
0000.00.1213;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SUMAÚMA;Federal;Reserva Particular do Patrimônio Natural;Category IV;PA;2000;Portaria 12 de 25/02/2000;-;Barcarena (PA);Não;Não;6;6;0;0;0;0;0;0
0000.00.1239;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SANTA HELENA - RN;Federal;Reserva Particular do Patrimônio Natural;Category IV;RN;2006;Portaria 17 de 08/03/2006;-;São Bento do Norte (RN);Não;Não;22;0;22;0;0;0;0;0
0000.00.1316;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL AMOREIRA;Federal;Reserva Particular do Patrimônio Natural;Category IV;MA;2001;Portaria 159 de 24/10/2001;-;Rosário (MA);Não;Não;349;349;0;0;0;0;0;0
0000.00.1319;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ILHA DO CAJU;Federal;Reserva Particular do Patrimônio Natural;Category IV;MA;1999;Portaria 96-N de 08/11/1999;-;Araioses (MA);Não;Não;102;0;0;102;0;0;0;0
0000.00.1320;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA BOA ESPERANÇA;Federal;Reserva Particular do Patrimônio Natural;Category IV;MA;1997;Portaria 120-N de 21/10/1997;-;São Luís (MA);Não;Não;75;75;0;0;0;0;0;0
0000.00.1322;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTÂNCIA PEDREIRAS;Federal;Reserva Particular do Patrimônio Natural;Category IV;MA;2001;Portaria 56 de 23/04/2001;-;São Luís (MA);Não;Não;38;38;0;0;0;0;0;0
0000.00.1323;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO JAQUAREMA;Federal;Reserva Particular do Patrimônio Natural;Category IV;MA;1990;Portaria 2468 de 26/12/1990;-;São José de Ribamar (MA);Não;Não;8;8;0;0;0;0;0;0
0000.00.1324;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL JAGUAREMA;Federal;Reserva Particular do Patrimônio Natural;Category IV;MA;1998;Portaria 100-N de 13/07/1998;-;São Luís (MA);Não;Não;3;3;0;0;0;0;0;0
0000.00.1371;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SAYONARA;Federal;Reserva Particular do Patrimônio Natural;Category IV;ES;2001;Portaria 107 de 03/09/2001;-;Conceição da Barra (ES);Não;Não;28;0;0;0;28;0;0;0
0000.00.1379;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO AMEIXAS - POÇO VELHO;Federal;Reserva Particular do Patrimônio Natural;Category IV;CE;1994;Portaria 7-N de 28/01/1994;-;Amontada (CE);Não;Não;464;0;464;0;0;0;0;0
0000.00.1384;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MERCÊS SABIAQUABA E NAZÁRIO;Federal;Reserva Particular do Patrimônio Natural;Category IV;CE;1993;Portaria 113 de 25/10/1993;-;Amontada (CE);Não;Não;50;0;50;0;0;0;0;0
0000.00.1394;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA LONTRA/SAUDADE;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;1996;Portaria 95-N de 25/10/1996;-;Entre Rios (BA);Não;Não;1.377;0;0;0;1.377;0;0;0
0000.00.1401;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA AVAÍ;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;1990;Portaria 701 de 10/05/1990;-;Caravelas (BA);Não;Não;469;0;0;0;469;0;0;0
0000.00.1403;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RIO CAPITÃO;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2004;Portaria 24 de 08/03/2004;-;Itacaré (BA);Não;Não;385;0;0;0;385;0;0;0
0000.00.1404;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CAJUEIRO;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2002;Portaria 136 de 11/10/2002;-;Esplanada (BA);Não;Não;379;0;0;0;379;0;0;0
0000.00.1405;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DUNAS DE SANTO ANTÔNIO;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2001;Portaria 65 de 21/05/2001;-;Mata de São João (BA);Não;Não;363;0;0;0;332;0;0;31
0000.00.1406;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA DA PENINHA;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2002;Portaria 18 de 31/01/2002;-;Cachoeira (BA);Não;Não;350;0;0;0;350;0;0;0
0000.00.1407;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÃO JOQUIM DA CABONHA APA I E APA II;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2000;Portaria 61 de 17/10/2000;-;Cachoeira (BA);Não;Não;257;0;0;0;257;0;0;0
0000.00.1409;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA PANEMA;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2000;Portaria 14 de 01/03/2000;-;São Sebastião do Passé (BA);Não;Não;216;0;0;0;216;0;0;0
0000.00.1412;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SALTO APEPIQUE;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;1997;Portaria 103-N de 11/09/1997;Reconhecimento de RPPN - Portaria 103 de 11/09/1997;Ilhéus (BA);Não;Não;118;0;0;0;118;0;0;0
0000.00.1413;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ARAÇARI;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;1998;Portaria 138 de 02/10/1998;-;Itacaré (BA);Não;Não;110;0;0;0;110;0;0;0
0000.00.1416;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA ÁGUA BRANCA;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;1999;Portaria 12-N de 11/02/1999;-;Valença (BA);Não;Não;97;0;0;0;97;0;0;0
0000.00.1418;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA COQUEIROS;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;1990;Portaria 2264 de 09/11/1990;-;Simões Filho (BA);Não;Não;87;0;0;0;87;0;0;0
0000.00.1419;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ECOPARQUE DE UNA;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;1999;Portaria 53-N de 01/06/1999;-;Una (BA);Não;Não;83;0;0;0;83;0;0;0
0000.00.1420;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DAS DUNAS;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2004;Portaria 17 de 04/03/2004;-;Camaçari (BA);Não;Não;79;0;0;0;79;0;0;0
0000.00.1425;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA ARARAUNA;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2003;Portaria 6 de 11/02/2003;-;Una (BA);Não;Não;39;0;0;0;39;0;0;0
0000.00.1426;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL LAGOA DO PEIXE;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2001;Portaria 35 de 02/03/2001;-;Caravelas (BA);Não;Não;31;0;0;0;31;0;0;0
0000.00.1427;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL JUERANA;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2002;Portaria 70 de 02/05/2002;-;Maraú (BA);Não;Não;27;0;0;0;27;0;0;0
0000.00.1428;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA PARAÍSO;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2000;Portaria 26 de 13/04/2000;-;Uruçuca (BA);Não;Não;26;0;0;0;26;0;0;0
0000.00.1429;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SÃO JOÃO;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;1997;Portaria 22-N de 27/03/1997;-;Ilhéus (BA);Não;Não;25;0;0;0;25;0;0;0
0000.00.1430;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PEDRA DO SABIÁ;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2001;Portaria 155 de 24/10/2001;-;Itacaré (BA);Não;Não;22;0;0;0;22;0;0;0
0000.00.1431;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CARROULA;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2002;Portaria 175 de 31/12/2002;-;Prado (BA);Não;Não;15;0;0;0;15;0;0;0
0000.00.1432;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL AGDA;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2001;Portaria 169 de 14/11/2001;-;Pojuca (BA);Não;Não;13;0;0;0;13;0;0;0
0000.00.1433;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MÃE DA MATA;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2004;Portaria 32 de 09/03/2004;-;Ilhéus (BA);Não;Não;13;0;0;0;13;0;0;0
0000.00.1434;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA ARTE VERDE;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;1998;Portaria 114-N de 14/08/1998;-;Ilhéus (BA);Não;Não;10;0;0;0;10;0;0;0
0000.00.1435;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DA MATA ATLÂNTICA DA MANONA;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2001;Portaria 108 de 03/09/2001;-;Porto Seguro (BA);Não;Não;7;0;0;0;7;0;0;0
0000.00.1438;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SOSSEGO;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;1999;Portaria 13-N de 11/02/1999;-;Uruçuca (BA);Não;Não;5;0;0;0;5;0;0;0
0000.00.1441;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RETIRO PARAÍSO;Federal;Reserva Particular do Patrimônio Natural;Category IV;AP;1997;Portaria 86-N de 06/08/1997;-;Macapá (AP);Não;Não;47;47;0;0;0;0;0;0
0000.00.1443;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL LOTE URBANO;Federal;Reserva Particular do Patrimônio Natural;Category IV;AP;1998;Portaria 54-N de 29/04/1998;-;Santana (AP);Não;Não;17;17;0;0;0;0;0;0
0000.00.1444;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ALDEIA EKINOX;Federal;Reserva Particular do Patrimônio Natural;Category IV;AP;2000;Portaria 91 de 21/11/2000;-;Macapá (AP);Não;Não;11;11;0;0;0;0;0;0
0000.00.1460;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA SANTA TEREZA;Federal;Reserva Particular do Patrimônio Natural;Category IV;AL;2001;Portaria 120 de 04/09/2001;-;Atalaia (AL);Não;Não;101;0;0;0;101;0;0;0
0000.00.1461;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL LULA LOBO I;Federal;Reserva Particular do Patrimônio Natural;Category IV;AL;2001;Portaria 111 de 04/09/2001;-;Coruripe (AL);Não;Não;69;0;0;0;69;0;0;0
0000.00.1462;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SÃO PEDRO;Federal;Reserva Particular do Patrimônio Natural;Category IV;AL;1995;Portaria 12 de 08/02/1995;-;Pilar (AL);Não;Não;50;0;0;0;50;0;0;0
0000.00.1464;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA ROSA DO SOL;Federal;Reserva Particular do Patrimônio Natural;Category IV;AL;1994;Portaria 119-N de 03/11/1994;-;Barra de São Miguel (AL);Não;Não;16;0;0;0;16;0;0;0
0000.24.1468;RESERVA DE DESENVOLVIMENTO SUSTENTáVEL ESTADUAL PONTA DO TUBARãO;Estadual;Reserva de Desenvolvimento Sustentável;Category VI;RN;2003;Lei ordinária 8349 de 18/07/2003;-;Guamaré (RN), Macau (RN);Não;Sim;12.925;0;10.058;0;0;0;0;2.867
0000.24.1469;ÁREA DE PROTEÇÃO AMBIENTAL DOS RECIFES DE CORAIS;Estadual;Área de Proteção Ambiental;Category V;RN;2001;Decreto 15476 de 06/06/2001;-;Maxaranguape (RN), Touros (RN), Rio do Fogo (RN);Sim;Sim;136.232;0;0;0;0;0;0;136.232
0000.24.1470;AREA DE PROTEÇÃO AMBIENTAL DE JENIPABU;Estadual;Área de Proteção Ambiental;Category V;RN;1995;Decreto 12620 de 17/05/1995;-;Extremoz (RN), Natal (RN);Sim;Sim;1.872;0;0;0;1.871;0;0;2
0000.24.1471;ÁREA DE PROTEÇÃO AMBIENTAL BONFIM/GUARAÍRA;Estadual;Área de Proteção Ambiental;Category V;RN;1999;Decreto 14369 de 22/03/1999;-;Arês (RN), Goianinha (RN), Nísia Floresta (RN), São José de Mipibu (RN), Senador Georgino Avelino (RN), Tibau do Sul (RN);Não;Sim;42.470;0;0;0;42.468;0;0;2
0000.24.1472;ÁREA DE PROTEÇÃO AMBIENTAL PIQUIRI-UNA;Estadual;Área de Proteção Ambiental;Category V;RN;1990;Decreto 10683 de 06/06/1990;Ampliação - Decreto 22182 de 22/03/2011;Canguaretama (RN), Espírito Santo (RN), Pedro Velho (RN);Sim;Sim;41.342;0;3.089;0;38.253;0;0;0
0000.24.1473;PARQUE ESTADUAL MATA DA PIPA;Estadual;Parque;Category II;RN;2006;Decreto 19341 de 12/09/2006;-;Tibau do Sul (RN);Sim;Sim;291;0;0;0;291;0;0;0
0000.24.1475;"PARQUE ESTADUAL DUNAS DE NATAL "" JORNALISTA LUIZ MARIA ALVES";Estadual;Parque;Category II;RN;1977;Decreto 7237 de 22/11/1977;-;Natal (RN);Sim;Sim;1.135;0;0;0;1.135;0;0;0
0000.33.1476;PARQUE ESTADUAL DA SERRA DA TIRIRICA;Estadual;Parque;Category II;RJ;1991;Lei ordinária 1901 de 29/11/1991;"Ampliação - Decreto 43913 de 29/10/2012 ; Revisão dos limites - Lei ordinária 5079 de 03/09/2007";Maricá (RJ), Niterói (RJ);Sim;Sim;3.491;0;0;0;3.250;0;0;242
0000.33.1477;PARQUE ESTADUAL DA ILHA GRANDE;Estadual;Parque;Category II;RJ;1971;Decreto 15273 de 26/06/1971;Ampliação - Decreto 40602 de 12/02/2007;Angra dos Reis (RJ);Sim;Sim;12.092;0;0;0;11.995;0;0;97
0000.33.1478;PARQUE ESTADUAL DA PEDRA BRANCA;Estadual;Parque;Category II;RJ;1974;Decreto legislativo 2377 de 28/06/1974;-;Rio de Janeiro (RJ);Sim;Sim;12.523;0;0;0;12.523;0;0;0
0000.33.1479;PARQUE ESTADUAL DO DESENGANO;Estadual;Parque;Category II;RJ;1970;Decreto 250 de 13/04/1970;Revisão dos limites - Decreto 7121 de 28/12/1983;Campos dos Goytacazes (RJ), Santa Maria Madalena (RJ), São Fidélis (RJ);Sim;Sim;21.404;0;0;0;21.404;0;0;0
0000.33.1481;ESTAÇÃO ECOLÓGICA ESTADUAL DE GUAXINDIBA;Estadual;Estação Ecológica;Category Ia;RJ;2002;Decreto 32576 de 30/12/2002;-;São Francisco de Itabapoana (RJ);Sim;Sim;3.259;0;0;0;3.259;0;0;0
0000.33.1482;RESERVA BIOLÓGICA ESTADUAL DE GUARATIBA;Estadual;Reserva Biológica;Category Ia;RJ;1974;Decreto 7549 de 20/11/1974;"Revisão dos limites - Decreto 5415 de 31/03/1982 ; Revisão dos limites - Decreto 32365 de 10/12/2002";Rio de Janeiro (RJ);Sim;Sim;3.361;0;0;0;2.914;0;0;448
0000.33.1485;PARQUE ESTADUAL DOS TRÊS PICOS;Estadual;Parque;Category II;RJ;2002;Decreto 31343 de 05/06/2002;"Ampliação - Decreto 41990 de 12/08/2009 ; Revisão dos limites - Decreto 6573 de 31/10/2013";Teresópolis (RJ), Silva Jardim (RJ), Nova Friburgo (RJ), Guapimirim (RJ), Cachoeiras de Macacu (RJ);Sim;Sim;58.759;0;0;0;58.759;0;0;0
