Código UC;Nome da UC;Esfera Administrativa;Categoria de Manejo;Categoria IUCN;UF;Ano de criação;Ato Legal de Criação;Outros atos legais;Municípios Abrangidos;Plano de Manejo;Conselho Gestor;Área (ha);Área (ha) Amazônia;Área (ha) Caatinga;Área (ha) Cerrado;Área (ha) Mata Atlântica;Área (ha) Pampa;Área (ha) Pantanal;Área (ha) Área Marinha
0000.00.1907;REFÚGIO DE VIDA SILVESTRE DE BOA NOVA;Federal;Refúgio de Vida Silvestre;Category III;BA;2010;Decreto S/Nº de 11/06/2010;-;Boa Nova (BA), Dário Meira (BA), Manoel Vitorino (BA);Não;Sim;15.024;0;0;0;15.024;0;0;0
0000.00.1908;PARQUE NACIONAL DE BOA NOVA;Federal;Parque;Category II;BA;2010;Decreto S/Nº de 11/06/2010;-;Boa Nova (BA), Dário Meira (BA), Manoel Vitorino (BA);Não;Sim;12.065;0;0;0;12.065;0;0;0
0000.00.1909;PARQUE NACIONAL DA SERRA DAS LONTRAS;Federal;Parque;Category II;BA;2010;Decreto S/N de 11/06/2010;-;Arataca (BA), Una (BA);Não;Não;11.344;0;0;0;11.344;0;0;0
0000.00.1910;PARQUE NACIONAL DO ALTO CARIRI;Federal;Parque;Category II;BA;2010;Decreto S/N de 11/06/2010;-;Guaratinga (BA);Não;Não;19.238;0;0;0;19.238;0;0;0
0000.00.1911;REFÚGIO DE VIDA SILVESTRE DE SANTA CRUZ;Federal;Refúgio de Vida Silvestre;Category III;ES;2010;Decreto S/N de 17/06/2010;-;Aracruz (ES), Fundão (ES), Serra (ES);Não;Sim;17.750;0;0;0;32;0;0;17.718
0000.00.1912;ÁREA DE PROTEÇÃO AMBIENTAL COSTA DAS ALGAS;Federal;Área de Proteção Ambiental;Category V;ES;2010;Decreto S/N de 17/06/2010;-;Aracruz (ES), Fundão (ES), Serra (ES);Não;Não;115.001;0;0;0;630;0;0;114.371
0460.42.1913;PARQUE NATURAL MUNICIPAL MORRO DO CÉU;Municipal;Parque;Category II;SC;2008;Lei ordinária 5207 de 26/08/2008;-;Criciúma (SC);Não;Não;84;0;0;0;84;0;0;0
0300.33.1915;PARQUE NATURAL MUNICIPAL DR. WALQUER OLIVEIRA DE SOUZA;Municipal;Parque;Category II;RJ;1999;Lei ordinária 753/99 de 22/03/1999;"Alteração de nome - Lei ordinária -250342 de 30/06/2008 ; Ampliação - Lei ordinária 1766/18 de 18/05/2018";Miracema (RJ);Não;Não;15;0;0;0;15;0;0;0
0000.51.1916;PARQUE ESTADUAL ENCONTRO DAS ÁGUAS;Estadual;Parque;Category II;MT;2004;Decreto 4881 de 22/12/2004;-;Barão de Melgaço (MT), Poconé (MT);Não;Não;108.134;0;0;0;0;0;108.134;0
0000.51.1917;PARQUE ESTADUAL DO ARAGUAIAA;Estadual;Parque;Category II;MT;2001;Lei ordinária 7517 de 28/09/2001;Revisão dos limites - Lei complementar 8458 de 17/01/2006;Novo Santo Antonio (MT);Sim;Não;229.920;0;0;229.920;0;0;0;0
0000.51.1918;ESTAçãO ECOLóGICA DO RIO MADEIRINHA;Estadual;Estação Ecológica;Category Ia;MT;1997;Decreto 1799 de 04/11/1997;-;Colniza (MT);Não;Não;13.683;13.683;0;0;0;0;0;0
0000.51.1919;ESTAçãO ECOLóGICA RIO FLOR DO PRADO;Estadual;Estação Ecológica;Category Ia;MT;2003;Decreto 2124 de 09/12/2003;-;Aripuanã (MT);Não;Não;8.535;8.535;0;0;0;0;0;0
0000.51.1920;MONUMENTO NATURAL MORRO DE SANTO ANTôNIO;Estadual;Monumento Natural;Category III;MT;2006;Lei complementar 8504 de 09/06/2006;-;Santo Antônio do Leverger (MT);Não;Não;258;0;0;0;0;0;258;0
0000.51.1923;RESERVA PARTICULAR DO PATRIMôNIO NATURAL PEUGEOT-ONF-BRASIL;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MT;2010;Portaria 74 de 02/06/2010;-;Cotriguaçu (MT);Não;Não;1.760;1.760;0;0;0;0;0;0
0000.51.1924;RESERVA PARTICULAR DO PATRIMôNIO NATURAL CRISTALINO III;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MT;2007;Portaria 141 de 05/11/2007;-;Novo Mundo (MT);Não;Não;1.617;1.617;0;0;0;0;0;0
0000.14.1927;ÁREA DE PROTEÇÃO AMBIENTAL - BAIXO RIO BRANCO;Estadual;Área de Proteção Ambiental;Category V;RR;2006;Lei ordinária 555 de 14/07/2006;Ampliação - Lei ordinária 714 de 21/05/2009;Rorainópolis (RR);Não;Sim;1.564.730;1.564.730;0;0;0;0;0;0
0000.26.1928;ÁREA DE PROTEÇÃO AMBIENTAL ALDEIA-BEBERIBE;Estadual;Área de Proteção Ambiental;Category V;PE;2010;Decreto 34692 de 17/03/2010;-;Abreu e Lima (PE), Araçoiaba (PE), Camaragibe (PE), Igarassu (PE), Paudalho (PE), Paulista (PE), Recife (PE), São Lourenço da Mata (PE);Sim;Sim;31.662;0;0;0;31.662;0;0;0
0000.26.1929;ÁREA DE PROTEÇÃO AMBIENTAL DE SANTA CRUZ;Estadual;Área de Proteção Ambiental;Category V;PE;2008;Decreto 32488 de 17/10/2008;-;Goiana (PE), Itamaracá (PE), Itapissuma (PE);Sim;Sim;38.750;0;0;0;25.454;0;0;13.295
0000.23.1930;PARQUE ESTADUAL SÍTIO FUNDÃO;Estadual;Parque;Category II;CE;2008;Decreto 29307 de 05/06/2008;-;Crato (CE);Não;Sim;95;0;95;0;0;0;0;0
0000.23.1931;PARQUE ESTADUAL BOTÂNICO DO CEARÁ;Estadual;Parque;Category II;CE;1996;Decreto 24216 de 09/09/1996;Recategorização - Decreto 30868 de 10/04/2012;Caucaia (CE);Não;Sim;199;0;199;0;0;0;0;0
0000.23.1932;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DO SÍTIO CURIÓ;Estadual;Área de Relevante Interesse Ecológico;Category IV;CE;2006;Decreto 28333 de 28/07/2006;-;Fortaleza (CE);Não;Sim;57;0;57;0;0;0;0;0
0000.23.1933;PARQUE ESTADUAL DAS CARNAÚBAS;Estadual;Parque;Category II;CE;2006;Decreto 28154 de 15/02/2006;-;Granja (CE), Viçosa do Ceará (CE);Não;Não;9.999;0;9.999;0;0;0;0;0
3030.35.1942;PARQUE NATURAL MUNICIPAL DA GROTA DE MIRASSOL;Municipal;Parque;Category II;SP;2001;Lei complementar 2462 de 12/12/2001;Recategorização - Lei ordinária 2462 de 12/12/2001;Mirassol (SP);Sim;Sim;20;0;0;0;20;0;0;0
0300.33.1944;AREA DE PROTEÇÃO AMBIENTAL MIRACEMA;Municipal;Área de Proteção Ambiental;Category V;RJ;2010;Decreto 261 de 15/12/2010;Ampliação - Decreto 018/2018 de 21/03/2018;Miracema (RJ);Não;Não;2.212;0;0;0;2.212;0;0;0
0300.33.1945;REFUGIO DE VIDA SILVESTRE DA VENTANIA;Municipal;Refúgio de Vida Silvestre;Category III;RJ;2010;Decreto 261 de 15/12/2010;Ampliação - Decreto 018/2018 de 21/03/2018;Miracema (RJ);Não;Não;2.212;0;0;0;2.212;0;0;0
0510.52.1947;PARQUE NATURAL MUNICIPAL DO SETOR SANTA CRUZ;Municipal;Parque;Category II;GO;2004;Lei orgânica 2205 de 25/06/2004;Alteração de nome - Decreto 2153 de 24/04/2015;Catalão (GO);Não;Não;30;0;0;30;0;0;0;0
2050.43.1948;PARQUE NATURAL MUNICIPAL DE SERTãO;Municipal;Parque;Category II;RS;1998;Lei ordinária 1.170/98 de 04/09/1998;"Alteração de nome - Lei ordinária 1.974/2011 de 31/10/2011 ; Alteração de nome - Lei ordinária 1.733/06 de 19/07/2006";Sertão (RS);Sim;Sim;614;0;0;0;614;0;0;0
5030.35.1959;ÁREA DE PROTEÇÃO AMBIENTAL MUNICIPAL DO CAPIVARI-MONOS;Municipal;Área de Proteção Ambiental;Category V;SP;2001;Lei ordinária 13136 de 09/06/2001;-;São Paulo (SP);Sim;Sim;25.136;0;0;0;25.136;0;0;0
0080.15.1960;AREA DE RELEVANTE INTERESSE ECOLOGICO PARQUE AMBIENTAL ANTONIO DANUBIO LOURENÇO DA SILVA;Municipal;Área de Relevante Interesse Ecológico;Category IV;PA;2011;Lei ordinária 2472 de 05/01/2011;-;Ananindeua (PA);Não;Sim;4;4;0;0;0;0;0;0
5030.35.1961;ÁREA DE PROTEçãO AMBIENTAL BORORé-COLôNIA;Municipal;Área de Proteção Ambiental;Category V;SP;2006;Lei ordinária 14162 de 24/05/2006;-;São Paulo (SP);Não;Sim;8.961;0;0;0;8.961;0;0;0
5030.35.1962;PARQUE NATURAL MUNICIPAL FAZENDA DO CARMO;Municipal;Parque;Category II;SP;2003;Decreto 43329 de 12/06/2003;Alteração de nome - Decreto 50201 de 07/11/2008;São Paulo (SP);Sim;Não;449;0;0;0;449;0;0;0
0000.21.1963;PARQUE ESTADUAL DE MIRADOR;Estadual;Parque;Category II;MA;1980;Decreto 7641 de 04/06/1980;Ampliação - Lei ordinária 8958 de 08/05/2009;Mirador (MA);Não;Não;766.781;0;0;766.781;0;0;0;0
0000.35.1964;PARQUE ESTADUAL RESTINGA DE BERTIOGA;Estadual;Parque;Category II;SP;2010;Decreto 56500 de 09/12/2010;-;Bertioga (SP);Não;Não;9.319;0;0;0;9.283;0;0;36
0000.35.1965;PARQUE ESTADUAL DE ITAPETINGA;Estadual;Parque;Category II;SP;2010;Decreto 55662 de 30/03/2010;-;Atibaia (SP), Bom Jesus dos Perdões (SP), Mairiporã (SP), Nazaré Paulista (SP);Não;Não;10.194;0;0;0;10.194;0;0;0
0000.35.1966;PARQUE ESTADUAL DE ITABERABA;Estadual;Parque;Category II;SP;2010;Decreto 55662 de 30/03/2010;-;Arujá (SP), Guarulhos (SP), Nazaré Paulista (SP), Santa Isabel (SP);Não;Sim;15.118;0;0;0;15.118;0;0;0
0000.35.1967;MONUMENTO NATURAL ESTADUAL DA PEDRA GRANDE;Estadual;Monumento Natural;Category III;SP;2010;Decreto 55662 de 30/03/2010;-;Atibaia (SP), Bom Jesus dos Perdões (SP), Mairiporã (SP), Nazaré Paulista (SP);Não;Não;3.298;0;0;0;3.298;0;0;0
0000.35.1968;MONUMENTO NATURAL ESTADUAL DA PEDRA DO BAú;Estadual;Monumento Natural;Category III;SP;2010;Decreto 56613 de 28/12/2010;-;São Bento do Sapucaí (SP);Não;Não;3.156;0;0;0;3.156;0;0;0
0000.35.1969;PARQUE ESTADUAL DO RIO TURVO;Estadual;Parque;Category II;SP;2008;Lei complementar 12810 de 21/02/2008;-;Barra do Turvo (SP), Cajati (SP), Jacupiranga (SP);Não;Não;73.821;0;0;0;73.821;0;0;0
5030.35.1971;PARQUE NATURAL MUNICIPAL DA CRATERA DE COLôNIA;Municipal;Parque;Category II;SP;2007;Decreto 48423 de 11/06/2007;-;São Paulo (SP);Não;Não;53;0;0;0;53;0;0;0
0000.35.1972;APA CORUMBATAÍ BOTUCATU TEJUPA PERIMETRO BOTUCATU;Estadual;Área de Proteção Ambiental;Category V;SP;1983;Decreto 20960 de 08/06/1983;-;Angatuba (SP), Avaré (SP), Barra Bonita (SP), Bofete (SP), Botucatu (SP), Guareí (SP), Itatinga (SP), Pardinho (SP), Porangaba (SP);Sim;Não;213.901;0;0;137.425;76.476;0;0;0
0000.35.1973;APA CORUMBATAÍ BOTUCATU TEJUPÁ PERIMETRO TEJUPá;Estadual;Área de Proteção Ambiental;Category V;SP;1983;Decreto 20960 de 08/06/1983;-;Fartura (SP), Piraju (SP), Sarutaiá (SP), Taguaí (SP), Tejupá (SP), Timburi (SP);Não;Não;142.545;0;0;0;142.545;0;0;0
0000.35.1974;APA PIRACICABA JUQUERI MIRIM ÁREA I;Estadual;Área de Proteção Ambiental;Category V;SP;1991;Lei ordinária 7438 de 16/07/1991;-;Amparo (SP), Analândia (SP), Bragança Paulista (SP), Campinas (SP), Charqueada (SP), Corumbataí (SP), Holambra (SP), Ipeúna (SP), Itirapina (SP), Jaguariúna (SP), Joanópolis (SP), Mairiporã (SP), Monte Alegre do Sul (SP), Morungaba (SP), Nazaré Paulista (SP), Pedra Bela (SP), Pedreira (SP), Pinhalzinho (SP), Piracaia (SP), Rio Claro (SP), Santo Antônio de Posse (SP), Serra Negra (SP), Socorro (SP), Tuiuti (SP), Vargem (SP);Não;Não;113.594;0;0;87.168;26.427;0;0;0
0000.13.1977;RESERVA DE DESENVOLVIMENTO SUSTENTAVEL DO RIO MADEIRA;Estadual;Reserva de Desenvolvimento Sustentável;Category VI;AM;2006;Decreto 26009 de 03/07/2006;-;Manicoré (AM), Novo Aripuanã (AM);Não;Sim;279.633;279.633;0;0;0;0;0;0
0000.50.1980;RESERVA PARTICULAR DO PATRIMôNIO NATURAL FAZENDA SãO PEDRO;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MS;2010;Resolução 27 de 26/11/2010;-;Eldorado (MS);Não;Não;3.684;0;0;0;3.684;0;0;0
0000.50.1981;RESERVA PARTICULAR DO PATRIMôNIO NATURAL FAZENDA SANTO ANTôNIO- LOTE 1 C;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MS;2011;Resolução 2 de 12/01/2011;-;Eldorado (MS);Não;Não;3.873;0;0;0;3.873;0;0;0
0000.50.1982;RESERVA PARTICULAR DO PATRIMôNIO NATURAL CARA DA ONçA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MS;2009;Resolução 10 de 28/07/2009;-;Bodoquena (MS);Sim;Não;12;0;0;12;0;0;0;0
0000.12.1983;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO JAPIIM PENTECOSTE;Estadual;Área de Relevante Interesse Ecológico;Category IV;AC;2009;Decreto 4365 de 06/07/2009;-;Mâncio Lima (AC);Não;Sim;25.654;25.654;0;0;0;0;0;0
0000.43.1988;ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO GRANDE;Estadual;Área de Proteção Ambiental;Category V;RS;1998;Decreto 38971 de 23/10/1998;-;Glorinha (RS), Gravataí (RS), Santo Antônio da Patrulha (RS), Viamão (RS);Não;Sim;137.042;0;0;0;32.731;104.312;0;0
0025.50.1990;PARQUE NATURAL MUNICIPAL TEMPLO DOS PILARES;Municipal;Parque;Category II;MS;2003;Decreto 54 de 29/05/2003;Alteração de nome - Decreto 42 de 16/07/2012;Alcinópolis (MS);Sim;Sim;100;0;0;100;0;0;0;0
0360.33.1991;PARQUE NATURAL MUNICIPAL DO CURIó;Municipal;Parque;Category II;RJ;2002;Decreto 1001 de 29/01/2002;"Redução - Lei orgânica 921 de 30/04/2009 ; Revisão dos limites - Decreto 1730 de 31/07/2007";Paracambi (RJ);Não;Sim;914;0;0;0;914;0;0;0
0000.43.1993;RESERVA BIOLóGICA DO MATO GRANDE;Estadual;Reserva Biológica;Category Ia;RS;1975;Decreto 23798 de 12/03/1975;-;Arroio Grande (RS);Não;Não;4.876;0;0;0;0;4.876;0;0
0000.43.1995;ESTAçãO ECOLóGICA ESTADUAL ARATINGA;Estadual;Estação Ecológica;Category Ia;RS;1997;Decreto 37345 de 11/04/1997;-;Itatí (RS), São Francisco de Paula (RS);Sim;Não;6.041;0;0;0;6.041;0;0;0
0000.43.1996;ÁREA DE PROTEçãO AMBIENTAL ROTA DO SOL;Estadual;Área de Proteção Ambiental;Category V;RS;1997;Decreto 37346 de 11/04/1997;-;Cambará do Sul (RS), Itatí (RS), São Francisco de Paula (RS), Três Forquilhas (RS);Sim;Não;52.355;0;0;0;52.355;0;0;0
0025.50.1997;MONUMENTO NATURAL MUNICIPAL SERRA DO BOM JARDIM;Municipal;Monumento Natural;Category III;MS;2003;Decreto 53 de 29/05/2003;Ampliação - Decreto 53 de 12/08/2011;Alcinópolis (MS);Sim;Sim;6.047;0;0;6.047;0;0;0;0
0000.43.2001;PARQUE ESTADUAL DO IBITIRIá;Estadual;Parque;Category II;RS;1975;Decreto 23798 de 12/03/1975;-;Bom Jesus (RS), Vacaria (RS);Não;Não;415;0;0;0;415;0;0;0
0000.43.2002;PARQUE ESTADUAL DO PAPAGAIO-CHARãO;Estadual;Parque;Category II;RS;1982;Decreto 30645 de 22/04/1982;Alteração de nome - Decreto 47168 de 07/04/2010;Sarandi (RS);Não;Não;1.009;0;0;0;1.009;0;0;0
0000.43.2003;PARQUE ESTADUAL DO PODOCARPUS;Estadual;Parque;Category II;RS;1975;Decreto 23798 de 12/03/1975;-;Encruzilhada do Sul (RS);Não;Não;3.639;0;0;0;0;3.639;0;0
0000.43.2004;PARQUE ESTADUAL QUARTA COLôNIA;Estadual;Parque;Category II;RS;2005;Decreto 44186 de 19/12/2005;-;Agudo (RS), Ibarama (RS);Não;Não;1.848;0;0;0;1.848;0;0;0
0000.43.2005;PARQUE ESTADUAL DO TAINHAS;Estadual;Parque;Category II;RS;1975;Decreto 23798 de 12/03/1975;-;Cambará do Sul (RS), Jaquirana (RS), São Francisco de Paula (RS);Sim;Não;4.924;0;0;0;4.924;0;0;0
0000.43.2006;REFúGIO DE VIDA SILVESTRE BANHADO DOS PACHECOS;Estadual;Refúgio de Vida Silvestre;Category III;RS;2002;Decreto 41559 de 24/04/2002;-;Viamão (RS);Não;Não;2.605;0;0;0;0;2.605;0;0
0000.43.2007;RESERVA BIOLóGICA DO IBIRAPUITã;Estadual;Reserva Biológica;Category Ia;RS;1976;Decreto 24622 de 10/06/1976;-;Alegrete (RS);Não;Não;308;0;0;0;0;308;0;0
0000.43.2008;RESERVA BIOLóGICA ESTADUAL MATA PALUDOSA;Estadual;Reserva Biológica;Category Ia;RS;1998;Decreto 38972 de 23/10/1998;Ampliação - Decreto 49578 de 13/09/2012;Itatí (RS);Não;Sim;272;0;0;0;272;0;0;0
0000.43.2009;RESERVA BIOLóGICA DO SãO DONATO;Estadual;Reserva Biológica;Category Ia;RS;1975;Decreto 23798 de 12/03/1975;-;Itaqui (RS), Maçambara (RS);Não;Não;4.414;0;0;0;0;4.414;0;0
0000.43.2010;RESERVA BIOLóGICA DA SERRA GERAL;Estadual;Reserva Biológica;Category Ia;RS;1982;Decreto 30788 de 27/07/1982;Ampliação - Decreto 41661 de 04/06/2002;Itatí (RS), Maquiné (RS), Terra de Areia (RS);Sim;Sim;4.849;0;0;0;4.849;0;0;0
0080.33.2012;MONUMENTO NATURAL MUNICIPAL DA PEDRA DO COLéGIO;Municipal;Monumento Natural;Category III;RJ;2010;Decreto 2705 de 22/03/2010;-;Cachoeiras de Macacu (RJ);Não;Não;127;0;0;0;127;0;0;0
0000.29.2013;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RENASCER;Estadual;Reserva Particular do Patrimônio Natural;Category IV;BA;2010;Portaria 142 de 05/11/2010;-;Porto Seguro (BA);Não;Não;265;0;0;0;265;0;0;0
0000.29.2014;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL REFÚGIO DO GUIGÓ I E II;Estadual;Reserva Particular do Patrimônio Natural;Category IV;BA;2010;Portaria 133 de 08/10/2010;-;Una (BA);Não;Não;93;0;0;0;93;0;0;0
0000.35.2015;RPPN PARAÍSO;Estadual;Reserva Particular do Patrimônio Natural;Category IV;SP;2008;Resolução 27 de 24/04/2008;-;Mairiporã (SP);Não;Não;4;0;0;0;4;0;0;0
0000.29.2016;REFUGIO DE VIDA SILVESTRE DA SERRA DOS MONTES ALTOS;Estadual;Refúgio de Vida Silvestre;Category III;BA;2010;Decreto 12487 de 29/11/2010;-;Candiba (BA), Guanambi (BA), Palmas de Monte Alto (BA), Pindaí (BA), Sebastião Laranjeiras (BA), Urandi (BA);Não;Não;27.489;0;27.489;0;0;0;0;0
0000.35.2017;RPPN TOCA DA PACA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;SP;2008;Resolução 66/2008 de 18/09/2008;-;Guatapará (SP);Não;Não;187;0;0;187;0;0;0;0
0000.29.2018;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BRONZON;Estadual;Reserva Particular do Patrimônio Natural;Category IV;BA;2010;Portaria 134 de 08/10/2010;Retificação - Portaria 12690 de 20/10/2016;Prado (BA);Não;Não;151;0;0;0;151;0;0;0
0000.35.2019;RPPN MAHAYANA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;SP;2008;Resolução 28 de 24/04/2008;-;Moji das Cruzes (SP);Não;Não;9;0;0;0;9;0;0;0
0000.35.2020;RPPN SAO JUDAS TADEU;Estadual;Reserva Particular do Patrimônio Natural;Category IV;SP;2008;Resolução 65 de 11/09/2008;-;Juquitiba (SP);Não;Não;6;0;0;0;6;0;0;0
3170.31.2025;PARQUE NATURAL MUNICIPAL DO INTELECTO;Municipal;Parque;Category II;MG;1991;Lei ordinária 2770 de 27/12/1991;Ampliação - Lei ordinária 4015 de 10/08/2006;Itabira (MG);Sim;Sim;35;0;0;0;35;0;0;0
0000.29.2026;PARQUE ESTADUAL DA SERRA DOS MONTES ALTOS;Estadual;Parque;Category II;BA;2010;Decreto 12486 de 29/11/2010;-;Morro do Chapéu (BA);Não;Sim;18.484;0;18.484;0;0;0;0;0
0240.33.2028;ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPELAGO DE SANTANA;Municipal;Área de Proteção Ambiental;Category V;RJ;1989;Lei ordinária 1.216/1989 de 15/09/1989;Revisão dos limites - Decreto 018/2011 de 21/02/2011;Macaé (RJ);Não;Não;47.319;0;0;0;0;0;0;47.319
0000.29.2029;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BELAS ARTES;Estadual;Reserva Particular do Patrimônio Natural;Category IV;BA;2009;Portaria 48 de 04/06/2009;-;Guaratinga (BA);Não;Não;5;0;0;0;5;0;0;0
0000.29.2030;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BOZI;Estadual;Reserva Particular do Patrimônio Natural;Category IV;BA;2010;Portaria 135 de 08/10/2010;-;Prado (BA);Não;Não;36;0;0;0;36;0;0;0
0000.29.2031;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL LEMBRANÇA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;BA;2010;Portaria 143 de 10/11/2010;-;Porto Seguro (BA);Não;Não;19;0;0;0;19;0;0;0
0510.33.2034;PARQUE NATURAL MUNICIPAL JARDIM JUREMA;Municipal;Parque;Category II;RJ;2010;Decreto 4220/2004 de 16/11/2010;-;São João de Meriti (RJ);Não;Sim;7;0;0;0;7;0;0;0
0240.33.2035;PARQUE NATURAL MUNICIPAL ATALAIA GUALTER CORRêA DE FARIA;Municipal;Parque;Category II;RJ;1995;Lei ordinária 1.596/1995 de 27/05/1995;Alteração de nome - Lei ordinária 2.563/2004 de 20/12/2004;Macaé (RJ);Sim;Sim;704;0;0;0;704;0;0;0
0240.33.2036;PARQUE NATURAL MUNICIPAL DO ESTUÁRIO DO RIO MACAÉ;Municipal;Parque;Category II;RJ;2008;Lei ordinária 3.146/2008 de 18/12/2008;-;Macaé (RJ);Não;Não;128;0;0;0;128;0;0;0
0220.32.2039;PARQUE NATURAL MUNICIPAL GOIAPABA-AçU;Municipal;Parque;Category II;ES;1991;Decreto 1890/91 de 30/10/1991;-;Fundão (ES);Não;Sim;235;0;0;0;235;0;0;0
0000.12.2041;FLORESTA ESTADUDAL DO RIO LIBERDADE;Estadual;Floresta;Category VI;AC;2004;Decreto 9716 de 09/03/2004;-;Tarauacá (AC);Sim;Sim;126.360;126.360;0;0;0;0;0;0
0000.15.2042;PARQUE ESTADUAL CHARAPUCU;Estadual;Parque;Category II;PA;2010;Decreto 2592 de 09/11/2010;-;Afuá (PA);Não;Sim;65.349;65.349;0;0;0;0;0;0
0390.33.2043;MONUMENTO NATURAL DA PEDRA DO ELEFANTE;Municipal;Monumento Natural;Category III;RJ;2009;Decreto 71 de 24/07/2009;-;Petrópolis (RJ);Não;Sim;530;0;0;0;530;0;0;0
0000.12.2044;FLORESTA ESTADUAL DO RIO GREGóRIO;Estadual;Floresta;Category VI;AC;2004;Decreto 9718 de 09/03/2004;-;Tarauacá (AC);Sim;Sim;216.062;216.062;0;0;0;0;0;0
0000.51.2045;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CRISTALINO I;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MT;2011;Portaria 55 de 28/02/2011;-;Novo Mundo (MT);Não;Não;2.451;2.451;0;0;0;0;0;0
0000.12.2046;FLORESTA ESTADUAL DO MOGNO;Estadual;Floresta;Category VI;AC;2004;Decreto 9717 de 09/03/2004;-;Tarauacá (AC);Sim;Sim;143.897;143.897;0;0;0;0;0;0
0240.33.2047;ÀREA DE PROTEÇÃO AMBIENTAL DO SANA;Municipal;Área de Proteção Ambiental;Category V;RJ;2001;Lei ordinária 2.172/2001 de 30/11/2001;-;Macaé (RJ);Não;Sim;11.000;0;0;0;11.000;0;0;0
0000.12.2048;FLORESTA ESTADUAL DO ANTIMARY;Estadual;Floresta;Category VI;AC;1997;Decreto 46 de 07/02/1997;-;Sena Madureira (AC);Sim;Sim;57.629;57.629;0;0;0;0;0;0
0845.42.2049;PARQUE NATURAL MUNICIPAL CARIJóS;Municipal;Parque;Category II;SC;2011;Lei ordinária 330 de 23/03/2011;-;Itapoá (SC);Não;Não;40;0;0;0;40;0;0;0
0023.33.2050;PARQUE NATURAL MUNICIPAL DOS CORAIS DE ARMAÇÃO DOS BÚZIOS;Municipal;Parque;Category II;RJ;2009;Decreto 135 de 06/11/2009;Alteração de nome - Decreto 135 (Errata) de 09/09/2011;Armação de Búzios (RJ);Não;Não;57;0;0;0;25;0;0;32
0320.32.2054;ÁREA DE RELEVANTE INTERESSE ECOLóGICO DO DEGREDO;Municipal;Área de Relevante Interesse Ecológico;Category IV;ES;2002;Lei ordinária 2322 de 05/12/2002;-;Linhares (ES);Não;Não;2.357;0;0;0;2.334;0;0;23
0000.29.2056;RESERVA PARTICULAR DO PATRIMôNIO NATURAL PIANISSOLI;Estadual;Reserva Particular do Patrimônio Natural;Category IV;BA;2011;Portaria 52 de 03/05/2011;-;Prado (BA);Não;Não;210;0;0;0;210;0;0;0
0000.29.2057;RESERVA PARTICULAR DO PATRIMôNIO NATURAL ENGELHARDT;Estadual;Reserva Particular do Patrimônio Natural;Category IV;BA;2011;Portaria 51 de 03/05/2011;-;Prado (BA);Não;Não;393;0;0;0;393;0;0;0
0000.11.2059;FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO ARARAS;Estadual;Floresta;Category VI;RO;1996;Decreto 7605 de 08/10/1996;-;Cujubim (RO);Não;Não;1.086;1.086;0;0;0;0;0;0
0410.26.2060;PARQUE NATURAL MUNICIPAL PROFESSOR JOÃO VASCONCELOS SOBRINHO;Municipal;Parque;Category II;PE;1983;Lei ordinária 2796 de 07/07/1983;Recategorização - Lei ordinária 5192 de 06/02/2012;Caruaru (PE);Não;Sim;352;0;352;0;0;0;0;0
4850.35.2063;ÁREA DE PROTEçãO AMBIENTAL SANTOS CONTINENTE;Municipal;Área de Proteção Ambiental;Category V;SP;1992;Lei complementar 54 de 04/06/1992;Revisão dos limites - Lei complementar 729 de 11/07/2011;Santos (SP);Não;Não;18.416;0;0;0;18.416;0;0;0
0000.11.2065;ÁREA DE PROTEÇÃO AMBIENTAL DO RIO MADEIRA;Estadual;Área de Proteção Ambiental;Category V;RO;1991;Decreto 5124 de 07/07/1991;-;Porto Velho (RO);Não;Não;6.758;6.758;0;0;0;0;0;0
0000.50.2066;RESERVA PARTICULAR DO PATRIMôNIO NATURAL CABECEIRA DA LAGOA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MS;2011;Resolução 14 de 11/07/2011;-;Corguinho (MS);Não;Não;431;0;0;431;0;0;0;0
0190.32.2067;PARQUE NATURAL MUNICíPAL DE DOMINGOS MARTINS;Municipal;Parque;Category II;ES;2010;Decreto 1774 de 22/10/2010;-;Domingos Martins (ES);Não;Não;56;0;0;0;56;0;0;0
