Código UC;Nome da UC;Esfera Administrativa;Categoria de Manejo;Categoria IUCN;UF;Ano de criação;Ato Legal de Criação;Outros atos legais;Municípios Abrangidos;Plano de Manejo;Conselho Gestor;Área (ha);Área (ha) Amazônia;Área (ha) Caatinga;Área (ha) Cerrado;Área (ha) Mata Atlântica;Área (ha) Pampa;Área (ha) Pantanal;Área (ha) Área Marinha
0000.31.0402;ÁREA DE PROTEÇÃO AMBIENTAL FERNÃO DIAS;Estadual;Área de Proteção Ambiental;Category V;MG;1997;Decreto 38925 de 17/07/1997;-;Brasópolis (MG), Camanducaia (MG), Extrema (MG), Gonçalves (MG), Itapeva (MG), Paraisópolis (MG), Sapucaí-Mirim (MG), Toledo (MG);Sim;Sim;179.252;0;0;0;179.252;0;0;0
0000.31.0403;PARQUE ESTADUAL SETE SALÕES;Estadual;Parque;Category II;MG;1998;Decreto 39908 de 22/09/1998;-;Conselheiro Pena (MG), Itueta (MG), Resplendor (MG), Santa Rita do Itueto (MG);Não;Não;13.370;0;0;0;13.370;0;0;0
0000.31.0404;PARQUE ESTADUAL PICO DO ITAMBÉ;Estadual;Parque;Category II;MG;1998;Decreto 39398 de 21/01/1998;-;Santo Antônio do Itambé (MG), Serra Azul de Minas (MG), Serro (MG);Sim;Sim;6.521;0;0;0;6.521;0;0;0
0000.31.0405;ÁREA DE PROTEÇÃO AMBIENTAL ÁGUAS VERTENTES;Estadual;Área de Proteção Ambiental;Category V;MG;1998;Decreto 39399 de 21/01/1998;-;Couto de Magalhães de Minas (MG), Diamantina (MG), Felício dos Santos (MG), Rio Vermelho (MG), Santo Antônio do Itambé (MG), Serra Azul de Minas (MG), Serro (MG);Não;Sim;76.286;0;0;19.685;56.601;0;0;0
0000.31.0406;PARQUE ESTADUAL SERRA DO PAPAGAIO;Estadual;Parque;Category II;MG;1998;Decreto 39793 de 05/08/1998;-;Aiuruoca (MG), Alagoa (MG), Baependi (MG), Itamonte (MG), Pouso Alto (MG);Sim;Sim;25.084;0;0;0;25.084;0;0;0
0000.31.0407;ÁREA DE PROTEÇÃO AMBIENTAL LAJEDÃO;Estadual;Área de Proteção Ambiental;Category V;MG;1998;Decreto 39951 de 08/10/1998;-;Matias Cardoso (MG);Não;Não;11.248;0;1.129;10.119;0;0;0;0
0000.31.0408;ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO SABONETAL;Estadual;Área de Proteção Ambiental;Category V;MG;1998;Decreto 39952 de 08/10/1998;-;Itacarambi (MG), Jaíba (MG), Pedras de Maria da Cruz (MG);Não;Não;86.633;0;7.052;79.580;0;0;0;0
0000.31.0409;PARQUE ESTADUAL RIO CORRENTE;Estadual;Parque;Category II;MG;1998;Decreto 40168 de 17/12/1998;-;Açucena (MG);Não;Não;5.175;0;0;0;5.175;0;0;0
0000.31.0410;PARQUE ESTADUAL SERRA DA CANDONGA;Estadual;Parque;Category II;MG;1998;Decreto 40170 de 17/12/1998;-;Guanhães (MG);Não;Não;3.328;0;0;0;3.328;0;0;0
0000.31.0413;PARQUE ESTADUAL DO ITACOLOMI;Estadual;Parque;Category II;MG;1967;Lei ordinária 4495 de 14/06/1967;-;Mariana (MG), Ouro Preto (MG);Sim;Não;6.143;0;0;0;6.143;0;0;0
0000.31.0415;RESERVA BIOLÓGICA JAÍBA;Estadual;Reserva Biológica;Category Ia;MG;1973;Lei ordinária 6126 de 04/07/1973;Recategorização - Lei ordinária 11731 de 30/12/1994;Matias Cardoso (MG);Não;Não;6.351;0;6.351;0;0;0;0;0
0000.31.0416;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL VEREDAS DO ACARI;Estadual;Reserva de Desenvolvimento Sustentável;Category VI;MG;2003;Decreto S/NÚMERO de 21/10/2003;-;Chapada Gaúcha (MG), Urucuia (MG);Não;Não;58.780;0;0;58.780;0;0;0;0
0000.31.0417;ESTAÇÃO ECOLÓGICA DE SAGARANA;Estadual;Estação Ecológica;Category Ia;MG;2003;Decreto S/Nº de 21/10/2003;-;Arinos (MG);Não;Não;2.344;0;0;2.344;0;0;0;0
0000.50.0419;PARQUE ESTADUAL DO PROSA;Estadual;Parque;Category II;MS;2002;Decreto 10783 de 21/05/2002;-;Campo Grande (MS);Sim;Sim;133;0;0;133;0;0;0;0
0000.50.0420;PARQUE ESTADUAL DAS VÁRZEAS DO RIO IVINHEMA;Estadual;Parque;Category II;MS;1998;Decreto 9278 de 17/12/1998;-;Taquarussu (MS), Naviraí (MS), Jateí (MS);Sim;Sim;74.224;0;0;0;74.224;0;0;0
0000.50.0421;PARQUE ESTADUAL DAS NASCENTES DO RIO TAQUARI;Estadual;Parque;Category II;MS;1999;Decreto 9662 de 09/10/1999;-;Alcinópolis (MS), Costa Rica (MS);Sim;Não;30.597;0;0;30.597;0;0;0;0
0000.50.0422;PARQUE ESTADUAL MATAS DO SEGREDO;Estadual;Parque;Category II;MS;2000;Decreto 9935 de 05/06/2000;-;Campo Grande (MS);Sim;Sim;177;0;0;177;0;0;0;0
0000.50.0423;PARQUE ESTADUAL DO PANTANAL DO RIO NEGRO;Estadual;Parque;Category II;MS;2000;Decreto 9941 de 05/06/2000;-;Corumbá (MS), Aquidauana (MS);Sim;Não;77.909;0;0;0;0;0;77.909;0
0000.50.0430;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA ECOLÓGICA VALE DO BUGIO;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MS;2003;Deliberação 7 de 27/08/2003;Convalidar Ato Legal pretérito - Resolução 9 de 07/08/2012;Corguinho (MS);Não;Não;97;0;0;97;0;0;0;0
0000.51.0448;PARQUE ESTADUAL SERRA RICARDO FRANCO;Estadual;Parque;Category II;MT;1997;Decreto 1796 de 04/11/1997;-;Vila Bela da Santíssima Trindade (MT);Não;Sim;157.262;157.262;0;0;0;0;0;0
0000.51.0451;ESTAçãO ECOLóGICA DO RIO RONURO;Estadual;Estação Ecológica;Category Ia;MT;1998;Decreto 2207 de 23/04/1998;Redução - Lei ordinária 8325 de 20/05/2005;Nova Ubiratã (MT);Não;Sim;102.673;102.673;0;0;0;0;0;0
0000.51.0453;ÁREA DE PROTEÇÃO AMBIENTAL DAS CABECEIRAS DO RIO CUIABÁ;Estadual;Área de Proteção Ambiental;Category V;MT;1998;Decreto 2206 de 23/04/1998;-;NOVA BRASILIA (MT), Nova Mutum (MT), Nobres (MT), Planalto da Serra (MT), Rosário Oeste (MT);Não;Não;473.212;0;0;473.212;0;0;0;0
0000.51.0454;PARQUE ESTADUAL ÁGUAS DO CUIABÁ;Estadual;Parque;Category II;MT;2002;Decreto 4444 de 10/06/2002;-;Nobres (MT), Rosário Oeste (MT);Não;Não;10.962;0;0;10.962;0;0;0;0
0000.51.0455;PARQUE ESTADUAL IGARAPÉS DO JURUENA;Estadual;Parque;Category II;MT;2002;Decreto 5438 de 12/11/2002;-;Colniza (MT), Cotriguaçu (MT);Sim;Sim;223.829;223.829;0;0;0;0;0;0
0000.51.0456;PARQUE ESTADUAL TUCUMÃ;Estadual;Parque;Category II;MT;2002;Decreto 5439 de 12/11/2002;Ampliação - Decreto 5150 de 23/02/2005;Colniza (MT);Não;Não;81.017;81.017;0;0;0;0;0;0
0000.51.0457;RESERVA BIOLÓGICA CULUENE;Estadual;Reserva Biológica;Category Ia;MT;1989;Decreto 1387 de 10/01/1989;Recategorização - Decreto 723 de 26/09/2011;Paranatinga (MT);Não;Não;3.614;0;0;3.614;0;0;0;0
0000.51.0460;PARQUE ESTADUAL DOM OSÓRIO STOFFEL;Estadual;Parque;Category II;MT;2002;Decreto 5437 de 12/11/2002;-;Rondonópolis (MT);Não;Sim;6.421;0;0;6.421;0;0;0;0
0000.51.0461;ÁREA DE PROTEÇÃO AMBIENTAL DA CHAPADA DOS GUIMARÃES;Estadual;Área de Proteção Ambiental;Category V;MT;1995;Decreto 537 de 21/11/1995;-;Campo Verde (MT), Chapada dos Guimarães (MT), Cuiabá (MT), Santo Antônio do Leverger (MT);Não;Não;253.446;0;0;253.446;0;0;0;0
0000.51.0462;PARQUE ESTADUAL SERRA SANTA BÁRBARA;Estadual;Parque;Category II;MT;1997;Decreto 1797 de 04/11/1997;Redução - Lei complementar 1765 de 23/08/1999;Pontes e Lacerda (MT), Porto Esperidião (MT);Não;Não;120.430;120.430;0;0;0;0;0;0
0000.51.0463;RESERVA EXTRATIVISTA GUARIBA-ROOSEVELT;Estadual;Reserva Extrativista;Category VI;MT;1996;Decreto 9521 de 19/06/1996;Ampliação - Lei complementar 8680 de 13/07/2007;Aripuanã (MT), Colniza (MT), Rodolândia (MT);Não;Sim;137.659;137.659;0;0;0;0;0;0
0000.51.0464;PARQUE ESTADUAL MÃE BONIFÁCIA;Estadual;Parque;Category II;MT;2000;Decreto 1470 de 09/06/2000;Recategorização - Decreto 722 de 26/09/2011;Cuiabá (MT);Não;Sim;77;0;0;77;0;0;0;0
0000.51.0465;PARQUE ESTADUAL GRUTA DA LAGOA AZUL;Estadual;Parque;Category II;MT;2000;Decreto 1472 de 09/06/2000;-;Nobres (MT);Sim;Não;528;0;0;528;0;0;0;0
0000.51.0470;PARQUE ESTADUAL DO XINGU;Estadual;Parque;Category II;MT;2001;Decreto 3585 de 07/12/2001;Redução - Lei complementar 8054 de 29/12/2003;Santa Cruz do Xingú (MT);Não;Sim;95.327;95.327;0;0;0;0;0;0
0000.51.0472;PARQUE ESTADUAL SERRA AZUL;Estadual;Parque;Category II;MT;1994;Lei ordinária 6439 de 31/05/1994;-;Barra do Garças (MT);Sim;Não;11.007;0;0;11.007;0;0;0;0
0000.51.0475;REFÚGIO DE VIDA SILVESTRE CORIXÃO DA MATA AZUL;Estadual;Refúgio de Vida Silvestre;Category III;MT;2001;Lei ordinária 7519 de 28/09/2001;-;Cocalinho (MT), Novo Santo Antonio (MT);Não;Não;35.708;0;0;35.708;0;0;0;0
0000.51.0476;REFÚGIO DE VIDA SILVESTRE QUELÔNIOS DO ARAGUAIA;Estadual;Refúgio de Vida Silvestre;Category III;MT;2001;Lei ordinária 7520 de 28/09/2001;-;Cocalinho (MT);Não;Não;78.942;0;0;78.942;0;0;0;0
0000.51.0477;PARQUE ESTADUAL DO GUIRÁ;Estadual;Parque;Category II;MT;2002;Lei ordinária 7625 de 15/01/2002;-;Cáceres (MT);Não;Não;104.631;0;0;0;0;0;104.631;0
0000.51.0478;ÁREA DE PROTEÇÃO AMBIENTAL DO SALTO MAGESSI;Estadual;Área de Proteção Ambiental;Category V;MT;2002;Lei complementar 7871 de 20/12/2002;-;Santa Rita do Trivelato (MT), Sorriso (MT);Não;Não;7.845;0;0;7.845;0;0;0;0
0000.51.0479;ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL PÉ DA SERRA AZUL;Estadual;Área de Proteção Ambiental;Category V;MT;1994;Lei complementar 6436 de 27/05/1994;-;Barra do Garças (MT);Não;Não;7.691;0;0;7.691;0;0;0;0
0000.25.0483;PARQUE ESTADUAL DA PEDRA DA BOCA;Estadual;Parque;Category II;PB;2000;Decreto 20889 de 07/02/2000;-;Araruna (PB);Não;Não;258;0;258;0;0;0;0;0
0000.25.0484;PARQUE ESTADUAL MARINHO DE AREIA VERMELHA;Estadual;Parque;Category II;PB;2000;Decreto 21263 de 28/08/2000;Revisão dos limites - Decreto 22878 de 25/03/2002;Cabedelo (PB);Não;Não;260;0;0;0;260;0;0;0
0000.25.0485;ÁREA DE PROTEÇÃO AMBIENTAL DAS ONÇAS;Estadual;Área de Proteção Ambiental;Category V;PB;2002;Decreto 22880 de 25/03/2002;-;São João do Tigre (PB);Não;Sim;3.398;0;3.398;0;0;0;0;0
0000.25.0488;PARQUE ESTADUAL MATA DO XEM-XÉM;Estadual;Parque;Category II;PB;2000;Decreto 21252 de 28/08/2000;-;Bayeux (PB);Não;Não;179;0;0;0;179;0;0;0
0000.25.0490;ÁREA DE PROTEÇÃO AMBIENTAL DE TAMBABA;Estadual;Área de Proteção Ambiental;Category V;PB;2002;Decreto 22882 de 25/03/2002;-;Alhandra (PB), Conde (PB), Pitimbu (PB);Não;Não;3.270;0;0;0;3.270;0;0;0
0000.41.0495;FLORESTA ESTADUAL DE SANTANA;Estadual;Floresta;Category VI;PR;1994;Decreto 4264 de 21/11/1994;-;Paulo Frontin (PR);Não;Não;239;0;0;0;239;0;0;0
0000.41.0496;ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL GUARAQUEÇABA;Estadual;Área de Proteção Ambiental;Category V;PR;1992;Decreto 1228 de 27/03/1992;-;Guaraqueçaba (PR);Não;Não;174.140;0;0;0;174.140;0;0;0
0000.41.0497;ESTAÇÃO ECOLÓGICA DO GUARAGUAÇU;Estadual;Estação Ecológica;Category Ia;PR;1992;Decreto 1230 de 27/03/1992;-;Paranaguá (PR);Sim;Não;1.188;0;0;0;1.188;0;0;0
0000.41.0498;ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA ESCARPA DEVONIANA;Estadual;Área de Proteção Ambiental;Category V;PR;1992;Decreto 1231 de 27/03/1992;-;Balsa Nova (PR), Castro (PR), Jaguariaíva (PR), Lapa (PR), Palmeira (PR), Piraí do Sul (PR), Ponta Grossa (PR), Porto Amazonas (PR), Sengés (PR), Tibagi (PR);Sim;Não;414.786;0;0;204.700;210.086;0;0;0
0000.41.0499;PARQUE ESTADUAL DO CERRADO;Estadual;Parque;Category II;PR;1992;Decreto 1232 de 27/03/1992;Ampliação - Decreto 1527 de 02/10/2007;Jaguariaíva (PR);Sim;Não;342;0;0;342;0;0;0;0
0000.41.0500;ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA;Estadual;Área de Proteção Ambiental;Category V;PR;1992;Decreto 1234 de 27/03/1992;-;Guaratuba (PR), MATINHOS (PR), Morretes (PR), Paranaguá (PR), São José dos Pinhais (PR), Tijucas do Sul (PR);Sim;Não;199.368;0;0;0;199.208;0;0;160
0000.41.0501;ÁREA DE PROTEÇÃO AMBIENTAL DO IRAÍ;Estadual;Área de Proteção Ambiental;Category V;PR;1996;Decreto 1753 de 06/05/1996;-;Campina Grande do Sul (PR), Colombo (PR), Pinhais (PR), Piraquara (PR), Quatro Barras (PR);Não;Não;10.743;0;0;0;10.743;0;0;0
0000.41.0502;ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DO PIRAQUARA;Estadual;Área de Proteção Ambiental;Category V;PR;1996;Decreto 1754 de 06/05/1996;-;Piraquara (PR);Não;Não;8.977;0;0;0;8.977;0;0;0
0000.41.0504;PARQUE ESTADUAL DE IBIPORÃ;Estadual;Parque;Category II;PR;1980;Decreto 2301 de 30/04/1980;Recategorização - Decreto 3741 de 23/01/2012;Ibiporã (PR);Sim;Sim;74;0;0;0;74;0;0;0
0000.41.0505;PARQUE ESTADUAL DO RIO GUARANI;Estadual;Parque;Category II;PR;2000;Decreto 2322 de 19/07/2000;-;Três Barras do Paraná (PR);Sim;Não;2.218;0;0;0;2.218;0;0;0
0000.41.0506;ÁREA DE PROTEÇÃO AMBIENTAL DO RIO VERDE;Estadual;Área de Proteção Ambiental;Category V;PR;2000;Decreto 2375 de 28/07/2000;-;Araucária (PR), Campo Largo (PR);Não;Não;14.812;0;0;0;14.812;0;0;0
0000.41.0511;PARQUE ESTADUAL DO LAGO AZUL;Estadual;Parque;Category II;PR;1997;Decreto 3256 de 30/06/1997;-;Luiziana (PR), Campo Mourão (PR);Sim;Sim;4.494;0;0;0;4.494;0;0;0
0000.41.0512;PARQUE ESTADUAL DO RIO DA ONÇA;Estadual;Parque;Category II;PR;1981;Decreto 3825 de 04/06/1981;Recategorização - Decreto 3741 de 23/01/2012;Matinhos (PR);Não;Não;131;0;0;0;131;0;0;0
0000.41.0513;PARQUE ESTADUAL DE CAMPINHOS;Estadual;Parque;Category II;PR;1960;Decreto 31030 de 20/07/1960;"Ampliação - Decreto 5168 de 30/07/2009 ; Ampliação - Decreto 5768 de 05/06/2002";Cerro Azul (PR), Tunas do Paraná (PR);Sim;Sim;567;0;0;0;567;0;0;0
0000.41.0514;PARQUE ESTADUAL DO BOGUAÇU;Estadual;Parque;Category II;PR;1998;Decreto 4056 de 26/02/1998;Ampliação - Lei ordinária 13979 de 26/12/2002;Guaratuba (PR);Não;Não;6.657;0;0;0;6.657;0;0;0
0000.41.0515;ESTAÇÃO ECOLÓGICA RIO DOS TOUROS;Estadual;Estação Ecológica;Category Ia;PR;2001;Decreto 4229 de 05/06/2001;-;Reserva do Iguaçu (PR);Sim;Não;1.216;0;0;0;1.216;0;0;0
0000.41.0516;ESTAÇÃO ECOLÓGICA FERNANDES PINHEIRO;Estadual;Estação Ecológica;Category Ia;PR;2001;Decreto 4230 de 05/06/2001;-;Fernandes Pinheiro (PR);Não;Não;513;0;0;0;513;0;0;0
0000.41.0517;FLORESTA ESTADUAL CÓRREGO DA BIQUINHA;Estadual;Floresta;Category VI;PR;1994;Decreto 4265 de 21/11/1994;-;Tibagi (PR);Não;Não;37;0;0;0;37;0;0;0
0000.41.0518;PARQUE ESTADUAL DO PAU-OCO;Estadual;Parque;Category II;PR;1994;Decreto 4266 de 21/11/1994;-;Morretes (PR);Não;Não;881;0;0;0;881;0;0;0
0000.41.0519;PARQUE ESTADUAL MATA SÃO FRANCISCO;Estadual;Parque;Category II;PR;1994;Decreto 4333 de 05/12/1994;-;Santa Mariana (PR), Cornélio Procópio (PR);Não;Não;819;0;0;0;819;0;0;0
0000.41.0520;FLORESTA ESTADUAL METROPOLITANA;Estadual;Floresta;Category VI;PR;1988;Decreto 4404 de 13/12/1988;Redução - Lei ordinária 12684 de 07/10/1999;Piraquara (PR);Não;Não;459;0;0;0;459;0;0;0
0000.41.0521;FLORESTA ESTADUAL DO PALMITO;Estadual;Floresta;Category VI;PR;1998;Decreto 4493 de 17/06/1998;-;Paranaguá (PR);Não;Não;535;0;0;0;535;0;0;0
0000.41.0522;PARQUE ESTADUAL DE IBICATU;Estadual;Parque;Category II;PR;1982;Decreto 4835 de 15/02/1982;"Ampliação - Decreto 5181 de 31/07/2009 ; Recategorização - Decreto 3741 de 23/01/2012";Centenário do Sul (PR);Sim;Não;304;0;0;0;304;0;0;0
0000.41.0523;ESTAÇÃO ECOLÓGICA DO CAUIÁ;Estadual;Estação Ecológica;Category Ia;PR;1994;Decreto 4263 de 21/11/1994;-;Diamante do Norte (PR);Não;Sim;1.449;0;0;0;1.449;0;0;0
0000.41.0524;PARQUE ESTADUAL ROBERTO RIBAS LANGE;Estadual;Parque;Category II;PR;1994;Decreto 4267 de 21/11/1994;-;Antonina (PR), Morretes (PR);Não;Não;2.801;0;0;0;2.801;0;0;0
0000.41.0525;PARQUE ESTADUAL DO PENHASCO VERDE;Estadual;Parque;Category II;PR;1991;Decreto 457 de 05/06/1991;-;São Jerônimo da Serra (PR);Não;Não;305;0;0;0;305;0;0;0
0000.41.0526;ÁREA DE PROTEÇÃO AMBIENTAL DO PASSAUNA;Estadual;Área de Proteção Ambiental;Category V;PR;1991;Decreto 458 de 05/06/1991;-;Almirante Tamandaré (PR), Araucária (PR), Campo Magro (PR), Campo Largo (PR), Curitiba (PR);Não;Não;15.562;0;0;0;15.562;0;0;0
0000.41.0527;PARQUE ESTADUAL DA MATA DO GODOY;Estadual;Parque;Category II;PR;1989;Decreto 5150 de 07/06/1989;Ampliação - Decreto 3917 de 30/12/1997;Londrina (PR);Não;Não;683;0;0;0;683;0;0;0
0000.41.0528;ESTAÇÃO ECOLÓGICA DA ILHA DO MEL;Estadual;Estação Ecológica;Category Ia;PR;1982;Decreto 5454 de 21/09/1982;-;Paranaguá (PR);Não;Não;2.323;0;0;0;2.323;0;0;0
0000.41.0529;PARQUE ESTADUAL DA ILHA DO MEL;Estadual;Parque;Category II;PR;2002;Decreto 5506 de 21/03/2002;-;Paranaguá (PR);Não;Não;395;0;0;0;318;0;0;77
0000.41.0530;PARQUE ESTADUAL PROFESSOR JOSÉ WACCHOWICZ;Estadual;Parque;Category II;PR;2002;Decreto 5766 de 05/06/2002;-;Araucária (PR);Não;Não;111;0;0;0;111;0;0;0
0000.41.0531;PARQUE ESTADUAL SERRA DA BAITACA;Estadual;Parque;Category II;PR;2002;Decreto 5765 de 05/06/2002;-;Piraquara (PR), Quatro Barras (PR);Não;Sim;3.008;0;0;0;3.008;0;0;0
0000.41.0532;PARQUE ESTADUAL PICO PARANÁ;Estadual;Parque;Category II;PR;2002;Decreto 5769 de 05/06/2002;-;Antonina (PR), Campina Grande do Sul (PR);Não;Não;4.331;0;0;0;4.331;0;0;0
0000.41.0533;REFÚGIO DE VIDA SILVESTRE DO PINHÃO.;Estadual;Refúgio de Vida Silvestre;Category III;PR;1983;Decreto 6023 de 18/03/1983;Alteração de nome - Decreto 3741 de 23/01/2012;Pinhão (PR);Sim;Não;204;0;0;0;204;0;0;0
0000.41.0534;PARQUE ESTADUAL DO CAXAMBU;Estadual;Parque;Category II;PR;1979;Decreto 6351 de 23/02/1979;Recategorização - Decreto 3281/2011 de 18/11/2011;Castro (PR);Sim;Não;1.108;0;0;0;1.108;0;0;0
0000.41.0538;FLORESTA ESTADUAL DO PASSA DOIS;Estadual;Floresta;Category VI;PR;1990;Decreto 6594 de 22/02/1990;-;Curitiba (PR);Não;Não;253;0;0;0;253;0;0;0
0000.41.0539;RESERVA BIOLÓGICA SÃO CAMILO;Estadual;Reserva Biológica;Category Ia;PR;1990;Decreto 6595 de 22/02/1990;Recategorização - Decreto 7885 de 29/07/2010;Palotina (PR);Sim;Não;387;0;0;0;387;0;0;0
0000.41.0540;PARQUE ESTADUAL DO PICO MARUMBI;Estadual;Parque;Category II;PR;1990;Decreto 7300 de 24/09/1990;-;Morretes (PR), Piraquara (PR), Quatro Barras (PR);Não;Não;2.342;0;0;0;2.342;0;0;0
0000.41.0541;PARQUE ESTADUAL DA GRACIOSA;Estadual;Parque;Category II;PR;1990;Decreto 7302 de 24/09/1990;-;Morretes (PR);Não;Não;1.147;0;0;0;1.147;0;0;0
0000.41.0542;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DA CABEÇA DO CACHORRO;Estadual;Área de Relevante Interesse Ecológico;Category IV;PR;1990;Decreto 7456 de 27/11/1990;-;São Pedro do Iguaçu (PR);Sim;Não;58;0;0;0;58;0;0;0
0000.41.0543;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DO BURITI;Estadual;Área de Relevante Interesse Ecológico;Category IV;PR;1990;Decreto 7456 de 27/09/1990;-;Pato Branco (PR);Não;Não;83;0;0;0;83;0;0;0
0000.41.0544;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DA SERRA DO TIGRE;Estadual;Área de Relevante Interesse Ecológico;Category IV;PR;1990;Decreto 7456 de 27/11/1990;-;Mallet (PR);Não;Não;34;0;0;0;34;0;0;0
0000.41.0545;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DE SÃO DOMINGOS;Estadual;Área de Relevante Interesse Ecológico;Category IV;PR;1990;Decreto 7456 de 27/11/1990;-;Roncador (PR);Não;Não;40;0;0;0;40;0;0;0
0000.41.0546;PARQUE ESTADUAL DAS LAURÁCEAS;Estadual;Parque;Category II;PR;1979;Decreto 719 de 27/06/1979;"Ampliação - Decreto 5167 de 30/07/2009 ; Ampliação - Decreto 5894 de 10/10/1989 ; Ampliação - Decreto 4362 de 08/12/1994";Fênix (PR);Sim;Não;27.682;0;0;0;27.682;0;0;0
0000.41.0547;PARQUE ESTADUAL JOÃO PAULO II;Estadual;Parque;Category II;PR;1986;Lei ordinária 8299 de 09/05/1986;-;Curitiba (PR);Não;Não;5;0;0;0;5;0;0;0
0000.41.0548;ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA SERRA DA ESPERANÇA;Estadual;Área de Proteção Ambiental;Category V;PR;1992;Lei ordinária 9905 de 27/01/1992;Revisão dos limites - Decreto 1438 de 06/12/1995;Cruz Machado (PR), Guarapuava (PR), Inácio Martins (PR), Irati (PR), Mallet (PR), Paula Freitas (PR), Paulo Frontin (PR), Prudentópolis (PR), Rio Azul (PR), União da Vitória (PR);Não;Não;204.515;0;0;0;204.515;0;0;0
0000.41.0549;PARQUE ESTADUAL DO GUARTELÁ;Estadual;Parque;Category II;PR;1996;Decreto 2329 de 24/09/1996;-;Tibagi (PR);Sim;Sim;788;0;0;788;0;0;0;0
0000.41.0550;PARQUE ESTADUAL DE VILA VELHA;Estadual;Parque;Category II;PR;1953;Decreto 1292 de 12/10/1953;Ampliação - Decreto 5767 de 05/06/2002;Ponta Grossa (PR);Sim;Sim;3.215;0;0;0;3.215;0;0;0
0000.41.0552;PARQUE ESTADUAL DE PALMAS;Estadual;Parque;Category II;PR;2007;Decreto 1530 de 02/10/2007;-;Palmas (PR);Não;Não;181;0;0;0;181;0;0;0
0000.41.0658;ÁREA DE PROTEÇÃO AMBIENTAL DO PEQUENO;Estadual;Área de Proteção Ambiental;Category V;PR;1996;Decreto 1752 de 06/05/1996;-;São José dos Pinhais (PR);Não;Não;7.362;0;0;0;7.362;0;0;0
0000.33.0723;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL DO AVENTUREIRO;Estadual;Reserva de Desenvolvimento Sustentável;Category VI;RJ;1990;Decreto 15983 de 27/11/1990;Recategorização - Lei ordinária 6793 de 28/05/2014;Angra dos Reis (RJ);Não;Não;1.900;0;0;0;209;0;0;1.691
0000.33.0724;ÁREA DE PROTEÇÃO AMBIENTAL DO PAU BRASIL;Estadual;Área de Proteção Ambiental;Category V;RJ;2002;Decreto 31346 de 06/06/2002;-;Armação de Búzios (RJ), Cabo Frio (RJ);Sim;Sim;10.547;0;0;0;2.702;0;0;7.845
0000.33.0726;ÁREA DE PROTEÇÃO AMBIENTAL DE MANGARATIBA;Estadual;Área de Proteção Ambiental;Category V;RJ;1987;Decreto 9802 de 12/03/1987;-;Mangaratiba (RJ);Não;Sim;24.497;0;0;0;24.431;0;0;66
0000.33.0727;ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DE SAPIATIBA;Estadual;Área de Proteção Ambiental;Category V;RJ;1990;Decreto 15136 de 20/07/1990;-;Iguaba Grande (RJ), São Pedro da Aldeia (RJ);Sim;Sim;5.960;0;0;0;5.960;0;0;0
0000.33.0728;RESERVA BIOLÓGICA ESTADUAL DA PRAIA DO SUL;Estadual;Reserva Biológica;Category Ia;RJ;1981;Decreto 4972 de 02/12/1981;Redução - Lei ordinária 6793 de 28/05/2014;Angra dos Reis (RJ);Não;Não;3.267;0;0;0;3.153;0;0;114
0000.33.0729;ÁREA DE PROTEÇÃO AMBIENTAL DE MARICÁ;Estadual;Área de Proteção Ambiental;Category V;RJ;1984;Decreto 7230 de 23/04/1984;-;Maricá (RJ);Sim;Sim;969;0;0;0;895;0;0;74
0000.33.0731;ÁREA DE PROTEÇÃO AMBIENTAL DE TAMOIOS;Estadual;Área de Proteção Ambiental;Category V;RJ;1982;Decreto 9452 de 05/12/1982;-;Angra dos Reis (RJ);Sim;Sim;20.650;0;0;0;18.393;0;0;2.257
0000.33.0735;ÁREA DE PROTEÇÃO AMBIENTAL DE GERICINÓ/MENDANHA;Estadual;Área de Proteção Ambiental;Category V;RJ;2005;Decreto 38183 de 05/09/2005;-;Mesquita (RJ), Nilópolis (RJ), Nova Iguaçu (RJ), Rio de Janeiro (RJ);Não;Sim;7.974;0;0;0;7.974;0;0;0
0000.33.0736;ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO DOS FRADES;Estadual;Área de Proteção Ambiental;Category V;RJ;1990;Lei ordinária 1755 de 17/11/1990;-;Rio de Janeiro (RJ), Teresópolis (RJ);Não;Não;6.882;0;0;0;6.882;0;0;0
