ID_UC,Código UC,Informações Gerais,Nome da UC,Esfera Administrativa,Categoria de Manejo,Categoria IUCN,UF,Ano de Criação,Ano do ato legal mais recente,Ato Legal de Criação,Outros atos legais,Municípios Abrangidos,Plano de Manejo,Conselho Gestor,Órgão Gestor,"Fonte da Área: (1 = SHP, 0 = Ato legal)",Área soma biomas,Área soma Biomas Continental,Área Ato Legal de Criação,Bioma Área (ha),Amazônia,Caatinga,Cerrado,Mata Atlântica,Pampa,Pantanal,Área Marinha,Bioma declarado,Grupo,PI,US,Recortes (ha),Mar Territorial,Município Costeiro,Município Costeiro + Área Marinha,Programa/Projeto,Sítios do Patrimônio Mundial,Sítios Ramsar,Mosaico,Reserva da Biosfera,Qualidade dos dados georreferenciados,Data da última certificação dos dados pelo Órgão Gestor
1242,0000.00.1242,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDINHA,Federal,Reserva Particular do Patrimônio Natural,Category IV,MS,1994,1994,Portaria 65/94-N de 17/06/1994,Sem informação.: Sem informação.,AQUIDAUANA (MS),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,1,9410.959159,9410.959159,9619,,0,0,0,0,0,9410.959159,0,Pantanal,Uso Sustentável,0,1,,0,0,0,,,,,RB - Pantanal,Polígono corresponde ao memorial descritivo,"sexta-feira, 26 de abril de 2019"
1243,0000.00.1243,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ARARA AZUL,Federal,Reserva Particular do Patrimônio Natural,Category IV,MS,2002,2002,Portaria 51 de 18/04/2002,Sem informação.,CORUMBÁ (MS),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,0,2000,2000,2000,,0,0,0,0,0,2000,0,Pantanal,Uso Sustentável,0,1,,0,0,0,,,,,RB - Pantanal,Polígono corresponde ao memorial descritivo,"quarta-feira, 19 de junho de 2019"
1244,0000.00.1244,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA CAPÃO BONITO,Federal,Reserva Particular do Patrimônio Natural,Category IV,MS,2001,2001,Portaria 55/2001 de 23/04/2001,Sem informação.,MARACAJU (MS),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,0,684,684,683.67,,0,0,0,0,0,684,0,Pantanal,Uso Sustentável,0,1,,0,0,0,,,,,,Polígono corresponde ao memorial descritivo,"quarta-feira, 19 de junho de 2019"
1245,0000.00.1245,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTÂNCIA SANTA INÊS,Federal,Reserva Particular do Patrimônio Natural,Category IV,MS,1991,1991,Portaria 3 de 24/04/1991,Sem informação.,CAMPO GRANDE (MS),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,0,133,133,132.64,,0,0,133,0,0,0,0,Cerrado,Uso Sustentável,0,1,,0,0,0,,,,,,Polígono corresponde ao memorial descritivo,"segunda-feira, 1 de julho de 2019"
1247,0000.00.1247,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SANTUÁRIO CARAÇA,Federal,Reserva Particular do Patrimônio Natural,Category IV,MG,1994,1994,Portaria 32 de 30/03/1994,Sem informação.,SANTA BÁRBARA (MG),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,1,10189.94242,10189.94242,10187.89,,0,0,0,10189.94242,0,0,0,Mata Atlântica,Uso Sustentável,0,1,,0,0,0,,,,,"RB - Mt Atlântica, RB - Serra do Espinhaço",Polígono corresponde ao memorial descritivo,"segunda-feira, 1 de julho de 2019"
1248,0000.00.1248,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA RESSACA,Federal,Reserva Particular do Patrimônio Natural,Category IV,MG,1998,1998,Portaria 25/98-N de 02/03/1998,Sem informação.,MANGA (MG),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,0,4055,4055,4055,,0,0,0,4055,0,0,0,Mata Atlântica,Uso Sustentável,0,1,,0,0,0,,,,,"RB - Caatinga, RB - Mt Atlântica",Polígono corresponde ao memorial descritivo,"sexta-feira, 19 de julho de 2019"
1249,0000.00.1249,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ÁREA DE PROTEÇÃO DO RESERVATÓRIO DE JURAMENTO,Federal,Reserva Particular do Patrimônio Natural,Category IV,MG,1998,1998,Portaria 99-N de 13/07/1998,Sem informação.,JURAMENTO (MG),Não,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,0,3108,3108,3108,,0,0,3108,0,0,0,0,Cerrado,Uso Sustentável,0,1,,0,0,0,,,,,RB - Serra do Espinhaço,Polígono corresponde ao memorial descritivo,"terça-feira, 1 de outubro de 2019"
1250,0000.00.1250,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA VEREDA GRANDE,Federal,Reserva Particular do Patrimônio Natural,Category IV,MG,1990,1990,Portaria 643/1990 de 03/05/1990,Sem informação.,PRESIDENTE OLEGÁRIO (MG),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,1,2974.698495,2974.698495,2994.8,,0,0,2974.698495,0,0,0,0,Cerrado,Uso Sustentável,0,1,,0,0,0,,,,,,Polígono corresponde ao memorial descritivo,"quarta-feira, 21 de agosto de 2019"
1251,0000.00.1251,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL UNIDADE DE CONSERVAÇÃO DE GALHEIROS,Federal,Reserva Particular do Patrimônio Natural,Category IV,MG,1995,1995,Portaria 73- N de 06/09/1995,Sem informação.,PERDIZES (MG),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,0,2695,2695,2694.73,,0,0,2695,0,0,0,0,Cerrado,Uso Sustentável,0,1,,0,0,0,,,,,,Polígono corresponde ao memorial descritivo,"quarta-feira, 21 de agosto de 2019"
1252,0000.00.1252,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA CAETANO,Federal,Reserva Particular do Patrimônio Natural,Category IV,MG,1993,1993,Portaria 147- N de 30/12/1992,Sem informação.: Sem informação.,PARACATU (MG),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,0,1421,1421,1420.65,,0,0,1421,0,0,0,0,Cerrado,Uso Sustentável,0,1,,0,0,0,,,,,,Polígono corresponde ao memorial descritivo,"quarta-feira, 21 de agosto de 2019"
1253,0000.00.1253,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA CAETANO-LUGAR SANTO AGOSTINHO,Federal,Reserva Particular do Patrimônio Natural,Category IV,MG,1993,1993,Portaria 146/92-N de 30/12/1992,Sem informação.,PARACATU (MG),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,0,1184,1184,1184,,0,0,1184,0,0,0,0,Cerrado,Uso Sustentável,0,1,,0,0,0,,,,,,Polígono corresponde ao memorial descritivo,"quinta-feira, 30 de janeiro de 2020"
1254,0000.00.1254,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FELICIANO MIGUEL ABDALA,Federal,Reserva Particular do Patrimônio Natural,Category IV,MG,2001,2001,Portaria 116/2001 de 03/09/2001,Sem informação.,CARATINGA (MG),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,1,950.1426725,950.1426725,957.58,,0,0,0,950.1426725,0,0,0,Mata Atlântica,Uso Sustentável,0,1,,0,0,0,,,,,RB - Mt Atlântica,Polígono corresponde ao memorial descritivo,"segunda-feira, 10 de fevereiro de 2020"
1255,0000.00.1255,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA MACEDÔNIA,Federal,Reserva Particular do Patrimônio Natural,Category IV,MG,1994,1994,Portaria 111/94-N de 14/10/1994,Sem informação.,IPABA (MG),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,0,560,560,560,,0,0,0,560,0,0,0,Mata Atlântica,Uso Sustentável,0,1,,0,0,0,,,,,RB - Mt Atlântica,Polígono corresponde ao memorial descritivo,"quinta-feira, 8 de setembro de 2022"
1256,0000.00.1256,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MONLEVADE,Federal,Reserva Particular do Patrimônio Natural,Category IV,MG,1993,1993,Portaria 17-N de 19/02/1993,Sem informação.,JOÃO MONLEVADE (MG),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,0,519,519,518.7,,0,0,0,519,0,0,0,Mata Atlântica,Uso Sustentável,0,1,,0,0,0,,,,,,Polígono corresponde ao memorial descritivo,"sexta-feira, 26 de maio de 2023"
1257,0000.00.1257,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SERROTE,Federal,Reserva Particular do Patrimônio Natural,Category IV,MG,1998,1998,Portaria 57/98-N de 14/05/1998,Sem informação.: Sem informação.,IBIÁ (MG),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,0,493,493,493,,0,0,493,0,0,0,0,Cerrado,Uso Sustentável,0,1,,0,0,0,,,,,,Polígono corresponde ao memorial descritivo,"terça-feira, 3 de novembro de 2020"
1258,0000.00.1258,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL - RESERVA ECOLÓGICA DO PANGA,Federal,Reserva Particular do Patrimônio Natural,Category IV,MG,1997,1997,Portaria 072/97-N de 04/07/1997,Sem informação.: Sem informação.,UBERLÂNDIA (MG),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,1,406.2367691,406.2367691,409.5,,0,0,406.2367691,0,0,0,0,Cerrado,Uso Sustentável,0,1,,0,0,0,,,,,,Polígono corresponde ao memorial descritivo,"terça-feira, 11 de outubro de 2022"
1259,0000.00.1259,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA DO JACOB,Federal,Reserva Particular do Patrimônio Natural,Category IV,MG,1997,1997,Portaria 123/97-N de 24/10/1997,Sem informação.,NOVA PONTE (MG),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,0,358,358,358.33,,0,0,358,0,0,0,0,Cerrado,Uso Sustentável,0,1,,0,0,0,,,,,RB - Mt Atlântica,Polígono corresponde ao memorial descritivo,"segunda-feira, 8 de fevereiro de 2021"
1262,0000.00.1262,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA ECOLÓGICA FUNDAÇÃO ROCHA LOURES,Federal,Reserva Particular do Patrimônio Natural,Category IV,MG,2000,2000,Portaria 16/2000 de 17/03/2000,Sem informação.,UNAÍ (MG),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,1,298.0212511,298.0212511,300,,0,0,298.0212511,0,0,0,0,Cerrado,Uso Sustentável,0,1,,0,0,0,,,,,,Polígono corresponde ao memorial descritivo,"terça-feira, 2 de março de 2021"
1263,0000.00.1263,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ARARA VERMELHA,Federal,Reserva Particular do Patrimônio Natural,Category IV,MG,2005,2005,Portaria 31 de 28/04/2005,Sem informação.,ARINOS (MG),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,1,254.4398775,254.4398775,248.45,,0,0,254.4398775,0,0,0,0,Cerrado,Uso Sustentável,0,1,,0,0,0,,,,,,Polígono corresponde ao memorial descritivo,"quarta-feira, 14 de setembro de 2022"
1264,0000.00.1264,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA CRUZEIRO,Federal,Reserva Particular do Patrimônio Natural,Category IV,MG,1999,1999,Portaria 04/99-N de 01/02/1999,Sem informação.,DIAMANTINA (MG),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,0,180,180,180,,0,0,180,0,0,0,0,Cerrado,Uso Sustentável,0,1,,0,0,0,,,,,RB - Serra do Espinhaço,Polígono corresponde ao memorial descritivo,"terça-feira, 18 de outubro de 2022"
1265,0000.00.1265,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA BOM JARDIM,Federal,Reserva Particular do Patrimônio Natural,Category IV,MG,1997,1997,Portaria 125/97-N de 27/10/1997,Sem informação.,MATOZINHOS (MG),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,0,173,173,172.8,,0,0,173,0,0,0,0,Cerrado,Uso Sustentável,0,1,,0,0,0,,,,,"RB - Mt Atlântica, RB - Serra do Espinhaço",Polígono corresponde ao memorial descritivo,"quarta-feira, 19 de janeiro de 2022"
1266,0000.00.1266,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA DA CALIFÓRNIA,Federal,Reserva Particular do Patrimônio Natural,Category IV,MG,1997,1997,Portaria 172-N de 29/12/1997,Sem informação.: Sem informação.,SALTO DA DIVISA (MG),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,1,149.8763836,149.8763836,155.4,,0,0,0,149.8763836,0,0,0,Mata Atlântica,Uso Sustentável,0,1,,0,0,0,,,,,RB - Mt Atlântica,Polígono corresponde ao memorial descritivo,"terça-feira, 30 de novembro de 2021"
1267,0000.00.1267,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTAÇÃO BIOLÓGICA DA MATA DO SOSSEGO,Federal,Reserva Particular do Patrimônio Natural,Category IV,MG,1998,1998,Portaria 20-N de 16/02/1998,Sem informação.,SIMONÉSIA (MG),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,0,134,134,133.74,,0,0,0,134,0,0,0,Mata Atlântica,Uso Sustentável,0,1,,0,0,0,,,,,RB - Mt Atlântica,Polígono corresponde ao memorial descritivo,"terça-feira, 30 de novembro de 2021"
1268,0000.00.1268,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA CACHOEIRA,Federal,Reserva Particular do Patrimônio Natural,Category IV,MG,1997,1997,Portaria 126/97-N de 27/10/1997,Sem informação.,SERRA DO SALITRE (MG),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,0,122,122,122,,0,0,122,0,0,0,0,Cerrado,Uso Sustentável,0,1,,0,0,0,,,,,,Polígono corresponde ao memorial descritivo,"quinta-feira, 18 de novembro de 2021"
1269,0000.00.1269,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL COMODATO RESERVA DE PETI,Federal,Reserva Particular do Patrimônio Natural,Category IV,MG,2001,2001,Portaria 99/2001 de 03/09/2001,Sem informação.,SÃO GONÇALO DO RIO ABAIXO (MG),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,0,96,96,96.42,,0,0,0,96,0,0,0,Mata Atlântica,Uso Sustentável,0,1,,0,0,0,,,,,"RB - Mt Atlântica, RB - Serra do Espinhaço",Polígono corresponde ao memorial descritivo,"terça-feira, 18 de outubro de 2022"
1270,0000.00.1270,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA ALTO DA BOA VISTA,Federal,Reserva Particular do Patrimônio Natural,Category IV,MG,1999,1999,Portaria 11-N de 11/02/1999,Sem informação.,BOCAINA DE MINAS (MG),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,1,54.64650999,54.64650999,55,,0,0,0,54.64650999,0,0,0,Mata Atlântica,Uso Sustentável,0,1,,0,0,0,,,,,RB - Mt Atlântica,Polígono corresponde ao memorial descritivo,"quarta-feira, 22 de setembro de 2021"
1271,0000.00.1271,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA GANA,Federal,Reserva Particular do Patrimônio Natural,Category IV,MG,1997,1997,Portaria 26/97-N de 11/04/1997,Sem informação.,TUPACIGUARA (MG),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,1,92.57463663,92.57463663,93.36,,0,0,92.57463663,0,0,0,0,Cerrado,Uso Sustentável,0,1,,0,0,0,,,,,RB - Mt Atlântica,Polígono corresponde ao memorial descritivo,"quarta-feira, 22 de setembro de 2021"
1272,0000.00.1272,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL POÇO FUNDO,Federal,Reserva Particular do Patrimônio Natural,Category IV,MG,2001,2001,Portaria 36 de 02/06/1995,Ampliação: Portaria 103 de 03/09/2001,CONGONHAS (MG),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,1,427.3321459,427.3321459,336.73,,0,0,0,427.3321459,0,0,0,Mata Atlântica,Uso Sustentável,0,1,,0,0,0,,,,,"RB - Mt Atlântica, RB - Serra do Espinhaço",Polígono corresponde ao memorial descritivo,"sexta-feira, 12 de novembro de 2021"
1273,0000.00.1273,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA DO LÔBO,Federal,Reserva Particular do Patrimônio Natural,Category IV,MG,1997,1997,Portaria 121-N de 21/10/1997,Sem informação.: Sem informação.,SÃO ROQUE DE MINAS (MG),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,0,74,74,74,,0,0,74,0,0,0,0,Cerrado,Uso Sustentável,0,1,,0,0,0,,,,,,Polígono corresponde ao memorial descritivo,"segunda-feira, 18 de outubro de 2021"
1274,0000.00.1274,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL  MORRO DA CRUZ DAS ALMAS,Federal,Reserva Particular do Patrimônio Natural,Category IV,MG,1998,1998,Portaria 10/98-N de 22/01/1998,Sem informação.,PARACATU (MG),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,1,72.93387556,72.93387556,73.44,,0,0,72.93387556,0,0,0,0,Cerrado,Uso Sustentável,0,1,,0,0,0,,,,,,Polígono corresponde ao memorial descritivo,"terça-feira, 19 de outubro de 2021"
1275,0000.00.1275,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA DO IRACAMBI,Federal,Reserva Particular do Patrimônio Natural,Category IV,MG,1999,1999,Portaria 74/99-N de 13/09/1999,Sem informação.,ROSÁRIO DA LIMEIRA (MG),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,1,69.49235222,69.49235222,70,,0,0,0,69.49235222,0,0,0,Mata Atlântica,Uso Sustentável,0,1,,0,0,0,,,,,RB - Mt Atlântica,Polígono corresponde ao memorial descritivo,"quarta-feira, 20 de outubro de 2021"
1276,0000.00.1276,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA DA CACHOEIRA,Federal,Reserva Particular do Patrimônio Natural,Category IV,MG,1997,1997,Portaria 039/97-N de 30/04/1997,Sem informação.: Sem informação.,SANTANA DO RIACHO (MG),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,1,71.53626679,71.53626679,58.31,,0,0,71.53626679,0,0,0,0,Cerrado,Uso Sustentável,0,1,,0,0,0,,,,,"RB - Mt Atlântica, RB - Serra do Espinhaço",Polígono corresponde ao memorial descritivo,"segunda-feira, 8 de novembro de 2021"
1277,0000.00.1277,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ALTO DA BOA VISTA,Federal,Reserva Particular do Patrimônio Natural,Category IV,MG,1999,1999,Portaria 10/2000-N de 17/08/1995,Ampliação: Portaria 72/99-N de 13/09/1999 - Sem informação.: Sem informação. - Sem informação.: Sem informação.,DESCOBERTO (MG),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,0,118,118,96,,0,0,0,118,0,0,0,Mata Atlântica,Uso Sustentável,0,1,,0,0,0,,,,,RB - Mt Atlântica,Polígono corresponde ao memorial descritivo,"sexta-feira, 12 de novembro de 2021"
1279,0000.00.1279,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VILA ANA ANGÉLICA,Federal,Reserva Particular do Patrimônio Natural,Category IV,MG,1998,1998,Portaria 140/98-N de 02/10/1998,Sem informação.,ANTÔNIO DIAS (MG),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,0,46,46,45.93,,0,0,0,46,0,0,0,Mata Atlântica,Uso Sustentável,0,1,,0,0,0,,,,,RB - Mt Atlântica,Polígono corresponde ao memorial descritivo,"sexta-feira, 17 de dezembro de 2021"
1280,0000.00.1280,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ITAJURÚ OU SOBRADO,Federal,Reserva Particular do Patrimônio Natural,Category IV,MG,2002,2002,Portaria 109/2002 de 08/08/2002,Sem informação.,SANTA BÁRBARA (MG),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,0,43,43,43.06,,0,0,0,43,0,0,0,Mata Atlântica,Uso Sustentável,0,1,,0,0,0,,,,,"RB - Mt Atlântica, RB - Serra do Espinhaço",Polígono corresponde ao memorial descritivo,"terça-feira, 18 de janeiro de 2022"
1281,0000.00.1281,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PANELÃO DOS MURIQUES,Federal,Reserva Particular do Patrimônio Natural,Category IV,MG,2001,2001,Portaria 134 de 05/10/2001,Sem informação.,FERVEDOURO (MG),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,1,39.88478753,39.88478753,40.17,,0,0,0,39.88478753,0,0,0,Mata Atlântica,Uso Sustentável,0,1,,0,0,0,,,,,RB - Mt Atlântica,Polígono corresponde ao memorial descritivo,"quinta-feira, 7 de abril de 2022"
1283,0000.00.1283,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CACHOEIRA DO CERRADÃO,Federal,Reserva Particular do Patrimônio Natural,Category IV,MG,2001,2001,Portaria 92/2001 de 16/08/2001,Sem informação.,SÃO ROQUE DE MINAS (MG),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,0,38,38,37.7,,0,0,38,0,0,0,0,Cerrado,Uso Sustentável,0,1,,0,0,0,,,,,,Polígono corresponde ao memorial descritivo,"terça-feira, 3 de maio de 2022"
1284,0000.00.1284,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA DO BUGIO,Federal,Reserva Particular do Patrimônio Natural,Category IV,MG,2004,2004,Portaria 22/94-N de 05/03/2004,Sem informação.,RIO NOVO (MG),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,1,36.70552084,36.70552084,35.22,,0,0,0,36.70552084,0,0,0,Mata Atlântica,Uso Sustentável,0,1,,0,0,0,,,,,RB - Mt Atlântica,Polígono corresponde ao memorial descritivo,"quarta-feira, 20 de abril de 2022"
1285,0000.00.1285,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MITRA DO BISPO,Federal,Reserva Particular do Patrimônio Natural,Category IV,MG,1999,1999,Portaria 97/99-N de 24/11/1999,Sem informação.,BOCAINA DE MINAS (MG),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,1,34.77529378,34.77529378,35,,0,0,0,34.77529378,0,0,0,Mata Atlântica,Uso Sustentável,0,1,,0,0,0,,,,Mosaico Mantiqueira,RB - Mt Atlântica,Polígono corresponde ao memorial descritivo,"terça-feira, 2 de agosto de 2022"
1286,0000.00.1286,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VILA AMANDA,Federal,Reserva Particular do Patrimônio Natural,Category IV,MG,2005,2005,Portaria 55 de 18/08/2005,Sem informação.: Sem informação.,PARAOPEBA (MG),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,1,34.33302385,34.33302385,34.18,,0,0,34.33302385,0,0,0,0,Cerrado,Uso Sustentável,0,1,,0,0,0,,,,,,Polígono corresponde ao memorial descritivo,"quarta-feira, 1 de junho de 2022"
1287,0000.00.1287,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA CHACRINHA,Federal,Reserva Particular do Patrimônio Natural,Category IV,MG,1997,1997,Portaria 69-N de 03/07/1997,Sem informação.: Sem informação.,CORAÇÃO DE JESUS (MG),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,0,34,34,34,,0,0,34,0,0,0,0,Cerrado,Uso Sustentável,0,1,,0,0,0,,,,,,Polígono corresponde ao memorial descritivo,"quarta-feira, 1 de junho de 2022"
1288,0000.00.1288,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA PEDRA BONITA,Federal,Reserva Particular do Patrimônio Natural,Category IV,MG,1992,1992,Portaria 44/92-N de 27/04/1992,Sem informação.,SÃO JOÃO NEPOMUCENO (MG),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,0,33,33,33,,0,0,0,33,0,0,0,Mata Atlântica,Uso Sustentável,0,1,,0,0,0,,,,,RB - Mt Atlântica,Polígono corresponde ao memorial descritivo,"quarta-feira, 1 de junho de 2022"
1289,0000.00.1289,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO ESTRELA DA SERRA,Federal,Reserva Particular do Patrimônio Natural,Category IV,MG,1997,1997,Portaria 114-N de 01/10/1997,Sem informação.,OLARIA (MG),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,0,30,30,30.1,,0,0,0,30,0,0,0,Mata Atlântica,Uso Sustentável,0,1,,0,0,0,,,,,RB - Mt Atlântica,Polígono corresponde ao memorial descritivo,"terça-feira, 23 de agosto de 2022"
1290,0000.00.1290,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO RAIO SOLAR,Federal,Reserva Particular do Patrimônio Natural,Category IV,MG,1999,1999,Portaria 71/99-N de 13/09/1999,Sem informação.,EXTREMA (MG),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,0,29,29,28.69,,0,0,0,29,0,0,0,Mata Atlântica,Uso Sustentável,0,1,,0,0,0,,,,,RB - Mt Atlântica,Polígono corresponde ao memorial descritivo,"segunda-feira, 8 de agosto de 2022"
1291,0000.00.1291,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CABECEIRA DAS FLORES,Federal,Reserva Particular do Patrimônio Natural,Category IV,MG,2001,2001,Portaria 171/2001 de 20/11/2001,Sem informação.,PAINEIRAS (MG),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,0,28,28,28.32,,0,0,28,0,0,0,0,Cerrado,Uso Sustentável,0,1,,0,0,0,,,,,,Polígono corresponde ao memorial descritivo,"terça-feira, 2 de agosto de 2022"
1292,0000.00.1292,,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NAVE DA ESPERANÇA,Federal,Reserva Particular do Patrimônio Natural,Category IV,MG,2000,2000,Portaria 66/2000 de 17/10/2000,Sem informação.,AIURUOCA (MG),Sim,Não,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,0,27,27,27.37,,0,0,0,27,0,0,0,Mata Atlântica,Uso Sustentável,0,1,,0,0,0,,,,,RB - Mt Atlântica,Polígono corresponde ao memorial descritivo,"terça-feira, 2 de agosto de 2022"
