ID_UC;Código UC;Informações Gerais;NOME DA UC;Esfera Administrativa;Categoria de Manejo;Categoria IUCN;UF;Ano de criação;Ano do ato legal mais recente;Ato Legal de Criação;Outros atos legais;Municípios Abrangidos;Plano de Manejo;Conselho Gestor;Área soma biomas;Área Ato Legal de Criação;Bioma Área (ha);Amazônia;Caatinga;Cerrado;Mata Atlântica;Pampa;Pantanal;Área Marinha
2953;0560.31.2953;;RESERVA BIOLÓGICA DE PINHEIRO GROSSO;Municipal;Reserva Biológica;Category Ia;MG;1987;2014;Lei ordinária 2250 de 30/11/1987;"Convalidar Ato Legal pretérito - Lei ordinária 4556 de 15/04/2014;";Barbacena (MG);Sim;Sim;356;467;;0;0;0;356;0;0;0
2955;4870.35.2955;;PARQUE NATURAL MUNICIPAL ESTORIL - VIRGÍLIO SIMIONATO;Municipal;Parque;Category II;SP;2013;2013;Decreto 18684/2013 de 13/11/2013;;São Bernardo do Campo (SP);Não;Não;38;37;;0;0;0;38;0;0;0
2956;0412.33.2956;;ÁREA DE PROTEÇÃO AMBIENTAL CARAPIÁ;Municipal;Área de Proteção Ambiental;Category V;RJ;2013;2013;Decreto 2329 de 20/03/2013;;Quatis (RJ);Não;Não;3.509;3.509;;0;0;0;3.509;0;0;0
2957;0040.32.2957;;ÁREA DE PROTEÇÃO AMBIENTAL MONTE URUBU;Municipal;Área de Proteção Ambiental;Category V;ES;2013;2013;Decreto 4585 de 21/10/2013;;Anchieta (ES);Não;Sim;524;524;;0;0;0;524;0;0;0
2976;0020.14.2976;;AREA DE PROTECAO AMBIENTAL XERIUINI;Municipal;Área de Proteção Ambiental;Category V;RR;1999;1999;Decreto 25 de 08/12/1999;;Caracaraí (RR);Não;Não;1.671.694;1.671.694;;1.671.694;0;0;0;0;0;0
2981;0000.33.2981;;RESERVA EXTRATIVISTA MARINHA DE ITAIPU;Estadual;Reserva Extrativista;Category VI;RJ;2013;2013;Decreto 44417 de 30/09/2013;;Niterói (RJ);Não;Não;3.942;3.943;;0;0;0;132;0;0;3.810
2997;0000.32.2997;;RESERVA PARTICULAR DO PATRIMONIO NATURAL PALMARES;Estadual;Reserva Particular do Patrimônio Natural;Category IV;ES;2013;2013;Portaria 13-S de 29/08/2013;;Santa Maria de Jetibá (ES);Não;Não;17;17;;0;0;0;17;0;0;0
2998;0000.33.2998;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RILDO DE OLIVEIRA GOMES II;Estadual;Reserva Particular do Patrimônio Natural;Category IV;RJ;2013;2013;Portaria 415 de 25/02/2013;"Reconhecimento de RPPN - Portaria 502 de 29/11/2013;";Teresópolis (RJ);Não;Não;24;24;;0;0;0;24;0;0;0
2999;0000.33.2999;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO PICADA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;RJ;2013;2014;Portaria 464 de 13/06/2013;"Reconhecimento de RPPN - Portaria 510 de 30/01/2014;";Engenheiro Paulo de Frontin (RJ);Não;Não;25;23;;0;0;0;25;0;0;0
3000;0410.33.3000;;ÁREA DE PROTEÇÃO AMBIENTAL - APA DA PERDIÇÃO;Municipal;Área de Proteção Ambiental;Category V;RJ;2013;2013;Decreto 1360 de 05/06/2013;;Porciúncula (RJ);Não;Não;6.131;6.141;;0;0;0;6.131;0;0;0
3002;0015.33.3002;;ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DA BOLÍVIA;Municipal;Área de Proteção Ambiental;Category V;RJ;2013;2013;Decreto 524 de 30/07/2013;;Aperibé (RJ);Não;Não;1.664;1.667;;0;0;0;1.664;0;0;0
3026;5800.31.3026;;AREA DE PROTECAO AMBIENTAL CORREGO DA MATA;Municipal;Área de Proteção Ambiental;Category V;MG;2002;2014;Lei complementar 1.172/2002 de 11/09/2002;"Retificação - Lei ordinária 1496/2014 de 17/07/2014;";Santa Maria de Itabira (MG);Sim;Sim;19.866;19.866;;0;0;0;19.866;0;0;0
3027;0520.33.3027;;PARQUE NATURAL MUNICIPAL DA MATA ATLÂNTICA ALDEENSE;Municipal;Parque;Category II;RJ;2013;2013;Decreto Nº116 de 13 de setembro de 2013 de 13/09/2013;;São Pedro da Aldeia (RJ);Não;Não;268;269;;0;0;0;268;0;0;0
3028;6100.31.3028;;PARQUE NATURAL MUNICIPAL ELCI ROLLA GUERRA;Municipal;Parque;Category II;MG;1988;2014;Lei ordinária 183/88 de 28/11/1988;"Alteração de nome - Lei complementar 455/2011 de 19/05/2011;Revisão dos limites - Lei complementar 541/2014 de 16/09/2014;";São Domingos do Prata (MG);Sim;Sim;49;55;;0;0;0;49;0;0;0
3029;0540.42.3029;;PARQUE NATURAL MUNICIPAL DO MORRO DA CRUZ;Municipal;Parque;Category II;SC;2013;2013;Lei ordinária 9321 de 28/08/2013;;Florianópolis (SC);Sim;Sim;130;130;;0;0;0;130;0;0;0
3034;0535.23.3034;;ÁREA DE PROTEÇÃO AMBIENTAL DA PRAIA DE PONTA GROSSA;Municipal;Área de Proteção Ambiental;Category V;CE;1998;2014;Lei ordinária 262 de 08/04/1998;"Revisão dos limites - Lei ordinária 633 de 25/02/2014;";Icapuí (CE);Não;Não;16.055;559;;0;1.487;0;0;0;0;14.568
3035;0220.33.3035;;ÁREA DE PROTEÇÃO AMBIENTAL RAPOSO;Municipal;Área de Proteção Ambiental;Category V;RJ;2014;2014;Decreto 3362 de 29/01/2014;;Itaperuna (RJ);Não;Sim;6.161;6.170;;0;0;0;6.161;0;0;0
3038;0000.31.3038;;REFÚGIO DE VIDA SILVESTRE ESTADUAL MACAÚBAS;Estadual;Refúgio de Vida Silvestre;Category III;MG;2013;2013;Decreto 46316 de 23/09/2013;;Lagoa Santa (MG), Santa Luzia (MG);Não;Não;2.284;2.282;;0;0;2.284;0;0;0;0
3039;0000.31.3039;;MONUMENTO NATURAL ESTADUAL PICO DO IBITURUNA;Estadual;Monumento Natural;Category III;MG;1989;2014;Outros Constituição Estadual de Minas Gerais de 21/09/1989;"Regulamentação - Lei ordinária 21158 de 17/01/2014;";Governador Valadares (MG);Não;Sim;1.075;1.076;;0;0;0;1.075;0;0;0
3041;0000.31.3041;;REFÚGIO DE VIDA SILVESTRE ESTADUAL SERRA DAS AROEIRAS;Estadual;Refúgio de Vida Silvestre;Category III;MG;2013;2013;Decreto 46317 de 23/09/2013;;Pedro Leopoldo (MG), São José da Lapa (MG);Não;Não;1.036;1.035;;0;0;1.036;0;0;0;0
3042;0220.33.3042;;REFÚGIO DA VIDA SILVESTRE DO SAGUI DA SERRA ESCURO;Municipal;Refúgio de Vida Silvestre;Category III;RJ;2014;2014;Decreto 3361 de 29/01/2014;;Itaperuna (RJ);Não;Não;492;492;;0;0;0;492;0;0;0
3044;0220.33.3044;;PARQUE NATURAL MUNICIPAL DE ITAPERUNA;Municipal;Parque;Category II;RJ;2014;2014;Decreto 3403 de 20/03/2014;;Itaperuna (RJ);Não;Não;14;14;;0;0;0;14;0;0;0
3047;0000.41.3047;;ESTAÇÃO ECOLÓGICA DO CAIUÁ;Estadual;Estação Ecológica;Category Ia;PR;1994;2008;Decreto 4263 de 21/11/1994;"Ampliação - Decreto 3932 de 04/12/2008;";Diamante do Norte (PR);Sim;Não;1.449;1.427;;0;0;0;1.449;0;0;0
3054;0000.33.3054;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA ECOLÓGICA DE GUAPIAÇU 2;Estadual;Reserva Particular do Patrimônio Natural;Category IV;RJ;2012;2014;Portaria 304 de 02/02/2012;"Reconhecimento de RPPN - Portaria 538 de 24/06/2014;";Cachoeiras de Macacu (RJ);Não;Não;34;35;;0;0;0;34;0;0;0
3056;0000.33.3056;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CANTO DOS PÁSSAROS;Estadual;Reserva Particular do Patrimônio Natural;Category IV;RJ;2013;2014;Portaria 465 de 13/06/2013;"Reconhecimento de RPPN - Portaria 517 de 14/03/2014;";Teresópolis (RJ);Não;Não;28;28;;0;0;0;28;0;0;0
3057;0000.33.3057;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CANTO DOS PÁSSAROS II;Estadual;Reserva Particular do Patrimônio Natural;Category IV;RJ;2013;2014;Portaria 406 de 28/01/2013;"Reconhecimento de RPPN - Portaria 518 de 14/03/2014;";Teresópolis (RJ);Não;Não;3;3;;0;0;0;3;0;0;0
3058;0000.33.3058;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BICHO PREGUIÇA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;RJ;2013;2014;Portaria 428 de 20/03/2013;"Reconhecimento de RPPN - Portaria 532 de 21/05/2014;";Rio de Janeiro (RJ);Não;Não;2;2;;0;0;0;2;0;0;0
3060;0100.33.3060;;ÁREA DE PROTEÇÃO AMBIENTAL WALDEIR GONÇALVES - SERRA DO ITAÓCA;Municipal;Área de Proteção Ambiental;Category V;RJ;2013;2013;Lei ordinária 8424 de 27/09/2013;;Campos dos Goytacazes (RJ);Não;Sim;617;617;;0;0;0;617;0;0;0
3061;5960.31.3061;;RESERVA BIOLOGICA DA SERRA DE SANTA RITA MITZI BRANDAO;Municipal;Reserva Biológica;Category Ia;MG;1980;1980;Lei ordinária 1096 de 15/10/1980;;Santa Rita do Sapucaí (MG);Sim;Não;315;315;;0;0;0;315;0;0;0
3066;0000.00.3066;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA DO GUIGO;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2014;2014;Portaria 70 de 25/06/2014;;Catu (BA);Não;Não;36;36;;0;0;0;36;0;0;0
3067;0000.00.3067;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL GUANANDI;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2012;2012;Portaria 76 de 25/06/2012;;Ilhéus (BA);Não;Não;15;15;;0;0;0;15;0;0;0
3068;0000.00.3068;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RIO DA BARRA;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2011;2011;Portaria 81 de 14/10/2011;;Porto Seguro (BA);Não;Não;146;146;;0;0;0;146;0;0;0
3069;0000.00.3069;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VOLTA DO RIO;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2014;2014;Portaria 37 de 27/03/2014;;Rio de Contas (BA);Não;Não;102;103;;0;102;0;0;0;0;0
3070;0000.00.3070;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SERRA DAS ALMAS DE RIO DE CONTAS;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2014;2014;Portaria 72 de 25/06/2014;;Rio de Contas (BA);Não;Não;263;264;;0;263;0;0;0;0;0
3071;0000.00.3071;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NATURA MATER;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2014;2014;Portaria 24 de 06/03/2014;;Rio de Contas (BA);Não;Não;41;42;;0;41;0;0;0;0;0
3072;0000.00.3072;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BRUMADINHO;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2014;2014;Portaria 19 de 27/02/2014;;Rio de Contas (BA);Não;Não;12;12;;0;12;0;0;0;0;0
3073;0000.00.3073;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL AVE NATURA;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2014;2014;Portaria 71 de 25/06/2014;;Rio de Contas (BA);Não;Não;44;44;;0;44;0;0;0;0;0
3074;0000.00.3074;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NATURA CERRADA;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2014;2014;Portaria 22 de 06/03/2014;;Rio de Contas (BA);Não;Não;91;91;;0;91;0;0;0;0;0
3075;0000.00.3075;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MARIA MARIA;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2013;2013;Portaria 255 de 05/12/2013;;Saúde (BA);Não;Não;4;4;;0;4;0;0;0;0;0
3076;0000.00.3076;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CANTO DO SENHOR;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2012;2012;Portaria 114 de 24/10/2012;;Uruçuca (BA);Não;Não;8;8;;0;0;0;8;0;0;0
3077;0000.00.3077;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL AURORA NATURA;Federal;Reserva Particular do Patrimônio Natural;Category IV;TO;2012;2012;Portaria 108 de 11/10/2012;;Aurora do Tocantins (TO);Não;Não;15;15;;0;0;15;0;0;0;0
3078;0000.00.3078;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL O BOSQUE;Federal;Reserva Particular do Patrimônio Natural;Category IV;RS;2013;2013;Portaria 167 de 08/03/2013;;Gramado (RS);Não;Não;7;7;;0;0;0;7;0;0;0
3079;0000.00.3079;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CÍCERO ALMEIDA;Federal;Reserva Particular do Patrimônio Natural;Category IV;CE;2013;2013;Portaria 216 de 07/08/2013;;Apuiarés (CE);Não;Não;36;36;;0;36;0;0;0;0;0
3080;0000.00.3080;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ILHA ENCANTADA;Federal;Reserva Particular do Patrimônio Natural;Category IV;CE;2013;2013;Portaria 257 de 05/12/2013;;Aracati (CE);Não;Não;19;19;;0;19;0;0;0;0;0
3081;0000.00.3081;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FRANCISCO BRAZ DE OLIVEIRA;Federal;Reserva Particular do Patrimônio Natural;Category IV;CE;2013;2013;Portaria 237 de 16/10/2013;;Crateús (CE);Não;Não;5;5;;0;5;0;0;0;0;0
3082;0000.00.3082;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL LUIZINHO ALENCAR;Federal;Reserva Particular do Patrimônio Natural;Category IV;CE;2013;2013;Portaria 186 de 13/05/2013;;Itatira (CE);Não;Não;200;200;;0;200;0;0;0;0;0
3083;0000.00.3083;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VÓ BELAR;Federal;Reserva Particular do Patrimônio Natural;Category IV;CE;2013;2013;Portaria 217 de 07/08/2013;;Meruoca (CE);Não;Não;15;15;;0;15;0;0;0;0;0
3084;0000.00.3084;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FONTE DE LUZ;Federal;Reserva Particular do Patrimônio Natural;Category IV;CE;2013;2013;Portaria 258 de 05/12/2013;;Meruoca (CE);Não;Não;7;7;;0;7;0;0;0;0;0
3085;0000.00.3085;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SAMUEL NOBRE;Federal;Reserva Particular do Patrimônio Natural;Category IV;CE;2014;2014;Portaria 23 de 06/03/2014;;Morada Nova (CE);Não;Não;27;27;;0;27;0;0;0;0;0
3086;0000.00.3086;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA ARIZONA;Federal;Reserva Particular do Patrimônio Natural;Category IV;CE;2013;2013;Portaria 264 de 10/12/2013;;Quixadá (CE);Não;Não;216;216;;0;216;0;0;0;0;0
3087;0000.00.3087;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PRATA;Federal;Reserva Particular do Patrimônio Natural;Category IV;MA;2013;2013;Portaria 215 de 07/08/2013;;Barreirinhas (MA);Não;Não;90;91;;0;0;90;0;0;0;0
3088;0000.00.3088;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL AVES GERAIS;Federal;Reserva Particular do Patrimônio Natural;Category IV;MG;2012;2012;Portaria 35 de 14/03/2012;;Morro do Pilar (MG);Não;Não;2;2;;0;0;2;0;0;0;0
3089;0000.00.3089;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ALTO DA BOA VISTA - RESGATE VIII;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;2012;2012;Portaria 97 de 05/09/2012;;Nova Friburgo (RJ);Não;Não;30;30;;0;0;0;30;0;0;0
3090;0000.00.3090;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL IRMÃOS SATELIS;Federal;Reserva Particular do Patrimônio Natural;Category IV;RO;2012;2012;Portaria 122 de 08/11/2012;;Presidente Médici (RO);Não;Não;41;41;;41;0;0;0;0;0;0
3091;0000.00.3091;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CAMPOS NOVOS;Federal;Reserva Particular do Patrimônio Natural;Category IV;SE;2014;2014;Portaria 3 de 20/01/2014;;Carira (SE);Não;Não;103;103;;0;103;0;0;0;0;0
3092;0000.00.3092;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PIRANGY;Federal;Reserva Particular do Patrimônio Natural;Category IV;SE;2012;2012;Portaria 135 de 17/12/2012;;Itabaianinha (SE);Não;Não;14;14;;0;0;0;14;0;0;0
3093;0000.00.3093;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RIO VERMELHO;Federal;Reserva Particular do Patrimônio Natural;Category IV;SP;2013;2013;Portaria 176 de 26/03/2013;;Bananal (SP);Não;Não;23;23;;0;0;0;23;0;0;0
3094;0000.00.3094;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ÁGUAS CLARAS;Federal;Reserva Particular do Patrimônio Natural;Category IV;SP;2013;2013;Portaria 22 de 24/09/2013;;São Luís do Paraitinga (SP);Não;Não;14;14;;0;0;0;14;0;0;0
3098;0000.00.3098;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL AMPLUS LUCIDUS;Federal;Reserva Particular do Patrimônio Natural;Category IV;SC;2013;2013;Portaria 218 de 07/08/2013;;Águas Mornas (SC);Não;Não;14;14;;0;0;0;14;0;0;0
3099;0000.00.3099;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RIO DAS FURNAS II;Federal;Reserva Particular do Patrimônio Natural;Category IV;SC;2013;2013;Portaria 168 de 08/03/2013;;Alfredo Wagner (SC);Não;Não;44;44;;0;0;0;44;0;0;0
3100;0000.00.3100;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CANTO DA ARAPONGA;Federal;Reserva Particular do Patrimônio Natural;Category IV;SC;2013;2013;Portaria 149 de 19/02/2013;;Bom Retiro (SC);Não;Não;45;45;;0;0;0;45;0;0;0
3101;0000.00.3101;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ODIR ZANELATTO;Federal;Reserva Particular do Patrimônio Natural;Category IV;SC;2012;2012;Portaria 103 de 12/09/2012;;Itaiópolis (SC);Não;Não;212;212;;0;0;0;212;0;0;0
3102;0000.00.3102;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PORTAL DA ÁGUA BRANCA;Federal;Reserva Particular do Patrimônio Natural;Category IV;SC;2012;2012;Portaria 98 de 05/09/2012;;Urubici (SC);Não;Não;201;202;;0;0;0;201;0;0;0
3103;0000.00.3103;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CORVO BRANCO;Federal;Reserva Particular do Patrimônio Natural;Category IV;SC;2012;2012;Portaria 120 de 08/11/2012;;Urubici (SC);Não;Não;14;13;;0;0;0;14;0;0;0
3105;0000.00.3105;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NASCENTES DO RIO TOCANTINS;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2011;2011;Portaria 98 de 02/12/2011;;São João D'Aliança (GO);Não;Não;270;270;;0;0;270;0;0;0;0
3106;0000.00.3106;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PARQUE BOTÂNICO DOS KAIAPÓS;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2013;2013;Portaria 206 de 11/07/2013;;Bela Vista de Goiás (GO), Caldazinha (GO), Senador Canedo (GO);Não;Não;81;80;;0;0;81;0;0;0;0
3107;0000.00.3107;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CATINGUEIRO;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2013;2013;Portaria 256 de 05/12/2013;;Cavalcante (GO);Não;Não;60;60;;0;0;60;0;0;0;0
3108;0000.00.3108;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL INTEGRA O PARQUE;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2013;2013;Portaria 250 de 13/11/2013;;Cavalcante (GO);Não;Não;318;311;;0;0;318;0;0;0;0
3109;0000.00.3109;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MARIA BATISTA;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2013;2013;Portaria 251 de 13/11/2013;;Cavalcante (GO);Não;Não;48;48;;0;0;48;0;0;0;0
3110;0000.00.3110;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PONTE DE PEDRA;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2013;2013;Portaria 248 de 13/11/2013;;Cavalcante (GO);Não;Não;107;113;;0;0;107;0;0;0;0
3111;0000.00.3111;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÃO BARTOLOMEU;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2013;2013;Portaria 249 de 13/11/2013;;Cavalcante (GO);Não;Não;71;73;;0;0;71;0;0;0;0
3112;0000.00.3112;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SANTUÁRIO DAS PEDRAS;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2014;2014;Portaria 50 de 30/04/2014;;São João D'Aliança (GO);Não;Não;26;26;;0;0;26;0;0;0;0
3115;0100.33.3115;;ÁREA DE PROTEÇÃO AMBIENTAL DA LAGOA DE CIMA;Municipal;Área de Proteção Ambiental;Category V;RJ;1992;1992;Lei ordinária 5394 de 24/12/1992;;Campos dos Goytacazes (RJ);Não;Sim;1.708;1.709;;0;0;0;1.708;0;0;0
3116;0120.32.3116;;MONUMENTO NATURAL DO ITABIRA;Municipal;Monumento Natural;Category III;ES;1988;2014;Lei ordinária 2856 de 16/09/1988;"Regulamentação - Decreto 6159 de 25/08/1988;Ampliação - Lei ordinária 6954 de 06/03/2014;Regulamentação - Decreto 6117 de 04/08/1988;Recategorização - Lei ordinária 6177 de 03/12/2008;Recategorização - Lei ordinária 5774 de 03/10/2005;";Cachoeiro de Itapemirim (ES);Não;Sim;450;103;;0;0;0;450;0;0;0
3120;3880.35.3120;;PARQUE NATURAL MUNICIPAL DO DOURADO;Municipal;Parque;Category II;SP;2002;2002;Lei ordinária 2634 de 26/06/2002;;Piraju (SP);Não;Sim;50;48;;0;0;0;50;0;0;0
3122;0930.42.3122;;PARQUE NATURAL MUNICIPAL JOÃO JOSÉ THEODORO DA COSTA NETO;Municipal;Parque;Category II;SC;2005;2005;Lei complementar 288 de 30/03/2005;;Lages (SC);Sim;Não;234;234;;0;0;0;234;0;0;0
3124;0000.25.3124;;REFÚGIO DE VIDA SILVESTRE MATA DO BURAQUINHO;Estadual;Refúgio de Vida Silvestre;Category III;PB;2014;2016;Decreto Decreto n° 35.195 de 23/07/2014;"Revisão dos limites - Decreto 39955 de 10/10/2016;";João Pessoa (PB);Não;Não;513;518;;0;0;0;513;0;0;0
3125;0000.25.3125;;PARQUE ESTADUAL DAS TRILHAS DOS CINCO RIOS;Estadual;Parque;Category II;PB;2014;2014;Decreto Decreto n° 35.325 de 16/09/2014;;João Pessoa (PB);Não;Não;515;515;;0;0;0;515;0;0;0
3127;0670.31.3127;;PARQUE NATURAL MUNICIPAL FELISBERTO NEVES;Municipal;Parque;Category II;MG;2014;2014;Lei orgânica 5704 de 29/05/2014;"Regulamentação - Decreto 37102 de 08/10/2014;";Betim (MG);Não;Sim;29;30;;0;0;0;29;0;0;0
3128;0535.23.3128;;ÁREA DE PROTEÇÃO AMBIENTAL DO MANGUEZAL DA BARRA GRANDE;Municipal;Área de Proteção Ambiental;Category V;CE;2000;2014;Lei ordinária 298 de 12/05/2000;"Revisão dos limites - Lei ordinária 634/2014 de 25/02/2014;";Icapuí (CE);Não;Não;18.110;692;;0;1.774;0;0;0;0;16.336
3131;0000.00.3131;;ESTAÇÃO ECOLÓGICA ALTO MAUÉS;Federal;Estação Ecológica;Category Ia;AM;2014;2014;Decreto sem número de 16/10/2014;;Maués (AM);Não;Não;666.788;668.160;;666.788;0;0;0;0;0;0
3132;0000.00.3132;;RESERVA EXTRATIVISTA MARINHA MOCAPAJUBA;Federal;Reserva Extrativista;Category VI;PA;2014;2014;Decreto sem número de 10/10/2014;;São Caetano de Odivelas (PA);Não;Não;21.028;21.029;;16.230;0;0;0;0;0;4.798
3133;0000.00.3133;;RESERVA EXTRATIVISTA MARINHA MESTRE LUCINDO;Federal;Reserva Extrativista;Category VI;PA;2014;2014;Decreto Sem número de 10/10/2014;;Marapanim (PA);Não;Não;26.465;26.465;;17.600;0;0;0;0;0;8.865
3134;0000.00.3134;;RESERVA EXTRATIVISTA MARINHA CUINARANA;Federal;Reserva Extrativista;Category VI;PA;2014;2014;Decreto Sem número de 10/10/2014;;Magalhães Barata (PA);Não;Não;11.036;11.037;;11.000;0;0;0;0;0;36
3135;0000.00.3135;;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL NASCENTES GERAIZEIRAS;Federal;Reserva de Desenvolvimento Sustentável;Category VI;MG;2014;2014;Decreto Sem número de 13/10/2014;;Montezuma (MG), Rio Pardo de Minas (MG), Vargem Grande do Rio Pardo (MG);Não;Não;38.177;38.177;;0;0;9.880;28.297;0;0;0
3136;0000.00.3136;;PARQUE NACIONAL DA SERRA DO GANDARELA;Federal;Parque;Category II;MG;2014;2014;Decreto Sem número de 13/10/2014;;Caeté (MG), Itabirito (MG), Mariana (MG), Nova Lima (MG), Ouro Preto (MG), Raposos (MG), Rio Acima (MG), Santa Bárbara (MG);Não;Não;31.270;31.284;;0;0;0;31.270;0;0;0
3137;0000.00.3137;;PARQUE NACIONAL GUARICANA;Federal;Parque;Category II;PR;2014;2014;Decreto Sem número de 13/10/2014;;Guaratuba (PR), Morretes (PR), São José dos Pinhais (PR);Não;Não;49.286;49.300;;0;0;0;49.286;0;0;0
3138;0160.43.3138;;PARQUE NATURAL MUNICIPAL DO PAMPA;Municipal;Parque;Category II;RS;2014;2014;Decreto 174 de 25/08/2014;"Retificação - Decreto 174 de 25/08/2014;";Bagé (RS);Não;Não;152;152;;0;0;0;0;152;0;0
3139;5030.35.3139;;PARQUE NATURAL MUNICIPAL VARGINHA;Municipal;Parque;Category II;SP;2012;2014;Decreto 52973 de 14/02/2012;"Convalidar Ato Legal pretérito - Portaria 91 de 07/11/2014;";São Paulo (SP);Não;Não;327;338;;0;0;0;327;0;0;0
3140;5030.35.3140;;PARQUE NATURAL MUNICIPAL ITAIM;Municipal;Parque;Category II;SP;2012;2014;Decreto 53227 de 20/06/2012;"Convalidar Ato Legal pretérito - Portaria 91 de 07/11/2014;";São Paulo (SP);Não;Não;125;125;;0;0;0;125;0;0;0
3141;5030.35.3141;;PARQUE NATURAL MUNICIPAL JACEGUAVA;Municipal;Parque;Category II;SP;2012;2014;Decreto 52974 de 14/02/2012;"Convalidar Ato Legal pretérito - Portaria 91 de 07/11/2014;";São Paulo (SP);Não;Não;278;276;;0;0;0;278;0;0;0
3143;0270.35.3143;;PARQUE NATURAL MUNICIPAL MORRO DO OURO;Municipal;Parque;Category II;SP;2004;2017;Decreto 38047 de 28/01/2004;"Retificação - Decreto 42736 de 04/01/2017;";Apiaí (SP);Não;Não;402;527;;0;0;0;402;0;0;0
3149;0000.33.3149;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA MINAS GERAIS;Estadual;Reserva Particular do Patrimônio Natural;Category IV;RJ;2013;2014;Portaria 491 de 18/09/2013;"Reconhecimento de RPPN - Portaria 563 de 24/10/2014;";Santa Maria Madalena (RJ);Não;Não;18;18;;0;0;0;18;0;0;0
